"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs"
"brp",0.935915946749548,0.0631447956113441,0.00093925763910796,1,1.06502331088956,1
"brq",0.991117073564314,0.00884511944561139,3.78069900750511e-05,1,1.00892073342576,1
"brr",0.999982882543913,1.71124560159885e-05,5.00007146797543e-09,1,1.00001712245616,1
"brt",0.987523596629625,0.0124122177754058,6.41855949690129e-05,1,1.01254058896534,1
"bru",0.997909195042112,0.00208654245524575,4.2625026424048e-06,1,1.00209506746053,1
"brv",0.992373838821476,0.00759628185520778,2.98793233163286e-05,1,1.00765604050184,1
"brw",0.821449200172037,0.172485669910901,0.00606512991706232,1,1.18461592974503,1
"brx",0.999937240658293,6.27299592925734e-05,2.93824148345223e-08,1,1.00006278872412,1
"bry",0.939702051424929,0.0594523652187072,0.000845583356363866,1,1.06114353193144,1
"bsa",0.908673666038204,0.0895765246620897,0.00174980929970625,1,1.0930761432615,1
"bsb",0.998531217587382,0.00146624447519217,2.53793742632791e-06,1,1.00147132035004,1
"bsc",0.995627141495773,0.00436004850363969,1.28100005875043e-05,1,1.00438566850481,1
"bse",0.979790904903042,0.0200711146356782,0.000137980461279663,1,1.02034707555824,1
"bsf",0.996001906308958,0.00398690080495068,1.11928860914157e-05,1,1.00400928657713,1
"bsg",0.972381933879976,0.0273892854667378,0.000228780653285798,1,1.02784684677331,1
"bsh",0.995980999226221,0.00400771973727809,1.12810365010541e-05,1,1.00403028181028,1
"bsi",0.961782035147566,0.037827095525507,0.000390869326927334,1,1.03860883417936,1
"bsj",0.935878991695797,0.0631808136843437,0.000940194619858947,1,1.06506120292406,1
"bsk",0.994422632161111,0.00555885072587303,1.85171130155926e-05,1,1.0055958849519,1
"bsl",0.015547206068152,0.269323535285492,0.715129258646356,3,2.6995820525782,3
"bsm",0.875176258925006,0.121739010637909,0.00308473043708557,1,1.12790847151208,1
"bsn",0.978346453973223,0.0214993615623734,0.000154184464403184,1,1.02180773049118,1
"bsp",0.97339568187515,0.0263890760747589,0.000215242050090936,1,1.02681956017494,1
"bsq",0.999935209085792,6.47602153680538e-05,3.06988403586672e-08,1,1.00006482161305,1
"bsr",0.161036494933755,0.563784317495638,0.275179187570607,2,2.11414269263685,2
"bss",0.995397773023842,0.00458838921290838,1.38377632497022e-05,1,1.00461606473941,1
"bst",0.998559627782223,0.00143790569274971,2.46652502722267e-06,1,1.0014428387428,1
"bsw",0.887416698559289,0.110030812973624,0.00255248846708667,1,1.1151357899078,1
"bsx",0.761365691231257,0.227857187249776,0.0107771215189666,1,1.24941143028771,2
"bsy",0.994790921673457,0.00519238633405605,1.66919924873277e-05,1,1.00522577031903,1
"bta",0.99542465757817,0.00456162659509174,1.37158267385917e-05,1,1.00458905824857,1
"btc",0.897305874918169,0.100533995495479,0.00216012958635192,1,1.10485425466818,1
"btd",0.996502237995894,0.00348860395378614,9.15805031997952e-06,1,1.00350692005443,1
"bte",0.377544571937407,0.521388221166304,0.101067206896289,2,1.72352263495888,3
"btf",0.935968322730266,0.0630937468522146,0.000937930417519439,1,1.06496960768725,1
"btg",0.98852110416125,0.0114225646550559,5.63311836938585e-05,1,1.01153522702244,1
"bth",0.999311631508215,0.000687521666608681,8.46825176648025e-07,1,1.00068921531696,1
"bti",0.814573097668152,0.178900133573344,0.00652676875850411,1,1.19195367109035,1
"btm",0.99783658643571,0.00215893077630058,4.48278798947932e-06,1,1.00216789635228,1
"btn",0.291413326372061,0.558991113230254,0.149595560397686,2,1.85818223402562,2
"bto",0.996187576108751,0.00380200296522815,1.0420926020438e-05,1,1.00382284481727,1
"btq",0.918924624548921,0.0796588952860408,0.00141648016503837,1,1.08249185561612,1
"bts",0.994390922413916,0.00559040011848833,1.86774675955403e-05,1,1.00562775505368,1
"btt",0.984500772560901,0.0154088589047974,9.03685343012217e-05,1,1.0155895959734,1
"btu",0.96487980625378,0.0347805278870057,0.000339665859214078,1,1.03545985960543,1
"btv",0.95823558053725,0.0413110940233931,0.000453325439356833,1,1.04221774490211,1
"btw",0.990824366318757,0.00913588053852465,3.97531427185349e-05,1,1.00921538682396,1
"btx",0.996870943943917,0.00312130295043045,7.75310565259701e-06,1,1.00313680916174,1
"bty",0.905969505571246,0.0921869823686977,0.00184351206005606,1,1.09587400648881,1
"btz",0.986796172651293,0.0131336646050279,7.0162743678992e-05,1,1.01327399009239,1
"bub",0.942303513141047,0.0569126055117105,0.000783881347242388,1,1.0584803682062,1
"buc",0.987726547421462,0.0122108972801025,6.25552984351296e-05,1,1.01233600787697,1
"bud",0.999860034009053,0.000139876831438346,8.91595086649488e-08,1,1.00014005515046,1
"buf",0.999128808139816,0.000870003244205386,1.1886159787533e-06,1,1.00087238047616,1
"bug",0.999991833992903,8.16416007021203e-06,1.84702664274283e-09,1,1.00000816785412,1
"buh",0.943144049345213,0.0560915420784139,0.000764408576373055,1,1.05762035923116,1
"bui",0.955368352730071,0.0441248517139071,0.000506795556021844,1,1.04513844282595,1
"buj",0.955178692085223,0.0443108819263511,0.000510425988425656,1,1.0453317339032,1
"buk",0.999997905564294,2.09413338170261e-06,3.02324165701862e-10,1,1.00000209473803,1
"bul",0.999999960457004,3.95412530496131e-08,1.74249503714918e-12,1,1.00000003954474,1
"bum",0.99777998348444,0.00221535938971862,4.65712584163391e-06,1,1.0022246736414,1
"bun",0.999446075571638,0.000553304099143115,6.20329218548044e-07,1,1.00055454475758,1
"buo",0.999997818131568,2.18154932285497e-06,3.19108850455052e-10,1,1.00000218218754,1
"buq",0.989233630004585,0.0107154028239395,5.09671714752358e-05,1,1.01081733716689,1
"bus",0.988946348323097,0.0110005467806294,5.31048962736369e-05,1,1.01110675657318,1
"but",0.999702349119839,0.000297394099937454,2.56780223195641e-07,1,1.00029790766038,1
"buu",0.999356872199242,0.000642359665636638,7.68135121731461e-07,1,1.00064389593588,1
"buv",0.933747695753558,0.0652573297421741,0.000994974504267776,1,1.06724727875071,1
"buw",0.977720073577687,0.0221184865181506,0.000161439904162175,1,1.02244136632648,1
"bux",0.983535146865867,0.0163653873423841,9.94657917493535e-05,1,1.01656431892588,1
"buy",0.993262120834194,0.00671317119997805,2.47079658282079e-05,1,1.00676258713163,1
"buz",0.865917288117713,0.130560399826172,0.00352231205611486,1,1.1376050239384,1
"bva",0.959535755079516,0.0400342903821411,0.000429954538343047,1,1.04089419945883,1
"bvb",0.959704106924107,0.039868924647628,0.000426968428265173,1,1.04072286150416,1
"bvc",0.999986254819802,1.37414617401577e-05,3.71845754187916e-09,1,1.00001374889866,1
"bvd",0.999956660960008,4.33213587740511e-05,1.76812180452401e-08,1,1.00004335672121,1
"bvf",0.625677517826237,0.346117613210998,0.0282048689627653,1,1.40252735113653,1
"bvg",0.922061584451988,0.0766170722969155,0.00132134325109634,1,1.07925975879911,1
"bvh",0.726323283168247,0.259384138869179,0.0142925779625739,1,1.28796929479433,2
"bvi",0.998670244182508,0.00132756079172036,2.19502577147868e-06,1,1.00133195084326,1
"bvj",0.993290401224471,0.00668504939870973,2.45493768195049e-05,1,1.00673414815235,1
"bvk",0.841412835614784,0.153756371990744,0.00483079239447248,1,1.16341795677969,1
"bvm",0.991394239809687,0.00856976167076351,3.5998519549163e-05,1,1.00864175870986,1
"bvn",0.975710985441452,0.0241033800268418,0.000185634531706169,1,1.02447464909025,1
"bvo",0.894079378338024,0.10363613174375,0.00228448991822527,1,1.1082051115802,1
"bvr",0.981356987281812,0.0185217604751986,0.000121252242989867,1,1.01876426496118,1
"bvt",0.861955580472477,0.134325502914576,0.00371891661294632,1,1.14176333614047,1
"bvv",0.00136089888357762,0.077894644689682,0.92074445642674,3,2.91938355754316,3
"bvw",0.956220830638639,0.0432885485511232,0.000490620810237319,1,1.0442697901716,1
"bvx",0.928413676031329,0.0704478493647991,0.00113847460387184,1,1.07272479857254,1
"bvz",0.98993629841143,0.0100178192182051,4.58823703646249e-05,1,1.01010958395893,1
"bwc",0.892736636872087,0.104926080254572,0.00233728287334101,1,1.10960064600125,1
"bwd",0.999906971521273,9.29779083993498e-05,5.05703274811253e-08,1,1.00009307904905,1
"bwe",0.988121172717635,0.0118193949610169,5.94323213476411e-05,1,1.01193825960371,1
"bwf",0.977313222957715,0.0225205509504084,0.000166226091876553,1,1.02285300313416,1
"bwg",0.992979701343531,0.00699398628337178,2.63123730971371e-05,1,1.00704661102957,1
"bwh",0.0924288672759999,0.510711708971091,0.396859423752909,2,2.30443055647691,3
"bwi",0.851757121254062,0.143991551218597,0.00425132752734081,1,1.15249420627328,2
"bwj",0.992339324800825,0.00763058760826496,3.00875909101661e-05,1,1.00769076279009,1
"bwk",0.985759156770752,0.0141618022487433,7.90409805043746e-05,1,1.01431988420975,1
"bwm",0.99786047479548,0.00213511530847865,4.40989604089115e-06,1,1.00214393510056,1
"bwn",0.88251703046828,0.11472368005339,0.00275928947832926,1,1.12024225901005,1
"bwo",0.94091576286068,0.0582677105680323,0.000816526571287723,1,1.05990076371061,1
"bwp",0.968649706598661,0.0310686878718304,0.000281605529508733,1,1.03163189893085,1
"bwq",0.994010935087939,0.00596842686414023,2.06380479206292e-05,1,1.00600970295998,1
"bwr",0.998825769083642,0.00117239942786151,1.83148849697279e-06,1,1.00117606240486,1
"bws",0.997803751312103,0.00219166504414736,4.58364374922304e-06,1,1.00220083233165,1
"bwt",0.988795629048283,0.0111501309932269,5.42399584905207e-05,1,1.01125861091021,1
"bwu",0.99933593874466,0.000663257012836649,8.0424250326061e-07,1,1.00066486549784,1
"bww",0.999390488293204,0.000608800440190294,7.11266605613048e-07,1,1.0006102229734,1
"bwx",0.999560790006261,0.000438764387084123,4.45606655130604e-07,1,1.00043965560039,1
"bwy",0.96856888956425,0.0311483095652731,0.000282800870476829,1,1.03171391130623,1
"bwz",0.935439518195989,0.0636091109123033,0.000951370891707493,1,1.06551185269572,1
"bxa",0.999949389048941,5.05890846429491e-05,2.18664157891624e-08,1,1.00005063281747,1
"bxb",0.993608884447932,0.0063683258685111,2.27896835567343e-05,1,1.00641390523562,1
"bxc",0.890078555591248,0.107477843862316,0.00244360054643622,1,1.11236504495519,1
"bxd",0.774775836727112,0.215636321810222,0.00958784146266656,1,1.23481200473555,1
"bxe",0.723465226853002,0.261928150500965,0.0146066226460327,1,1.29114139579303,2
"bxf",0.996226995426707,0.00376274500537754,1.02595679150053e-05,1,1.00378326414121,1
"bxg",0.62586824398462,0.345959405814409,0.028172350200971,1,1.40230410621635,1
"bxh",0.998780985574522,0.00121708048961433,1.93393586345181e-06,1,1.00122094836134,1
"bxj",0.0350426547024148,0.376363693887509,0.588593651410076,3,2.55355099670766,2
"bxk",0.99997502391126,2.49677467415443e-05,8.3419980922983e-09,1,1.00002498443074,1
"bxl",0.919736169766332,0.0788722694970918,0.00139156073657576,1,1.08165539097024,1
"bxm",0.995261906323749,0.00472363376061435,1.44599156364222e-05,1,1.00475255359189,1
"bxn",0.0226422657098304,0.316585452737311,0.660772281552858,3,2.63813001584303,3
"bxp",0.94661746940859,0.0526961921334894,0.000686338457920432,1,1.05406886904933,1
"bxq",0.625737671655451,0.346067718399505,0.0281946099450434,1,1.40245693828959,1
"bxr",0.968474724032423,0.0312410795846928,0.000284196382884017,1,1.03180947235046,1
"bxs",0.927030064291733,0.0717927403920763,0.00117719531619109,1,1.07414713102446,1
"bxu",0.97008163512648,0.0296575779011027,0.000260786972417382,1,1.03017915184594,1
"bxv",0.0482391411218302,0.421970880121566,0.529789978756603,3,2.48155083763477,3
"bxw",0.969978034343637,0.0297596954083252,0.000262270248037488,1,1.0302842359044,1
"bxz",0.970268926310895,0.0294729590968306,0.000258114592274428,1,1.02998918828138,1
"bya",0.778447367785706,0.212276069550513,0.00927656266378141,1,1.23082919487808,1
"byb",0.0219630541092452,0.312593649807088,0.665443296083667,3,2.64348024197442,3
"byc",0.997856496443223,0.00213908154968945,4.42200708750118e-06,1,1.00214792556386,1
"byd",0.99231061074009,0.00765912798735646,3.02612725540108e-05,1,1.00771965053246,1
"bye",0.990222799889206,0.00973333169756818,4.38684132262335e-05,1,1.00982106852402,1
"byf",0.109565407026615,0.530482737819408,0.359951855153977,2,2.25038644812736,2
"byg",0.165460977704502,0.565318321639676,0.269220700655821,2,2.10375972295132,3
"byh",0.97866252075318,0.0211869034862578,0.000150575760561655,1,1.02148805500738,1
"byi",0.972173765069902,0.0275946311275405,0.000231603802557379,1,1.02805783873266,1
"byj",0.985197778455778,0.0147182016331753,8.40199110468953e-05,1,1.01488624145527,1
"byk",0.893425181458908,0.10426468384286,0.00231013469823249,1,1.10888495323932,1
"byl",0.769065348520732,0.220850510025031,0.0100841414542374,1,1.24101879293351,1
"bym",0.187303337329527,0.570593306418174,0.242103356252299,2,2.05480001892277,3
"byn",0.994672357246463,0.00531037073557528,1.72720179619779e-05,1,1.0053449147715,1
"byo",0.998955559388958,0.00104289546540692,1.54514563466268e-06,1,1.00104598575668,1
"byp",0.959267785556532,0.0402974878933119,0.000434726550155751,1,1.04116694099362,1
"byq",0.0131721169612011,0.249976241144705,0.736851641894094,3,2.72367952493289,3
"byr",0.999862487494317,0.000137425515131406,8.69905514289115e-08,1,1.00013759949623,1
"bys",0.962141882377597,0.037473357125271,0.000384760497131986,1,1.03824287811954,1
"byv",0.996486664620475,0.0035041161910373,9.21918848817427e-06,1,1.00352255456801,1
"byw",0.906519917482128,0.0916558395022811,0.00182424301559081,1,1.09530432553346,1
"byx",0.999881092439235,0.000118836493147589,7.10676176796099e-08,1,1.00011897862838,1
"byz",0.997687860282754,0.00230719402371948,4.94569352604834e-06,1,1.00231708541077,1
"bza",0.99983435883978,0.000165528391398051,1.12768822169151e-07,1,1.00016575392904,1
"bzb",0.786802441073172,0.204606926540822,0.00859063238600566,1,1.22178819131283,1
"bzd",0.997923714499537,0.00207206659219183,4.21890827095872e-06,1,1.00208050440873,1
"bze",0.995820654448925,0.00416738030103003,1.19652500448764e-05,1,1.00419131080112,1
"bzf",0.999999735039413,2.6494038385394e-07,2.02031724683138e-11,1,1.00000026498079,1
"bzg",0.0347638576378389,0.375236087149254,0.590000055212907,3,2.55523619757507,3
"bzh",0.999914784733002,8.51704733697556e-05,4.47936284730943e-08,1,1.00008526006063,1
"bzi",0.924238835115403,0.074503973270253,0.00125719161434423,1,1.07701835649894,1
"bzj",0.996224462718306,0.0037652673733366,1.02699083572855e-05,1,1.00378580719005,1
"bzk",0.90950538699544,0.0887731371327251,0.00172147587183502,1,1.0922160888764,1
"bzl",0.837600874294103,0.157344584660073,0.00505454104582381,1,1.16745366675172,1
"bzm",0.951534779393527,0.0478827966916108,0.000582423914862185,1,1.04904764452134,1
"bzo",0.979320721258249,0.0205361048300504,0.000143173911700156,1,1.02082245265345,1
"bzp",0.93467171270436,0.064357241538309,0.000971045757330979,1,1.06629933305297,1
"bzq",0.843368128331067,0.151913699921526,0.00471817174740685,1,1.16135004341634,1
"bzr",0.0149043835645286,0.264304915894053,0.720790700541418,3,2.70588631697689,3
"bzu",0.874142871122062,0.122725067943226,0.00313206093471208,1,1.12898918981265,1
"bzv",0.91738405049413,0.081151573443952,0.00146437606191852,1,1.08408032556779,1
"bzw",0.997272949507341,0.00272073331554301,6.3171771156334e-06,1,1.00273336766977,1
"bzx",0.989692791980199,0.0102595868148736,4.76212049274061e-05,1,1.01035482922473,1
"bzy",0.983454004274846,0.0164457496382815,0.000100246086872535,1,1.01664624181203,1
"bzz",0.971795682707846,0.0279675485886152,0.000236768703538504,1,1.02844108599569,1
"caa",0.982452823125848,0.0174371027897133,0.00011007408443886,1,1.01765725095859,1
"cab",0.976986691239854,0.0228431995798605,0.000170109180285594,1,1.02318341794043,1
"cac",0.990329628379794,0.00962724527710679,4.31263430987761e-05,1,1.0097134979633,1
"cad",0.337875179486636,0.540955432936527,0.121169387576836,2,1.7832942080902,2
"cae",0.984040231394623,0.0158651047697276,9.46638356494889e-05,1,1.01605443244103,1
"caf",0.819944843179364,0.173890656420131,0.00616450040050476,1,1.18621965722114,2
"cag",0.986179341521959,0.0137452650257952,7.539345224572e-05,1,1.01389605193029,1
"cah",0.127138243954386,0.545570986696106,0.327290769349508,2,2.20015252539512,3
"cak",0.99892759332768,0.00107080118168434,1.60549063554782e-06,1,1.00107401216296,1
"cal",0.999350919734564,0.000648301916803207,7.78348632546333e-07,1,1.00064985861407,1
"cam",0.950089529622825,0.0492983093160421,0.000612161061133376,1,1.05052263143831,1
"can",0.99621570980842,0.00377398451873245,1.03056728477657e-05,1,1.00379459586443,1
"cao",0.878148905598906,0.118900421162162,0.00295067323893239,1,1.12480176764003,1
"cap",0.896880173813002,0.10094349002287,0.00217633616412838,1,1.10529616235113,1
"caq",0.923592120411997,0.0751317933345388,0.00127608625346431,1,1.07768396584147,1
"car",0.902245113296679,0.0957783408321999,0.00197654587112073,1,1.09973143257444,1
"cas",0.954064469224369,0.0454035427304129,0.000531988045217702,1,1.04646751882085,1
"cat",0.999999238811652,7.61108444602421e-07,7.99036392606922e-11,1,1.00000076126825,1
"cav",0.863049596332607,0.133286345402212,0.00366405826518024,1,1.14061446193257,1
"cax",0.60429971285469,0.363681807088327,0.0320184800569838,1,1.42771876720229,1
"cay",0.272783231514548,0.564416286958313,0.162800481527139,2,1.89001725001259,2
"caz",0.417356212135329,0.498660720654258,0.0839830672104129,2,1.66662685507508,3
"cbb",0.901916735999317,0.0960947666496039,0.0019884973510792,1,1.10007176135176,1
"cbc",0.859923641910984,0.136254399852917,0.00382195823609954,1,1.14389831632512,1
"cbd",0.761430375893559,0.227798439568278,0.0107711845381628,1,1.2493408086446,2
"cbg",0.818523670524879,0.175217119041343,0.00625921043377742,1,1.1877355399089,1
"cbi",0.939925443701291,0.0592343564852434,0.000840199813465947,1,1.06091475611218,1
"cbj",0.999130383859447,0.000868430626132954,1.18551442007675e-06,1,1.00087080165497,1
"cbk",0.999416750842882,0.000582581343512523,6.6781360574808e-07,1,1.00058391697072,1
"cbl",0.876424203566722,0.120547722286065,0.00302807414721229,1,1.12660387058049,1
"cbn",0.908135522664294,0.0900962137395706,0.0017682635961358,1,1.09363274093184,1
"cbo",0.888375891883527,0.10911113692248,0.00251297119399274,1,1.11413707931047,2
"cbr",0.966244550563843,0.0334373436351375,0.000318105801019541,1,1.03407355523718,1
"cbs",0.874551214708124,0.122335472012763,0.00311331327911291,1,1.12856209857099,1
"cbt",0.946019397236348,0.0532810971016938,0.000699505661957867,1,1.05468010842561,1
"cbu",0.950495557065837,0.0489007038958587,0.000603739038304241,1,1.05010818197247,1
"cbv",0.924328746010267,0.0744166785128157,0.00125457547691676,1,1.07692582946665,1
"ccc",0.0905114935058123,0.508124545376587,0.401363961117601,2,2.31085246761179,2
"ccd",0.128540808100969,0.546585880671313,0.324873311227718,2,2.19633250312675,2
"cce",0.993438591818521,0.00653768361334839,2.37245681304898e-05,1,1.00658513274961,1
"ccg",0.989066206931538,0.0108815841869982,5.22088814632893e-05,1,1.01098600194992,1
"cch",0.997994413998545,0.00200157717374649,4.00882770879019e-06,1,1.00200959482916,1
"ccj",0.944490151834359,0.0547761536359161,0.00073369452972516,1,1.05624354269537,2
"ccl",0.0098948250375172,0.218881675623255,0.771223499339227,3,2.76132867430171,1
"ccm",0.797212157873061,0.195009104204404,0.0077787379225347,1,1.21056658004947,2
"cco",0.963807865367666,0.0358351055829494,0.000357029049384727,1,1.03654916368172,1
"ccp",0.999774241147024,0.000225584862289963,1.73990686413994e-07,1,1.00022593284366,1
"ccr",0.000270393791989016,0.0303145905315016,0.969415015676509,3,2.96914462188452,3
"cda",0.983925413099898,0.0159788398182572,9.5747081844455e-05,1,1.01617033398195,1
"cde",0.973821804672825,0.0259685399821193,0.000209655345055348,1,1.02638785067223,1
"cdf",0.987741486288491,0.0121960777689663,6.24359425427379e-05,1,1.01232094965405,1
"cdh",0.995570477618633,0.00441646113403826,1.3061247328694e-05,1,1.0044425836287,1
"cdi",0.998717172186845,0.00128074475912598,2.08305402926712e-06,1,1.00128491086718,1
"cdj",0.99741059665209,0.00258355393447185,5.84941343861889e-06,1,1.00259525276135,1
"cdm",0.997822235558104,0.00217323766836452,4.52677353113273e-06,1,1.00218229121543,1
"cdn",0.933074863649182,0.0659125653044307,0.0010125710463873,1,1.06793770739721,1
"cdr",0.998775310725431,0.00122274222629737,1.94704827205516e-06,1,1.00122663632284,1
"cdy",0.776437536644437,0.214116256238498,0.00944620711706545,1,1.23300867047263,1
"cdz",0.901470773240586,0.0965244405947281,0.0020047861646858,1,1.1005340129241,1
"cea",1.13677048367073e-05,0.00402813193628347,0.99596050035888,3,2.99594913265404,3
"ceb",0.999999542232233,4.57726636149403e-07,4.1130876482498e-11,1,1.0000004578089,1
"ceg",0.685361152940604,0.295420814328304,0.0192180327310926,1,1.33385687979049,1
"cen",0.318459972798343,0.549204899227291,0.132335127974366,2,1.81387515517602,1
"ces",0.999999447304651,5.52642760220934e-07,5.25892662750493e-11,1,1.00000055274794,1
"cet",0.149438487122896,0.558916519110561,0.291644993766543,2,2.14220650664365,2
"cfa",0.978122601797397,0.0217206366393035,0.000156761563299579,1,1.0220341597659,1
"cfd",0.98494455844832,0.0149691364860933,8.63050655871556e-05,1,1.01514174661727,1
"cfg",0.931245325867822,0.0676935192996787,0.00106115483249969,1,1.06981582896468,1
"cfm",0.998651861797612,0.00134589878938496,2.23941300259156e-06,1,1.00135037761539,1
"cga",0.983832497291495,0.0160708754130251,9.66272954801006e-05,1,1.01626413000399,1
"cgc",0.988898012787712,0.0110485193139346,5.34678983530323e-05,1,1.01115545511064,1
"cgg",0.996137974381956,0.00385140038619636,1.06252318481381e-05,1,1.00387265084989,1
"cgk",0.993328420716519,0.00664724251292348,2.43367705574649e-05,1,1.00669591605404,1
"cha",0.999999992185127,7.81465225863087e-09,2.21156426505331e-13,1,1.00000000781509,1
"chc",0.0294509329957195,0.352067605531659,0.618481461472621,3,2.5890305284769,3
"chd",0.772450223472752,0.217761611269303,0.00978816525794513,1,1.23733794178519,1
"che",0.999585268764782,0.000414320510703337,4.10724514954275e-07,1,1.00041514195973,1
"chf",0.619609961236303,0.351136998594343,0.0292530401693539,1,1.40964307893305,1
"chg",0.042250653200388,0.402982141312943,0.554767205486669,3,2.51251655228628,3
"chj",0.989916271124203,0.0100377044317816,4.60244440153579e-05,1,1.01012975331981,1
"chl",0.356301209073456,0.532289389417286,0.111409401509258,2,1.7551081924358,2
"chn",0.0644234284720935,0.462988304613818,0.472588266914088,3,2.40816483844199,2
"cho",0.656042521256032,0.320613297718048,0.0233441810259194,1,1.36730165976989,1
"chp",0.98982159047388,0.0101317111396005,4.66983865196058e-05,1,1.01022510791264,1
"chq",0.991526736674237,0.008438117432368,3.51458933954829e-05,1,1.00850840921916,1
"chr",0.732932171502314,0.253485217306273,0.0135826111914129,1,1.2806504396891,1
"cht",0.00246519554318878,0.107988902887723,0.889545901569088,3,2.8870807060259,3
"chv",0.99995960866932,4.03752731054086e-05,1.60575744923008e-08,1,1.00004040738825,1
"chw",0.999203255764695,0.00079569926050238,1.04497480257759e-06,1,1.00079778921011,1
"chx",0.963175348330996,0.0364572006893666,0.000367450979637529,1,1.03719210264864,1
"chy",0.863946662341318,0.132433938900033,0.00361939875864881,1,1.13967273641733,1
"chz",0.969764786189945,0.0299698791508451,0.000265334659209748,1,1.03050054846926,1
"cia",0.993741069550901,0.00623685683346642,2.20736156327783e-05,1,1.00628100406473,1
"cib",0.997973691208461,0.00202223876554997,4.07002598934447e-06,1,1.00203037881753,1
"cic",0.695832327258044,0.286298026397119,0.0178696463448368,1,1.32203731908679,2
"cid",0.000347174953960545,0.0352394607399698,0.96441336430607,3,2.96406618935211,3
"cie",0.919146188553185,0.0794441559558658,0.0014096554909494,1,1.08226346693776,1
"cih",0.851346902016406,0.144379553501353,0.00427354448224115,1,1.15292664246584,1
"cik",0.824540672505983,0.169595568699786,0.00586375879423129,1,1.18132308628825,1
"cim",0.84321126085008,0.152061585670755,0.00472715347916486,1,1.16151589262908,1
"cin",0.82674519699901,0.16753232423792,0.00572247876306964,1,1.17897728176406,1
"cip",0.00783274119534777,0.195666536773954,0.796500722030699,3,2.78866798083535,3
"cir",0.800617163089121,0.191859585855433,0.00752325105544527,1,1.20690608796632,1
"ciw",0.628039915106723,0.344156176559074,0.0278039083342035,1,1.39976399322748,1
"ciy",0.0166716463791384,0.277756207876844,0.705572145744017,3,2.68890049936488,2
"cja",0.996552823841133,0.00343821570628733,8.96045257936517e-06,1,1.00345613661145,1
"cje",0.946546502986963,0.052765602142849,0.000687894870187611,1,1.05414139188322,1
"cjh",0.0904206413969717,0.507999873210161,0.401579485392868,2,2.3111588439959,3
"cji",0.961947679655759,0.0376642682677039,0.000388052076537471,1,1.03844037242078,1
"cjk",0.999913282348652,8.66717626747393e-05,4.58886734167052e-08,1,1.00008676354002,1
"cjm",0.985055389469406,0.0148593086435083,8.53018870862199e-05,1,1.01502991241768,1
"cjn",0.825847763050016,0.168372476851341,0.00577976009864267,1,1.17993199704863,1
"cjo",0.992449566006222,0.00752100972907777,2.94242647003173e-05,1,1.00757985825848,1
"cjp",0.967247880446965,0.0324494728131181,0.000302646739916868,1,1.03305476629295,1
"cjs",0.937982506320887,0.0611299356412982,0.000887558037815039,1,1.06290505171693,1
"cjv",0.999998531622097,1.46818862700737e-06,1.8927592826401e-10,1,1.00000146856718,1
"ckb",0.999904059774863,9.58874511034491e-05,5.2774033476588e-08,1,1.00009599299917,1
"ckh",0.997154410433047,0.00283885966407349,6.72990287986508e-06,1,1.00285231946983,1
"ckl",0.983473624195823,0.0164263186133251,0.000100057190851821,1,1.01662643299503,1
"cko",0.999840357873694,0.000159535019033208,1.07107272828699e-07,1,1.00015974923358,1
"ckq",0.953087071602881,0.0463616972129798,0.000551231184139356,1,1.04746415958126,1
"ckr",0.986315183976407,0.0136105872042851,7.42288193076313e-05,1,1.0137590448429,1
"ckt",0.96277884948182,0.0368470997922961,0.000374050725884256,1,1.03759520124406,1
"cku",0.395884538795155,0.511266932226548,0.092848528978297,2,1.69696399018314,2
"ckv",0.213091941943894,0.572637721840136,0.21427033621597,2,2.00117839427208,2
"ckx",0.961587951585028,0.0380178667833889,0.000394181631583113,1,1.03880623004656,1
"cky",0.960626606587021,0.0389626244066087,0.000410769006370271,1,1.03978416241935,1
"cla",0.999978869040174,2.112431050727e-05,6.64931876226404e-09,1,1.00002113760914,1
"clc",0.712187587626951,0.271924406646318,0.0158880057267311,1,1.30370041809978,1
"cld",0.970390509493651,0.0293531044509563,0.000256386055392577,1,1.02986587656174,1
"cle",0.978834482332531,0.0210168904935362,0.000148627173932603,1,1.0213141448414,1
"clh",0.912891213970425,0.0855002964030996,0.00160848962647564,1,1.08871727565605,1
"cli",0.967251483139001,0.0324459250313147,0.000302591829684395,1,1.03305110869068,1
"clk",0.995854684671994,0.00413349649033268,1.18188376729833e-05,1,1.00415713416568,1
"cll",0.994259576695363,0.00572107626327867,1.93470413587526e-05,1,1.005759770346,1
"clm",0.125666394068165,0.544478013915544,0.32985559201629,2,2.20418919794812,3
"clo",0.798410469630341,0.193901265991711,0.00768826437794723,1,1.20927779474761,2
"clw",0.608605419283664,0.360171623195986,0.0312229575203503,1,1.42261753823669,2
"cly",0.892169850484682,0.105470398261359,0.0023597512539596,1,1.11018990076928,1
"cma",0.9960767622456,0.00391235845669791,1.08792977022709e-05,1,1.0039341170521,1
"cme",0.998022228993044,0.00197384382531107,3.92718164532457e-06,1,1.0019816981886,1
"cmi",0.929997559116081,0.068907533484137,0.00109490739978224,1,1.0710973482837,1
"cml",0.969501006737598,0.0302298470417766,0.000269146220625571,1,1.03076813948303,1
"cmo",0.998910899542059,0.00108745858710046,1.64187084028544e-06,1,1.00109074232878,1
"cmr",0.972906866730249,0.0268714065831276,0.000221726686623347,1,1.02731485995637,1
