"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs"
"cna",0.823196819156502,0.170852354220716,0.00595082662278235,1,1.18275400746628,1
"cnb",0.989169031604399,0.0107795234902249,5.14449053765631e-05,1,1.01088241330098,1
"cnc",0.962763895103182,0.0368618042499023,0.000374300646915793,1,1.03761040554373,1
"cng",0.983854472880685,0.0160491082947642,9.64188245508035e-05,1,1.01624194594387,1
"cnh",0.998628185777472,0.00136951720763057,2.29701489717904e-06,1,1.00137411123743,1
"cni",0.992264735177332,0.00770472528764987,3.05395350176374e-05,1,1.00776580435768,1
"cnk",0.998864288049414,0.00113396709964453,1.7448509411766e-06,1,1.00113745680153,1
"cnl",0.959647803005185,0.0399242309088781,0.000427966085936982,1,1.04078016308075,1
"cns",0.994726397954891,0.00525659529175582,1.70067533534768e-05,1,1.00529060879846,1
"cnt",0.953801037681699,0.0456618180394213,0.000537144278879853,1,1.04673610659718,1
"cnw",0.985378674811378,0.0145389228177717,8.24023708502208e-05,1,1.01470372755947,1
"cob",0.204457324152201,0.572400749690034,0.223141926157765,2,2.01868460200556,3
"coc",0.736102573270943,0.250647460138065,0.0132499665909925,1,1.27714739332005,1
"cod",0.846389149298541,0.149063839719355,0.00454701098210397,1,1.15815786168356,2
"coe",0.827124123146885,0.167177488719308,0.00569838813380708,1,1.17857426498692,1
"cof",0.845660456163787,0.149751562455627,0.00458798138058547,1,1.1589275252168,1
"cog",0.983332598726443,0.0165659831465803,0.000101418126976949,1,1.01676881940053,2
"coh",0.962974215701327,0.0366549918710699,0.000370792427602629,1,1.03739657672628,1
"coj",0.000926116090324708,0.0626377935436113,0.936436090366064,3,2.93550997427574,3
"cok",0.879335775155914,0.117766210883166,0.00289801396091993,1,1.12356223880501,1
"col",0.18469381895822,0.570149062857259,0.245157118184522,2,2.0604632992263,2
"com",0.597529470233823,0.369172296914197,0.0332982328519803,1,1.43576876261816,2
"con",0.609837255998299,0.359164790119651,0.0309979538820497,1,1.42116069788375,1
"coo",0.589713900269271,0.375465646080105,0.034820453650624,1,1.44510655338135,2
"cop",0.00283199602705692,0.116328357848619,0.880839646124324,3,2.87800765009727,3
"coq",3.06165044196406e-06,0.00166652425804451,0.998330414091514,3,2.99832735244107,3
"cor",0.544794037589098,0.410635711662816,0.0445702507480866,1,1.49977621315899,3
"cos",0.998009283415472,0.00198675147440686,3.96511012157319e-06,1,1.00199468169465,1
"cot",0.91002389654394,0.0882721754965352,0.00170392795952523,1,1.09168003141559,1
"cou",0.993453064510861,0.00652329091373693,2.36445754024928e-05,1,1.00657058006454,1
"cov",0.978400421943907,0.0214460122628489,0.000153565793244215,1,1.02175314384934,1
"cow",0.0849499696981652,0.500129229323078,0.414920800978757,2,2.32997083128059,2
"cox",0.945575285417257,0.0537153572078461,0.000709357374896968,1,1.05513407195764,1
"coz",0.726671352796868,0.25907402419228,0.0142546230108523,1,1.28758327021398,2
"cpa",0.993843879677763,0.00613459779804404,2.15225241928518e-05,1,1.00617764284643,1
"cpb",0.947391842814415,0.0519386971953223,0.000669459990262911,1,1.05327761717585,1
"cpc",0.98313386271416,0.016762788792158,0.000103348493682098,1,1.01696948577952,1
"cpn",0.999379853381034,0.00061941751140715,7.29107558772313e-07,1,1.00062087572652,1
"cps",0.996930987074576,0.00306148075508061,7.53217034388243e-06,1,1.00307654509577,1
"cpu",0.994886395546029,0.00509737427082502,1.62301831462264e-05,1,1.00512983463712,1
"cpy",0.863972846427911,0.132409053996355,0.00361809957573433,1,1.13964525314782,1
"cra",0.982009323629282,0.0178761310347917,0.000114545335926697,1,1.01810522170665,1
"crc",0.999414338778243,0.000584989453462637,6.7176829421367e-07,1,1.00058633299005,1
"crd",0.0129293108232498,0.247865064248304,0.739205624928447,3,2.7262763141052,2
"crh",0.999527592395479,0.000471913304087801,4.94300433584449e-07,1,1.00047290190495,1
"cri",0.992010454635257,0.00795744621723238,3.20991475102339e-05,1,1.00802164451225,1
"crj",0.969509979775719,0.0302210040437573,0.000269016180524106,1,1.03075903640481,1
"crk",0.990495075953201,0.00946293739377435,4.19866530245727e-05,1,1.00954691069982,1
"crl",0.990270780558254,0.00968568491849053,4.35345232555617e-05,1,1.009772753965,1
"crm",0.971144551415796,0.0286096720315654,0.000245776552638799,1,1.02910122513684,1
"crn",0.939282678327744,0.0598615886394579,0.000855733032797623,1,1.06157305470505,1
"cro",0.85150852011584,0.144226695893133,0.0042647839910277,1,1.15275626387519,1
"crq",0.978147786751846,0.021695742505524,0.000156470742629811,1,1.02200868399078,1
"crt",0.637460800061888,0.336295223162697,0.026243976775415,1,1.38878317671353,1
"crw",0.995206417775707,0.00477886539117345,1.47168331200431e-05,1,1.00480829905741,1
"crx",0.738959721407715,0.248085733788268,0.0129545448040175,1,1.2739948233963,1
"cry",0.983363081321632,0.0165357953419376,0.000101123336430087,1,1.0167380420148,1
"crz",0.023621415596141,0.32217787993258,0.654200704471279,3,2.63057928887514,3
"csa",0.887792975241195,0.109670075937667,0.00253694882113709,1,1.11474397357994,2
"csb",0.894568811929941,0.103165789231701,0.00226539883835819,1,1.10769658690842,2
"csh",0.996417689989767,0.0035728183183279,9.49169190478383e-06,1,1.00359180170214,1
"csi",0.00158199277067768,0.0847159924144498,0.913702014814872,3,2.91212002204419,3
"csk",0.996540295581729,0.00345069516969265,9.00924857816232e-06,1,1.00346871366685,1
"csm",0.160220858043322,0.563482800020333,0.276296341936346,2,2.11607548389302,2
"cso",0.993766296309924,0.00621176577201177,2.19379180638191e-05,1,1.00625564160814,1
"css",0.00173435844445435,0.0891392517543201,0.909126389801226,3,2.90739203135677,3
"cst",0.000758414578204063,0.0558368229346523,0.943404762487144,3,2.94264634790894,3
"csw",0.988710495084613,0.0112346197182891,5.48851970980646e-05,1,1.01134439011249,1
"csy",0.991628692062089,0.00833681286434595,3.44950735651217e-05,1,1.00840580301148,1
"csz",0.00731857991685439,0.189288202443268,0.803393217639877,3,2.79607463772302,3
"cta",0.919734683641209,0.0788737101851192,0.00139160617367162,1,1.08165692253246,1
"ctd",0.999265441414575,0.000733628939529885,9.29645895264564e-07,1,1.00073548823132,1
"cte",0.91031206538926,0.0879937207790339,0.00169421383170565,1,1.09138214844245,1
"ctg",0.999999139155967,8.60750162035018e-07,9.38711330888964e-11,1,1.0000008609379,1
"ctl",0.968996311392231,0.0307271849762462,0.000276503631522984,1,1.03128019223929,1
"ctn",0.979916605984599,0.019946788667802,0.000136605347599295,1,1.020219999363,1
"cto",0.973111466357404,0.026669531049471,0.000219002593124906,1,1.02710753623572,1
"ctp",0.973063852596973,0.0267165121354642,0.000219635267562301,1,1.02715578267059,1
"cts",0.990943622446022,0.00901742179873144,3.89557552462616e-05,1,1.00909533330922,1
"ctt",0.891780538585508,0.105844213842585,0.00237524757190688,1,1.1105947089864,1
"ctu",0.959031970093399,0.0405290846971105,0.000438945209490393,1,1.04140697511609,1
"ctz",0.801827897491419,0.19073851430106,0.00743358820752127,1,1.2056056907161,1
"cua",0.986914158773694,0.0130166620973877,6.91791289182397e-05,1,1.01315502035522,1
"cub",0.987424001421285,0.0125110069579568,6.49916207586809e-05,1,1.01264099019947,1
"cuc",0.992407560242647,0.00756276339514572,2.96763622076313e-05,1,1.00762211611956,1
"cug",0.898123482642599,0.0997473430547055,0.00212917430269588,1,1.1040056916601,1
"cuh",0.9899947231153,0.00995980801665419,4.54688680457949e-05,1,1.01005074575275,1
"cui",0.965314493529631,0.034352774213624,0.000332732256744572,1,1.03501823872711,1
"cuj",0.523172392519932,0.426899118466223,0.0499284890138453,1,1.52675609649391,1
"cuk",0.992484507958824,0.00748627686676884,2.92151744070157e-05,1,1.00754470721558,1
"cul",0.946654628513163,0.0526598473467829,0.000685524140054405,1,1.05403089562689,1
"cuo",0.000485061325950111,0.0429982121754372,0.956516726498613,3,2.95603166517266,2
"cup",0.268698229204549,0.565446773054372,0.165854997741079,2,1.89715676853653,3
"cuq",0.971432375118511,0.0283258477186911,0.000241777162798273,1,1.02880940204429,1
"cur",0.967441674989322,0.0322586258836252,0.000299699127052966,1,1.03285802413773,1
"cut",0.973133563998538,0.0266477267724263,0.000218709229035774,1,1.0270851452305,1
"cuu",0.988589235464796,0.0113549552068682,5.58093283358208e-05,1,1.01146657386354,1
"cuv",0.93043413623471,0.0684828229666843,0.00108304079860533,1,1.07064890456389,1
"cuw",0.682763989919249,0.297673616401794,0.0195623936789571,1,1.33679840375971,2
"cux",0.971447643588761,0.0283107906298947,0.000241565781344488,1,1.02879392219258,1
"cvg",0.89567236722721,0.102104982055453,0.00222265071733674,1,1.10655028349013,1
"cvn",0.940607726457825,0.0585684171249355,0.000823856417239366,1,1.06021612995941,1
"cwa",0.977274571641705,0.0225587445668198,0.000166683791475664,1,1.02289211214977,1
"cwb",0.986721453052588,0.0132077584722308,7.07884751816046e-05,1,1.01334933542259,1
"cwd",0.99851412259651,0.00148329616965792,2.58123383256592e-06,1,1.00148845863732,1
"cwe",0.996689610639082,0.00330195556383994,8.43379707804459e-06,1,1.003318823158,1
"cwg",0.904760703909238,0.0933531125059359,0.00188618358482628,1,1.09712547967559,1
"cwt",0.978745643939247,0.021104723515481,0.000149632545272227,1,1.02140398860603,1
"cya",0.965939460107099,0.0337376674968928,0.000322872396008478,1,1.03438341228891,1
"cyb",0.239321158471079,0.570962535171173,0.189716306357748,2,1.95039514788667,2
"cym",0.988711010134346,0.0112341085810456,5.48812846088431e-05,1,1.01134387115026,1
"cyo",0.996822104602414,0.00316996093885524,7.93445873059628e-06,1,1.00318582985632,1
"czn",0.941974291754468,0.0572341381436265,0.000791570101905559,1,1.05881727834744,1
"czt",0.995748785566361,0.00423893786159435,1.22765720448337e-05,1,1.00426349100568,1
"daa",0.991019080987493,0.00894246462223125,3.84543902759438e-05,1,1.00901937340278,1
"dac",0.960535153559286,0.0390524838238118,0.00041236261690214,1,1.03987720905762,1
"dad",0.9998410620823,0.000158831469335485,1.06448364345368e-07,1,1.00015904436606,1
"dae",0.927512702656889,0.0713236789740026,0.00116361836910883,1,1.07365091571222,1
"dag",0.993058527670821,0.00691561153100695,2.58607981720171e-05,1,1.00696733312735,1
"dah",0.999147870636831,0.00085097809248369,1.15127068545107e-06,1,1.00085328063385,1
"dai",0.979099849432332,0.0207545099089789,0.000145640658689161,1,1.02104579122636,1
"daj",0.990728610248462,0.00923099191280241,4.03978387356618e-05,1,1.00931178759027,1
"dak",0.922708812820602,0.0759890748216859,0.00130211235771238,1,1.07859329953711,2
"dal",0.908427849804972,0.0898139231235601,0.00175822707146811,1,1.0933303772665,2
"dao",0.996178388285407,0.0038111530510152,1.04586635775172e-05,1,1.00383207037817,1
"daq",0.988076178503591,0.0118640362506562,5.97852457528969e-05,1,1.01198360674216,1
"dar",0.999898971882236,0.000100971428686925,5.66890773212592e-08,1,1.00010108480684,1
"das",0.971004575518837,0.0287476928627426,0.000247731618420177,1,1.02924315609958,1
"dau",0.987399540972709,0.0125352688466992,6.5190180591701e-05,1,1.01266564920788,1
"dav",0.996286755127909,0.00370322821397173,1.00166581188388e-05,1,1.00372326153021,1
"daw",0.998591715971467,0.00140589734094365,2.3866875888956e-06,1,1.00141067071612,1
"dax",0.768593172447483,0.221280980768308,0.0101258467842094,1,1.24153267433673,1
"daz",0.870789059133511,0.125922670342462,0.00328827052402636,1,1.13249921139052,1
"dba",0.969461861319467,0.0302684248380202,0.000269713842513064,1,1.03080785252305,1
"dbb",0.902286608390082,0.0957383534113166,0.00197503819860145,1,1.09968842980852,1
"dbd",0.98263741845244,0.0172543472824384,0.000108234265121188,1,1.01747081581268,1
"dbe",0.849153192684499,0.146453391822996,0.00439341549250472,1,1.15524022280801,1
"dbf",0.924547867034738,0.0742039222861158,0.00124821067914604,1,1.07670034364441,1
"dbg",0.973852140687059,0.0259385993324825,0.000209259980458398,1,1.0263571192934,1
"dbi",0.98309025878773,0.0168059672299407,0.000103773982329192,1,1.0170135151946,1
"dbj",0.995621905394028,0.00436526146207639,1.28331438961071e-05,1,1.00439092774987,1
"dbl",0.362277171219212,0.529317161372756,0.108405667408032,2,1.74612849618882,2
"dbm",0.984171642509342,0.0157349273920767,9.34300985815373e-05,1,1.01592178758924,1
"dbo",0.681732085025427,0.298567589092604,0.0197003258819689,1,1.33796824085654,2
"dbp",0.900752932283568,0.0972159225587987,0.00203114515763325,1,1.10127821287407,1
"dbq",0.986132121304112,0.0137920787326897,7.57999631986195e-05,1,1.01394367865909,1
"dbr",0.988908327118566,0.0110382825243933,5.33903570411054e-05,1,1.01114506323848,1
"dbu",0.993080470773841,0.00689379361647757,2.57356096812211e-05,1,1.00694526483584,1
"dby",0.998134427475276,0.0018619688364816,3.60368824203761e-06,1,1.00186917621297,1
"dcc",0.999917247336391,8.27096483384526e-05,4.30152701236253e-08,1,1.00008279567888,1
"ddd",0.992638924218631,0.00733277792765819,2.82978537106127e-05,1,1.00738937363508,1
"dde",0.969940949075496,0.0297962488464024,0.000262802078101476,1,1.03032185300261,1
"ddg",0.962154286407476,0.0374611629161096,0.000384550676414519,1,1.03823026426894,1
"ddi",0.995955512842993,0.00403309832941023,1.138882759677e-05,1,1.0040558759846,1
"ddj",0.931207591489464,0.0677302402991422,0.00106216821139404,1,1.06985457672193,1
"ddn",0.999077928298546,0.000920781541994153,1.29015945993238e-06,1,1.00092336186091,1
"ddo",0.955354797356732,0.044138147998509,0.000507054644758531,1,1.04515225728803,1
"dds",0.99367785667642,0.00629972832591785,2.24149976626453e-05,1,1.00634455832124,1
"dec",0.975209354775144,0.0245987518655566,0.000191893359299811,1,1.02498253858416,1
"ded",0.999898420109862,0.000101522771638329,5.7118500151887e-08,1,1.00010163700864,1
"dee",0.998339770583501,0.00165719289233257,3.03652416633327e-06,1,1.00166326594067,1
"def",0.299190764698784,0.556396272616794,0.144412962684422,2,1.84522219798564,1
"deg",0.997735553864058,0.00225965058034538,4.79555559707023e-06,1,1.00226924169154,1
"deh",0.906115650071708,0.0920459639630833,0.00183838596520824,1,1.0957227358935,1
"dei",0.903648738123742,0.0944253957252137,0.00192586615104406,1,1.0982771280273,1
"dem",0.909519808293117,0.0887592050951626,0.00172098661172049,1,1.0922011783186,1
"der",0.99378783299794,0.00619034468807633,2.18223139831775e-05,1,1.00623398931604,1
"des",0.962679683614475,0.0369446070139402,0.000375709371585042,1,1.03769602575711,1
"deu",0.999999999871543,1.28455246439785e-10,1.33226762955019e-15,1,1.00000000012846,1
"dev",0.99908702195884,0.000911706227465947,1.27181369413698e-06,1,1.00091424985485,1
"dez",0.9929532229391,0.00702031234857126,2.64647123290329e-05,1,1.00707324177323,1
"dga",0.99928256025454,0.000716541081697941,8.98663761739193e-07,1,1.00071833840922,1
"dgb",0.965320578212044,0.0343467861461324,0.000332635641823287,1,1.03501205742978,1
"dgc",0.917997743431302,0.0805570528109278,0.00144520375776991,1,1.08344746032647,1
"dgd",0.6372508430243,0.336471086487928,0.026278070487772,1,1.38902722746347,1
"dge",0.993057453819936,0.00691667924962791,2.5866930435714e-05,1,1.0069684131105,1
"dgh",0.985889725240799,0.0140323744977978,7.79002614027524e-05,1,1.0141881750206,1
"dgi",0.999590468289161,0.000409128281173121,4.03429665785104e-07,1,1.0004099351405,1
"dgk",0.99317929221974,0.00679553315845982,2.51746217997395e-05,1,1.00684588240206,1
"dgn",0.000434458941403243,0.0402827626030895,0.959282778455507,3,2.9588483195141,3
"dgo",0.999920800418524,7.91590951938481e-05,4.04862817715568e-08,1,1.00007924006776,1
"dgr",0.893257198898288,0.104426057981206,0.00231674312050612,1,1.10905954422222,1
"dgs",0.967757403867344,0.0319476726159372,0.000294923516719003,1,1.03253751964938,1
"dgx",0.91418697847283,0.0842467741392398,0.0015662473879301,1,1.0873792689151,1
"dgz",0.999991817956672,8.1801914396662e-06,1.85188786527846e-09,1,1.00000818389522,1
"dhd",0.999047031000497,0.000951615874794198,1.35312470916915e-06,1,1.00095432212421,1
"dhg",0.948819750349151,0.0505414090164988,0.000638840634349824,1,1.0518190902852,1
"dhi",0.997517339848098,0.00247716482865978,5.49532324234381e-06,1,1.00248815547514,1
"dhl",0.0722161025219091,0.478688469595086,0.449095427883005,2,2.3768793253611,2
"dhm",0.997535283244802,0.00245928020200048,5.43655319773517e-06,1,1.0024701533084,1
"dhn",0.998385584153364,0.00161150134374921,2.91450288725237e-06,1,1.00161733034952,1
"dho",0.998496488773033,0.00150088507685131,2.62615011525913e-06,1,1.00150613737708,1
"dhr",0.0405284375060747,0.397032369499399,0.562439192994526,3,2.52191075548845,2
"dhs",0.847709273105554,0.147817431122601,0.00447329577184519,1,1.15676402266629,1
"dhu",0.00102985287702047,0.0665507319711346,0.932419415151845,3,2.93138956227482,3
"dhv",0.987852640662794,0.0120858086816306,6.15506555755596e-05,1,1.01220890999278,1
"dhw",0.994316338517974,0.00566460485924436,1.90566227821209e-05,1,1.00570271810481,1
"dia",0.998599290400852,0.00139834162945063,2.36796969776965e-06,1,1.00140307756885,1
"dib",0.999958518611829,4.14647352663389e-05,1.66529049439035e-08,1,1.00004149804108,1
"dic",0.992884742049979,0.00708839772830638,2.68602217149416e-05,1,1.00714211817174,1
"dig",0.98413703390532,0.0157692117048228,9.3754389857259e-05,1,1.01595672048454,1
"dih",0.578602990651116,0.384327216995635,0.0370697923532485,1,1.45846680170213,2
"dii",0.73646617066696,0.25032168629739,0.0132121430356495,1,1.27674597236869,1
"dil",0.793348649965693,0.198576738566628,0.0080746114676794,1,1.21472596150199,2
"dim",0.988357370206994,0.0115850367922172,5.75930007888914e-05,1,1.0117002227938,1
"dio",0.996636737043274,0.00335462691850175,8.63603822431891e-06,1,1.00337189899495,1
"diq",0.99242074595692,0.00754965690158427,2.95971414960849e-05,1,1.00760885118458,1
"dir",0.801831524399219,0.190735155061997,0.00743332053878354,1,1.20560179613956,1
"dis",0.998756947785082,0.00124106253731604,1.9896776021211e-06,1,1.00124504189252,1
"diu",0.998493990154472,0.00150337731012917,2.63253539911634e-06,1,1.00150864238093,1
"dix",0.846511966031881,0.148947908630005,0.00454012533811465,1,1.15802815930623,1
