"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs"
"hui",0.998425342848724,0.00150638794032365,6.14996325043471e-05,6.1764045918844e-06,5.90492133412113e-07,2.6561507437961e-09,2.55715448815863e-11,1,1.00165029182182,1
"huj",0.661632569278466,0.23783154589799,0.0658010103700315,0.0246198078491559,0.00963100894345303,0.000456372312226394,2.76853486775863e-05,1,1.48426499961253,1
"hum",0.46445031506875,0.315597020616951,0.124719632490289,0.0605402613821797,0.0320855700497671,0.002395911496193,0.000211288895870632,1,1.88824664079932,2
"hun",0.998701544448033,0.00124479090834895,4.850194213879e-05,4.72317278232826e-06,4.37649884998947e-07,1.86163751081381e-09,1.71742620125315e-11,1,1.00135772432175,1
"huo",0.338336269362188,0.333349611304519,0.165121704806174,0.0948329483946363,0.0615222062137771,0.00614482668069583,0.000692433238009271,1,2.22905942378742,2
"hup",0.00519178687010978,0.0392603900360051,0.0776874561207444,0.133239407828616,0.37010747797454,0.228115497106172,0.146397984063812,5,5.09374882757524,5
"hur",0.107831814150256,0.24541841221269,0.210422788331026,0.183937025216112,0.202360516364031,0.0412941950143739,0.00873524871151177,2,3.28639959732014,4
"hus",0.690931991147341,0.222164917115543,0.0579840775804006,0.0208022629931326,0.00775590574203278,0.000341342310048898,1.95031115018951e-05,1,1.43338721444313,1
"hut",0.533847257019349,0.294212490692116,0.102952751083653,0.0456960959723061,0.0217909964449403,0.00139249826574273,0.00010791052189274,1,1.73198022101617,1
"huu",0.690970373250944,0.222143769118862,0.0579740328445276,0.0207974918467825,0.00775363056375444,0.000341208469357923,1.94939057714949e-05,1,1.4333218383847,2
"huv",0.730082083350053,0.199763569756559,0.0480175361701107,0.0162388354365328,0.00566162809742399,0.000224550756333652,1.1796432987099e-05,1,1.36835519317567,1
"huw",0.0246184248056131,0.10997139012995,0.150391946080121,0.190536288243381,0.344694309233313,0.130137959539647,0.0496496819679751,5,4.30972927345967,7
"hux",0.0768546225035023,0.20919239737913,0.202735538543919,0.195097949053422,0.243445052261941,0.0583485012529352,0.0143259390051504,5,3.55143567097058,4
"huz",0.224476955325557,0.317105426762979,0.197743835493659,0.135183114216486,0.108720272375614,0.0146363380294336,0.00213405779627107,2,2.639009566827,2
"hvk",0.0813466269276943,0.215154882706953,0.204439667551487,0.193703278688074,0.236800464775571,0.0553023337840675,0.0132527455661533,5,3.50837405529369,3
"hvn",0.730344745068512,0.199607729784591,0.0479526102180691,0.0162102346749133,0.00564903594875532,0.000223889456570703,1.17548485883967e-05,1,1.36792977441487,1
"hwa",0.893184700824273,0.0891794461115514,0.0135158477393698,0.00330021858969087,0.000801358718770628,1.783644157205e-05,5.91574772723646e-07,1,1.12940996389094,1
"hwc",0.963288826407538,0.0327077101385149,0.00328871023033639,0.000604950637291823,0.000108317747845699,1.45243267801742e-06,3.24057954914636e-08,1,1.04154071010061,1
"hwo",0.824744649492648,0.138942865561347,0.026462898996784,0.00758490127640155,0.00219695319081115,6.50286381809195e-05,2.70284382708486e-06,1,1.22375254040123,1
"hya",0.607448355965112,0.264208031290915,0.0809930854884999,0.0326402084310098,0.0139088847598772,0.000750786703460848,5.06473611254776e-05,1,1.58380818428451,4
"hye",0.912980335376435,0.0738414663158343,0.0102683265858694,0.00236152206754181,0.000537275198558729,1.07467548294826e-05,3.2770093172374e-07,1,1.10366748646417,1
"ian",0.997129162883551,0.00272566249605266,0.000129304694955201,1.434407912837e-05,1.51758197008967e-06,8.17403300601427e-09,9.03098706928063e-11,1,1.00303341586325,1
"iar",0.997199368148975,0.00265992530075798,0.000125388345492139,1.38511770170213e-05,1.45914251148405e-06,7.79957443075574e-09,8.56715809405273e-11,1,1.00295813160474,1
"iba",0.898821420187055,0.0848570337764603,0.0125660304498416,0.00301912472245947,0.000720308627304878,1.55771839009944e-05,5.05052977550768e-07,1,1.12200861959011,1
"ibb",0.277257551491633,0.329382816015589,0.183647873257262,0.11530906420722,0.0834412636295163,0.00971327011166534,0.00124816128711591,2,2.43242612795086,1
"ibd",0.311876525308753,0.332820692033115,0.173334994247589,0.103373556689032,0.0702197213002831,0.00748323546067586,0.000891274960552191,2,2.31325406286321,2
"ibe",0.964879833925121,0.0313494472717247,0.00310423881925637,0.000565073614852696,0.000100060674821489,1.31674168235563e-06,2.89525413643688e-08,1,1.03966014587774,1
"ibg",0.965078779396715,0.0311793195636499,0.00308136143179627,0.000560160460959747,9.9050285617408e-05,1.30032296441485e-06,2.85382973919113e-08,1,1.0394253977972,1
"ibl",0.952309071547466,0.0419755697490016,0.00463099284941271,0.00090777103315276,0.000173917321617645,2.61376961963045e-06,6.37297293826222e-08,1,1.05466998906023,1
"ibm",0.969303555999906,0.0275511446371619,0.00260581980340402,0.000459727111628006,7.87521535319247e-05,9.7967345591421e-07,2.06209124220536e-08,1,1.03446199628574,1
"ibn",0.9411584772786,0.051211631784454,0.00610662196303402,0.00126275121911479,0.000256169587038779,4.23684822947745e-06,1.11319528928178e-07,1,1.06825965987434,1
"ibo",0.999998088835642,1.89018436680399e-06,2.0103834708074e-08,8.42369285436462e-10,3.37557759522156e-11,3.08642000845794e-14,2.22044604925031e-16,1,1.00000193305432,1
"ibr",0.942410968973473,0.0501825706970654,0.00593563002828801,0.00122056183356001,0.000246133023436124,4.03037303098319e-06,1.0507114611702e-07,1,1.0667208306401,1
"ibu",0.108697562423858,0.246284928775461,0.210524033479675,0.183588586050191,0.201354147180083,0.0409251591377373,0.00862558295299432,2,3.27989463601237,5
"iby",0.926755584057218,0.062900324017242,0.00816139738835875,0.00178897849626725,0.000386419932296267,7.09387238917447e-06,2.02236228097341e-07,1,1.08617241679126,1
"ica",0.959616809582225,0.03582738390176,0.00372448141618453,0.000700910554961687,0.000128577066050628,1.79610931905216e-06,4.1369499381716e-08,1,1.04590261542681,1
"ich",0.877333962135277,0.101147159588541,0.0162881595864274,0.00414923163362513,0.00105526644838705,2.53289974894155e-05,8.91610253295205e-07,1,1.15052423410479,1
"ida",0.999513261270304,0.000470802859325326,1.46126592764917e-05,1.22527401724692e-06,9.76181721012992e-08,3.1653035748036e-10,2.37465602737075e-12,1,1.00050409606952,1
"idb",0.840990029073189,0.127575435504351,0.0231687806245601,0.00642163813491459,0.00179215506887742,4.998025120595e-05,1.98134290185781e-06,1,1.20060832074717,2
"idc",0.815996854516859,0.144951205824093,0.0282893550045742,0.00824943464631767,0.00243565156680203,7.43327366039548e-05,3.16570475022981e-06,1,1.23641148395092,1
"idd",0.980865387714424,0.0174590133329963,0.0014157465555602,0.000224970317789674,3.4519811741629e-05,3.55793658313175e-07,6.47382980556443e-09,1,1.02110531445572,1
"ide",0.951008893640493,0.0430613420976473,0.00479748284030768,0.000946744385877274,0.000182689774359091,2.77886722532816e-06,6.83940901691216e-08,1,1.056241604734,1
"idi",0.960965946785366,0.0346836081117381,0.00356278114818587,0.00066502291127235,0.000120938326074849,1.66480708896355e-06,3.7910273475994e-08,1,1.04429654394331,1
"idr",0.527774597915585,0.296365373700234,0.104822401287173,0.0468925521667207,0.0225684353787073,0.00146205081210848,0.000114588739470567,1,1.74495936078694,4
"idt",0.665964678538627,0.235575708222892,0.064626802581934,0.0240330296030322,0.00933580657185196,0.000437655262174208,2.6319219489479e-05,1,1.47661782011107,2
"idu",0.999232938631196,0.000739141049354242,2.54415883323977e-05,2.28322222117772e-06,1.94788521867828e-07,7.14486581010476e-10,5.88751269958721e-12,1,1.00079765665453,1
"ifa",0.946190702696139,0.0470644183924207,0.00542749908792728,0.00109677220787596,0.000217074759159441,3.44520507222779e-06,8.76514052450261e-08,1,1.06209578416233,1
"ifb",0.933385210738624,0.0575526286655902,0.00719585310477655,0.00153744011412371,0.000323046654447268,5.6649139406062e-06,1.55808497770415e-07,1,1.07787810125599,1
"ife",0.99827549194985,0.00164801732181885,6.87956043814442e-05,7.01152242021941e-06,6.80427255428384e-07,3.14338932660974e-09,3.08846281882325e-11,1,1.00180938070912,1
"iff",7.89147989232133e-07,4.00406118213996e-05,0.000292875408359663,0.00155648621864447,0.0256432392495174,0.0902257655677156,0.882240803795952,7,6.85244185769684,7
"ifk",0.939368944646736,0.0526783528764792,0.00635314196221459,0.00132403319065422,0.000270863661941956,4.54298697494249e-06,1.20674999104509e-07,1,1.07046363000551,1
"ifm",0.756265827498547,0.183870882693636,0.0416784794554174,0.013516422361633,0.00449464158730828,0.000165551719296664,8.19468416080049e-06,1,1.32663260174005,2
"ifu",0.92499393580754,0.0643122219869189,0.00842340241436401,0.00185845973051102,0.000404255946944376,7.50810887084619e-06,2.16004850672746e-07,1,1.08839026636842,1
"ify",0.875741394688038,0.102334536289748,0.0165747064059371,0.00423930173967402,0.00108295303058703,2.61809981386696e-05,9.26847876892012e-07,1,1.15267013252095,1
"igb",0.999561533411111,0.000424449657766113,1.28704536416224e-05,1.06282710199412e-06,8.3385465421415e-08,2.62982635668152e-10,1.93167704054531e-12,1,1.00045371391472,1
"ige",0.994930981160094,0.00477018035665422,0.000262828938007331,3.22106366789088e-05,3.77425552344768e-06,2.43442570546648e-08,3.08784886549063e-10,1,1.00540769073879,1
"igg",0.548248057317131,0.288903304191862,0.0985511691514622,0.0429337981850095,0.020031157661284,0.00123903970036443,9.34737928862672e-05,1,1.70168770895409,2
"igl",0.999472414401852,0.000509989395556687,1.61179404677414e-05,1.36762610103425e-06,1.1026790192048e-07,3.65334984486765e-10,2.78599365799437e-12,1,1.00054677106979,1
"igm",0.835189214003965,0.131665782277043,0.0243301809925663,0.00682648239355033,0.00193108414335441,5.50364655393931e-05,2.21972398228854e-06,1,1.20881842868783,1
"ign",0.536713680683808,0.293178440248367,0.102072972770186,0.0451379023508631,0.0214314281445082,0.00136069171470254,0.000104884087565815,1,1.72589656851827,1
"igo",0.874815095462405,0.103023908732861,0.0167420293081684,0.00429209016307108,0.00109924320997734,2.66853196871919e-05,9.47803829975946e-07,1,1.15392032409974,1
"igw",0.975474076971699,0.022196499290413,0.00194887806812205,0.00032685328991866,5.30777135289151e-05,6.02841696561995e-07,1.18246220592866e-08,1,1.02729021130674,1
"ihp",0.590079987882533,0.271916244857549,0.0860481318990648,0.0354883483637453,0.0155333071914673,0.000873097394190836,6.08824114496365e-05,1,1.61734156395244,1
"iii",0.824340209948184,0.13922238870401,0.0265465418302429,0.00761503409717468,0.00220766289274676,6.54394985949436e-05,2.7230290464697e-06,1,1.22433476189426,1
"ijc",0.999271802905282,0.00070201498607958,2.38756621284697e-05,2.12586379089164e-06,1.7992681677903e-07,6.50599130125329e-10,5.30298027712206e-12,1,1.00075686689379,1
"ije",0.856974910301796,0.116122873461308,0.0200564514151318,0.00536621818417604,0.00144039524517336,3.77283178962795e-05,1.4230745181143e-06,1,1.17829319186138,1
"ijj",0.948439118724665,0.0452003700316049,0.00513097993456013,0.00102566946085914,0.000200660169681233,3.12340975150427e-06,7.82688780454066e-08,1,1.05935806562405,1
"ijn",0.997195544819447,0.0026635061043222,0.000125600985769636,1.38778828024932e-05,1.46230199471464e-06,7.8197435193772e-09,8.59207149872532e-11,1,1.00296223054649,1
"ijs",0.981172423421705,0.0171874159445226,0.0013866493246153,0.000219588637811796,3.35725539435394e-05,3.43890097620481e-07,6.22730433885721e-09,1,1.02075552753728,1
"ike",0.933492970480154,0.057465252521119,0.00718043143200342,0.00153348202079073,0.000322065090323065,5.64333454777799e-06,1.55121061995445e-07,1,1.0777439692079,1
"iki",0.703682149512274,0.215051156317082,0.0546763128498717,0.019249792982293,0.00702485987743062,0.000299091274504892,1.66371865437664e-05,1,1.41184787996521,1
"ikk",0.941277107830759,0.0511142523697603,0.00609037142791713,0.00125873040176427,0.000255210233874537,4.2170186718149e-06,1.10717253143378e-07,1,1.06811377676326,1
"ikl",0.991259539100012,0.00813863742074361,0.000521775673241409,7.07685278621417e-05,9.20691395389639e-06,7.13228749393835e-08,1.04131159250898e-09,1,1.00943168486887,1
"iko",0.959213814011949,0.0361684982340128,0.00377313455434514,0.00071177139247447,0.000130902882008788,1.83648392382274e-06,4.24412863742063e-08,1,1.0463831301155,1
"ikp",0.903958243284192,0.0808869832809099,0.0117175920068323,0.00277251189231209,0.000650545571815986,1.36895484952326e-05,4.34415441952218e-07,1,1.1153129394939,1
"ikt",0.177090690833216,0.29702494300661,0.207392582337406,0.15460788677333,0.138663118817119,0.0216297802257577,0.00359099800656182,2,2.85998113243805,1
"ikv",0.926347189795271,0.0632279745344676,0.00822193678421257,0.00180498767083748,0.000390517261517509,7.18858106363296e-06,2.05372630346368e-07,1,1.08668605530258,1
"ikw",0.995528494108781,0.00421684580132509,0.000224640241296648,2.69184218695262e-05,3.0821042349416e-06,1.90878112205084e-08,2.34681274413617e-10,1,1.00475930681361,1
"ikx",0.813111107109231,0.146915979087316,0.0288997559221247,0.00847454575561601,0.00251768183107981,7.75993431196831e-05,3.3309515129476e-06,1,1.24061783794741,1
"ikz",0.915921791672551,0.0715240781862536,0.0098074375493562,0.00223366102903533,0.000502849540466754,9.88469732998709e-06,2.97325007392324e-07,1,1.09990254197063,1
"ila",0.174277965604627,0.295506053008284,0.207829497595382,0.155798176577317,0.140719806613391,0.0221587094601871,0.0037097911408116,2,2.87449109853037,2
"ilb",0.961541161321758,0.0341950998451785,0.00349439721357159,0.000649943995378433,0.000117750513170978,1.61061619796676e-06,3.64947447817343e-08,1,1.0436130003606,1
"ilg",3.33670369842366e-07,1.95305299328765e-05,0.000157129873080893,0.000909517877206827,0.0173157843879075,0.0691727540953288,0.912424949566173,7,6.89273894933303,7
"ili",0.0291099163671779,0.121818934923861,0.159156200551254,0.194339216442541,0.334163571333744,0.118764584794892,0.04264757558653,5,4.20951164818261,4
"ilk",0.871047452786646,0.105818409429567,0.0174275348667867,0.00450983551550832,0.00116692658781647,2.88041950151641e-05,1.03661865991089e-06,1,1.15902093274797,2
"ilo",0.998063965460082,0.00184761068687855,7.93618048328115e-05,8.24268607757528e-06,8.15424572642165e-07,3.89824084123802e-09,3.93158838818408e-11,1,1.00203434378017,1
"ilu",0.36022014625892,0.332547538474584,0.15819225332306,0.0881396375769766,0.0551128626315286,0.00522442953696367,0.000563132197967442,1,2.16330334925037,1
"ilv",0.903574899725109,0.0811842829271392,0.0117803340692819,0.0027906005758781,0.000655618324192697,1.38249496410836e-05,4.39428758380878e-07,1,1.11581098741086,4
"ima",0.618514904399847,0.259103591441715,0.0778172107155191,0.0308971980726629,0.0129415534417472,0.000680597196963451,4.49447315460372e-05,1,1.56286847523182,1
"imi",0.894979021929315,0.0878073371340624,0.0132113893724974,0.00320955073254692,0.000775042509511881,1.70953532158125e-05,5.62968850315038e-07,1,1.12704779269393,1
"imn",0.712256761392418,0.210167806285375,0.0524850224710433,0.0182420203954877,0.0065604198057253,0.000273056233999758,1.49134159508346e-05,1,1.39756035330253,1
"imo",0.999101866695701,0.000864191137981196,3.0856461472939e-05,2.83676700763014e-06,2.47979467071779e-07,9.5027452573504e-10,8.0958573178691e-12,1,1.00093541107977,1
"inb",0.74090598276338,0.19328119818514,0.0453642207706151,0.0150820450266721,0.0051578689472026,0.000198505671203053,1.0178635787228e-05,1,1.35094085076594,2
"ing",0.0195212968121421,0.0951301537857932,0.138275317437426,0.184061912418876,0.356610106914638,0.145957210568144,0.0604440020629805,5,4.44275701879443,4
"inh",0.601719095194511,0.266791979451328,0.0826512009543773,0.0335643855861169,0.0144300659603606,0.000789431307094524,5.38415462114639e-05,1,1.59477800777262,1
"inj",0.321345347478231,0.33320728809021,0.170421683588193,0.100260057941488,0.0669790720498628,0.0069725836449902,0.000813967207025534,2,2.28249383875762,1
"inn",0.757582827577633,0.183052534616436,0.0413668787381972,0.0133862850316528,0.00444050211895197,0.000162931703771241,8.04021335798488e-06,1,1.3245700554626,2
"ino",0.987886693207911,0.0111938862215945,0.000789290277864896,0.000114123280992584,1.58668563194908e-05,1.37954034751253e-07,2.20128315575607e-09,1,1.01317900702345,1
"inp",0.125208383724813,0.261558191975726,0.211588633604974,0.176757699002821,0.183372301735502,0.0346728619306294,0.00684192802553385,2,3.1629136409425,5
"int",0.719230646038657,0.206137731821441,0.05072290107249,0.0174436348284928,0.00619825710745847,0.000253206742450995,1.36223890097042e-05,1,1.38605523492805,1
"inz",7.8434556696981e-05,0.00168098791203288,0.00686159229334507,0.0217886887098394,0.154389549619162,0.24961743412471,0.565583312784213,7,6.33991548443372,6
"ior",0.976285820557312,0.0214868788507827,0.0018660361193783,0.000310641005947354,5.00516581873889e-05,5.60919439007712e-07,1.0888953072552e-08,1,1.02635395067104,1
"iou",0.908399574713303,0.0774303442707784,0.010997536338162,0.00256665571843762,0.000593326446589049,1.21832735846539e-05,3.79239145420485e-07,1,1.10956188169157,1
