"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs"
"gux",0.999277211507031,0.000696846480878865,2.36592520997947e-05,2.10422035651359e-06,1.77892481745268e-07,6.41927955236099e-10,5.22415444237367e-12,1,1.00075119245706,1
"guz",0.993636536167015,0.00596361823404445,0.000349671861626044,4.46719444163746e-05,5.46329489437003e-06,3.79875770839533e-08,5.1042658988365e-10,1,1.00681902397057,1
"gva",0.434221691705071,0.322546720056196,0.134405214215803,0.0678523493960506,0.0376809265143817,0.00301193010000311,0.000281168012494448,1,1.96238456130846,4
"gvc",0.614096644729854,0.261159309130104,0.0790808562739101,0.0315864718403834,0.0133216329713752,0.000707934792969711,4.71502614034502e-05,1,1.57118954461784,2
"gve",0.660947313733723,0.238186427578612,0.0659873196438382,0.0247133445159321,0.00967829672191545,0.00045939094602776,2.79068599520205e-05,1,1.4854786831916,2
"gvf",0.997909819115515,0.00199283338172707,8.72466974516373e-05,9.17670005085025e-06,9.19561357060061e-07,4.49773696065137e-09,4.61614080293771e-11,1,1.00219855788786,1
"gvj",0.256559530617692,0.325666872491565,0.189468731533915,0.122863252777491,0.0925253718469105,0.0113820651957763,0.00153417553665103,2,2.5094109604783,1
"gvl",0.979264102245401,0.0188722448978019,0.00156978480082992,0.000253786374751708,3.96522456987958e-05,4.21578370657372e-07,7.8571461559207e-09,1,1.02293393764124,1
"gvm",0.829255073782832,0.135814115516211,0.0255354102016334,0.00725272105418806,0.0020796247707322,6.05693223638681e-05,2.48535203872802e-06,1,1.21727935688902,4
"gvn",0.694522870090682,0.220179398476413,0.0570465988909478,0.0203584582796413,0.00754501876210856,0.000328998109100809,1.86573911065135e-05,1,1.42728498103781,2
"gvo",0.274103200608315,0.328901147695989,0.1845545355184,0.116440074540418,0.0847640345565815,0.009949332474391,0.00128767460590551,2,2.44385929058776,1
"gvp",0.295953586730688,0.331647665992299,0.178152755341755,0.10875493289459,0.076019165257634,0.00843243545655015,0.00103945832648256,2,2.36669356363176,4
"gvr",0.81113755155433,0.148254751197115,0.0293194337196303,0.00863018769147017,0.00257473649264539,7.98916254082238e-05,3.44771940097299e-06,1,1.24350327212481,2
"gvy",8.42652862829045e-06,0.000280951307359734,0.00154963980649573,0.00640720267577934,0.0695210450690358,0.167906810318697,0.754325924294004,7,6.66617561658134,7
"gwa",0.978789377255318,0.0192901962932767,0.00161617245424583,0.000262567759559906,4.12356462405894e-05,4.42291809510387e-07,8.29954960313017e-09,1,1.02347744832176,1
"gwb",0.378111463486473,0.331118536565448,0.152469175645953,0.0829094423125333,0.0503396071287671,0.00457579074484693,0.000475984115979378,1,2.11187850173013,1
"gwc",0.905889175188879,0.0793869243413313,0.011402979625546,0.00268217202688381,0.00062531839576685,1.30206454953541e-05,4.09776097720638e-07,1,1.11280823514021,2
"gwd",0.938118182835957,0.0537010123001397,0.00652696775210482,0.00136756265121007,0.000281382084842074,4.76485548561723e-06,1.27520260462255e-07,1,1.07200775349634,1
"gwe",0.673566893811282,0.231565896566287,0.0625814925919048,0.0230222007566513,0.00883315903063642,0.000406297598477212,2.4059644760821e-05,1,1.46330396600355,4
"gwf",0.478772442109959,0.311781977627409,0.12016444414373,0.0572606490690269,0.0296892641775929,0.00214689398770929,0.000184328884572982,1,1.85449031307831,2
"gwg",0.717765671391756,0.206988638264129,0.0510915521351895,0.0176097758595015,0.00627319582818398,0.000257280846328589,1.38856749116734e-05,1,1.38846357170686,1
"gwi",0.19984136991922,0.307894918266251,0.203240908475719,0.145118505182997,0.123255099478399,0.0178687352240262,0.00278046345338823,2,2.74877910552074,3
"gwj",0.517037403239794,0.300044588403431,0.108146733256631,0.0490547376164064,0.0239966294861137,0.00159257142229652,0.000127336575326931,1,1.76821566227381,1
"gwn",0.993244342863375,0.00632388624156377,0.000377001593234838,4.87012671808174e-05,6.02471117205905e-06,4.27402698788271e-08,5.83203929593878e-10,1,1.00724830927484,1
"gwr",0.992466298666244,0.00703690739466767,0.000432509679167414,5.70254900892353e-05,7.2049896461257e-06,5.30356782935115e-08,7.44507233640945e-10,1,1.00810209282729,1
"gwt",0.732232487019766,0.198485561830949,0.0474867724357593,0.0160054588318117,0.00555908002943295,0.000219180376454076,1.14594758268138e-05,1,1.36487646205287,2
"gwu",9.50554208260156e-07,4.67340981624704e-05,0.000334711572038579,0.00174562944453394,0.0278611727712375,0.0953161674524371,0.874694634107382,7,6.84214637856727,7
"gww",0.0247599740132688,0.11036084030599,0.15069241510187,0.190679451480132,0.344360697692424,0.12974744301427,0.049399178392044,5,4.30635910114344,5
"gwx",0.95758096194236,0.037548114152721,0.00397190033491002,0.000756436550252593,0.000140534466032349,2.00558411678209e-06,4.69696072036285e-08,1,1.04833367207566,1
"gxx",0.998604887923833,0.00133642147354296,5.29807097422452e-05,5.21856414503752e-06,4.89184454943725e-07,2.12437212265826e-09,1.99100735898128e-11,1,1.0014600060646,1
"gya",0.996865596506069,0.00297218317432024,0.000144224359857059,1.6241298585129e-05,1.74489476767459e-06,9.65745794445638e-09,1.08942632692788e-10,1,1.00331638430981,1
"gyb",0.965133212544083,0.0311327600579268,0.00307510940097966,0.000558819029295887,9.87746903502451e-05,1.29585173702651e-06,2.84256274074579e-08,1,1.03936118452162,1
"gyd",0.147322902763506,0.278741396812118,0.2109334514687,0.167319831231838,0.162409213333073,0.0281412685888385,0.00513193580192739,2,3.02370260453308,5
"gye",0.294244007866439,0.331481339270738,0.178663092311962,0.109343645350663,0.0766693638063731,0.00854167699044739,0.00105687440337787,2,2.37256554654465,5
"gyf",1.74884830418389e-06,7.74203713482461e-05,0.000516878195636147,0.00253183414464855,0.0363749396362818,0.113320421668396,0.847176757135385,7,6.80386908889598,7
"gyg",0.935499670205497,0.0558354492485033,0.00689487743633055,0.00146054196872702,0.000304067624311455,5.25082240998564e-06,1.42694220994777e-07,1,1.07525021080197,1
"gyi",0.786711240017733,0.164492928852328,0.0346598409608855,0.010671007160864,0.00334734270953252,0.000112468344863892,5.17195379301505e-06,1,1.2798083765419,2
"gyl",0.925072077009082,0.0642496747227151,0.00841173323581257,0.00185535437494377,0.00040345585795043,7.48941867856345e-06,2.15380817403243e-07,1,1.08829176712927,1
"gym",0.889059228617028,0.0923206930256438,0.014223202661823,0.00351288279407502,0.000863711456977612,1.96201696919251e-05,6.61274760505037e-07,1,1.13486266105645,1
"gyn",0.947632320688504,0.0458700428857652,0.00523687807779771,0.00105096434849605,0.000206475778052329,3.23666719881377e-06,8.15541862930758e-08,1,1.06033926786017,1
"gyr",0.436745852799107,0.322025658017605,0.133593666460669,0.0672210360023031,0.0371839268439842,0.00295529448386012,0.000274565392471615,1,1.95603567109592,1
"gyy",2.59309722907141e-06,0.000107121139547993,0.000682708492914213,0.00320861675605955,0.0430248022384019,0.125989462787684,0.826984695488163,7,6.77505308421456,7
"gza",0.477087622646397,0.312247607982162,0.120698910043578,0.0576404351402364,0.0299632018793817,0.00217490086173489,0.000187321446509459,1,1.85841797399529,1
"gzi",0.344133259516047,0.333242325006326,0.163295810738779,0.0930276970105937,0.0597593903118864,0.00588607505428029,0.000655442362087033,1,2.21131762820713,3
"gzn",0.360017800771674,0.332559815775607,0.15825673328514,0.0882000216952871,0.0551691548573625,0.00523226760854545,0.000564206006385071,1,2.16389654094224,1
"haa",0.00794449340774094,0.0526413400689927,0.0949380700645821,0.150789876912647,0.374956553094134,0.204307121498992,0.11442254495291,5,4.90278420052506,5
"hac",0.527939805417126,0.296307487809092,0.104771434672068,0.0468597513824645,0.0225469997310994,0.0014601188489809,0.000114402139169356,1,1.74460461730494,3
"had",0.651864817733425,0.242839535544046,0.0684713032211443,0.0259717918896957,0.0103206202692961,0.000500942898495893,3.09884438964847e-05,1,1.50167064388846,1
"hae",0.99772881139887,0.00216313128795198,9.66927644677762e-05,1.0311367460436e-05,1.04787140831064e-06,5.25487020563986e-09,5.49708056851728e-11,1,1.00239166900908,1
"hag",0.531321941586255,0.295114027654198,0.10372929803593,0.0461913423934637,0.0221116879747733,0.00142105939148263,0.000110642963896401,1,1.73736255754633,1
"hah",0.835524599904811,0.131430239768806,0.0242625785424229,0.00680275764350247,0.00192288396762363,5.47347915997864e-05,2.20538123407721e-06,1,1.20834211190006,1
"haj",0.793714499982824,0.159900042776566,0.0331014716465953,0.0100641058479114,0.0031129632184328,0.000102295195352098,4.62133231882156e-06,1,1.26928636045789,1
"hal",0.763082176392668,0.179615876848403,0.0400734130268933,0.0128498225105281,0.00421896617222139,0.000152324948031302,7.42010125442949e-06,1,1.31599418047034,2
"ham",0.918785356830735,0.0692582919116388,0.00936439380635778,0.00211209879888374,0.000470499589975915,9.08936567289853e-06,2.69696735610836e-07,1,1.09625243928969,1
"han",0.908645573675975,0.077238226862674,0.0109580258781303,0.0025554538433229,0.000590240251745144,1.2103152305154e-05,3.76335847707132e-07,1,1.1092443749325,1
"hao",0.982041430054287,0.0164176035702243,0.00130508204300628,0.000204611317499381,3.09560349897042e-05,3.1141877321339e-07,5.56122015105132e-09,1,1.01976701620988,1
"hap",0.597353083040355,0.268733923741508,0.0839210237085655,0.0342787552125965,0.0148368335054377,0.000819987337016825,5.63934545205758e-05,1,1.60319786823039,1
"haq",0.990746880197829,0.00860522734874059,0.000560791687484685,7.69004222798131e-05,1.01191982593285e-05,7.99600489154173e-08,1.18535770088357e-09,1,1.00999839569598,1
"har",0.748051952755266,0.188933903481248,0.0436377284445529,0.0143426524332889,0.00484193726036952,0.000182613031939116,9.21259333463986e-06,1,1.3395734074314,1
"has",0.0234929368353184,0.106834143991397,0.147939806285105,0.189335480230292,0.34734657695251,0.133327537943537,0.0517235177618408,5,4.33708530135125,3
"hat",0.916216710385671,0.0712911713057429,0.00976154975936561,0.00222100840221673,0.000499464948466311,9.80080614254586e-06,2.94392394795118e-07,1,1.09952592621007,1
"hau",0.999999306965844,6.86629103352487e-07,6.16492945582081e-09,2.3176260910418e-10,8.35376212648953e-12,6.10622663543836e-15,2.22044604925031e-16,1,1.0000006996877,1
"hav",0.973982710542067,0.0234969982002414,0.00210332180481554,0.00035742078703993,5.88506038752268e-05,6.84389812155572e-07,1.36721484134128e-08,1,1.02901481056844,1
"haw",0.287434336676906,0.330738516245821,0.180680930193138,0.111709783077403,0.0793149565703506,0.00899203712336072,0.00112944011301985,2,2.39622637844063,1
"hay",0.985779916357777,0.013086279116123,0.000968205544411016,0.00014460777454961,2.07963047421655e-05,1.91702398177895e-07,3.19999893250156e-09,1,1.01554067645955,1
"haz",0.91910409302322,0.0690054930579251,0.00931542812011465,0.00209874622197659,0.000466969374189441,9.00346597787482e-06,2.6673659581089e-07,1,1.09584708321031,1
"hbb",0.974242956679492,0.0232703574373984,0.00207616508217479,0.00035201438584076,5.78233447652288e-05,6.69732794222888e-07,1.33375345212627e-08,1,1.02871345282751,1
"hbn",0.527583745869412,0.296432197208599,0.104881286314369,0.0469304620340396,0.0225932184437216,0.00146428547595179,0.000114804653907119,1,1.74536928501754,3
"hbu",0.512802345392094,0.301450401452202,0.109464192245132,0.0499241662068418,0.0245793453606866,0.00164683312095637,0.000132716222087215,1,1.77749912894304,2
"hca",0.441694714395479,0.32097212465183,0.132003737115081,0.0659943917068511,0.0362258185229687,0.00284715787779055,0.000262055730000155,1,1.94367417186337,1
"hch",0.841643563998059,0.127112419817634,0.0230389845414423,0.00637675799355797,0.0017768861352413,4.9431766399155e-05,1.95574766637119e-06,1,1.19968710074015,1
"hdn",0.0284925338772921,0.120249439226552,0.158038986360356,0.19389879531527,0.335600480507645,0.120213297442682,0.0435064672702039,5,4.22253101075828,5
"hdy",0.998263104163289,0.00165971662728226,6.9405955090418e-05,7.08196145804418e-06,6.88076099764068e-07,3.18543280641848e-09,3.1348035278711e-11,1,1.00182254284149,1
"hea",0.801130807366163,0.154981252795891,0.0314748592754628,0.00944055243442443,0.00287616962481962,9.22693462199753e-05,4.08915701899382e-06,1,1.25824318882258,1
"heb",0.6773829523587,0.229528690449008,0.0615622282802172,0.022523799833791,0.00858809293803664,0.000391247532972039,2.29886072753427e-05,1,1.45667108757147,1
"hed",0.925517318542865,0.0638931443751215,0.00834532713588887,0.00183770173394093,0.00039891287768945,7.38348565143543e-06,2.11848842468498e-07,1,1.08773074388079,1
"heg",0.581655130812744,0.275519358185322,0.0885300929809698,0.0369203792986195,0.0163703377296324,0.000938224762804252,6.64762299080746e-05,1,1.63391201415512,1
"heh",0.937176174948009,0.0544698889858507,0.0066587033178831,0.00140072424774162,0.000289439346895848,4.93630759657027e-06,1.32846022848909e-07,1,1.07317270436655,1
"hei",0.100261461090238,0.237535922614664,0.209314005993581,0.186924760479064,0.211457485066262,0.044727641898361,0.00977872285782999,2,3.34507870294285,3
"hem",0.981187351664111,0.0171742055647428,0.00138523826928472,0.000219328168490573,3.35268007992662e-05,3.43317103079777e-07,6.21546847323629e-09,1,1.02073852769031,1
"her",0.949072787916551,0.0446737706535042,0.00504820376890025,0.00100597493776866,0.000196150799066874,3.03617289298952e-06,7.57513164417745e-08,1,1.05858834157324,1
"hgm",0.939917081834587,0.0522295386020291,0.00627735812908503,0.00130513738059002,0.000266318486583206,4.44781199004929e-06,1.17755135420339e-07,1,1.06978788653906,1
"hgw",0.870765597739358,0.106026854976362,0.0174791335924334,0.00452632066618808,0.00117208239869582,2.89671285854665e-05,1.04349837737328e-06,1,1.15940351038777,1
"hhi",0.10766016709831,0.245245785309049,0.210402120061729,0.184005960291904,0.202560847211081,0.0413679080445063,0.00875721198342128,2,3.2876941072756,1
"hhy",0.277502426096114,0.329418974295206,0.183577220393055,0.115221567838409,0.0833394613529522,0.00969520020436365,0.00124514981989954,2,2.43154286394957,2
"hia",0.966119200694939,0.0302885602079082,0.00296241680056253,0.00053473319269004,9.38462502000359e-05,1.21641954997642e-06,2.6434149980048e-08,1,1.03819921909055,1
"hib",1.89681508515862e-06,8.27891343266551e-05,0.000547491714589106,0.00265916197117725,0.0376671536374023,0.1158684181058,0.843173088621619,7,6.79820449528536,7
"hid",0.0251719565963057,0.111488022463615,0.151557215253121,0.191086590122574,0.343389904245884,0.128623810506111,0.0486825008123892,5,4.29663589772601,3
"hif",0.999854554550285,0.000141797374888841,3.39200679710938e-06,2.39910629029616e-07,1.6118807733001e-08,3.83642007051321e-11,2.27595720048157e-13,1,1.00014936578879,1
"hig",0.972727025569833,0.0245887922680446,0.00223555221799998,0.00038393178721996,6.39251151476339e-05,7.57680644891678e-07,1.53611098285822e-08,1,1.03047127309618,1
"hih",0.933097437402691,0.0577858956485328,0.00723708022202851,0.00154803078702714,0.000325675490707722,5.72279453103786e-06,1.57654481802716e-07,1,1.07823641031605,2
"hii",0.765592440730383,0.178036710736981,0.0394871340246452,0.0126086595371177,0.0041202464759722,0.000147658477552937,7.15001734830079e-06,1,1.31209913579337,1
"hij",0.345338107888591,0.333210350860797,0.162915348489564,0.0926554257287967,0.0593990467361386,0.00583370490167157,0.000648015394440704,1,2.20766012884587,2
"hik",0.362045013048745,0.33243282225931,0.157610450929051,0.087596313951286,0.0546075863038114,0.0051542713350784,0.000553542172718302,1,2.15796562089822,2
"hil",0.99584896071169,0.00391937907363449,0.000204701296707577,2.42077234113847e-05,2.7344593902523e-06,1.6535548263974e-08,1.99618210849906e-10,1,1.0044124265503,1
"hio",0.654758942340831,0.241367064442729,0.0676768522207303,0.025567002654699,0.0101127754985105,0.000487386334496853,2.99765080028491e-05,1,1.49648966956283,3
"hix",0.451814181434148,0.318688115897319,0.128758454043916,0.0635314865622224,0.0343320857343985,0.00263750228550064,0.000238174042495709,1,1.91874438229189,1
"hka",0.656684543420194,0.240382044922808,0.0671497803401974,0.0252996430674421,0.00997613747809922,0.000478531818145944,2.93189531134219e-05,1,1.49305365752734,2
"hke",0.96232448412077,0.0335290268298174,0.00340181593885647,0.000629624319979372,0.000113475646575933,1.5385209879426e-06,3.46230133452252e-08,1,1.04268333459679,1
"hkk",0.992019207452494,0.00744566108755473,0.000465146798334426,6.20016972309179e-05,7.92263743254473e-06,5.9479245750893e-08,8.47707237738859e-10,1,1.00859395280812,1
"hla",0.998129059623518,0.00178622819955265,7.6078119515044e-05,7.85746781939434e-06,7.72895402789686e-07,3.65758867637567e-09,3.6603720054984e-11,1,1.00196506693122,1
"hlb",0.956804644033301,0.0382026368765112,0.00406730889181606,0.000778041041291422,0.000145230809906804,2.0891180837479e-06,4.92290895826031e-08,1,1.0492630419886,1
"hld",0.64280366639668,0.247387277463972,0.0709761170299377,0.0272622421531437,0.0109909728430051,0.000545376155085653,3.43479581760286e-05,1,1.51802309787978,2
"hle",0.295485149851728,0.331602887261068,0.178292735645524,0.108916032643631,0.0761967754009805,0.00846221971349126,0.00104419948357659,2,2.36829985355585,2
"hma",0.473722343920634,0.313164320238402,0.121767615625232,0.0584038040406274,0.0305166319319249,0.00223184666095821,0.000193437582221678,1,1.86629735013657,1
"hmb",0.965692985837847,0.0306536781760938,0.00301100110790709,0.000545095318744804,9.59618814395657e-05,1.25039439224928e-06,2.72835759540513e-08,1,1.03870122954732,1
"hmc",0.58596951152412,0.27368541923541,0.0872566938445574,0.0361828678261996,0.0159375734741669,0.000904377060499506,6.35570350471237e-05,1,1.62540093181257,1
"hmd",0.670658649130707,0.233107527818321,0.0633616198295057,0.0234060667023446,0.00902315861498504,0.000418074042991323,2.49038611448427e-05,1,1.46838139542613,1
"hme",0.403222182644248,0.32801717640251,0.144390421009549,0.0759244237650297,0.044272203456776,0.00379745052855929,0.000376142193328266,1,2.04290420934657,1
"hmf",0.0183977265838837,0.0916178650671407,0.135208337172836,0.182215421704565,0.359161753372072,0.149989587096158,0.063409309003344,5,4.47573160751565,1
"hmg",0.604995016581082,0.26531944339609,0.0817019626179163,0.0330341187163204,0.0141303281698403,0.0007671363690267,5.19941497244547e-05,1,1.58849468420373,1
"hmh",0.550785749974098,0.287938445925547,0.0977803991546374,0.0424578264829045,0.0197328720250912,0.00121358597919063,9.11204585316572e-05,1,1.69641886443104,1
"hmi",0.60359785325357,0.265949086996659,0.0821064342746209,0.0332596746905303,0.0142575959790909,0.000776579686531775,5.27751189978165e-05,1,1.5911709126805,1
"hmj",0.436614677088321,0.322053008886226,0.13363583148091,0.0672537495866093,0.0372096154206595,0.00295821277527841,0.000274904761996209,1,1.95636487473888,2
"hml",0.56491777803092,0.282407896161008,0.0935161171342984,0.0398653960323589,0.0181338874205377,0.00107995629644986,7.89689244268255e-05,1,1.66744546323764,1
"hmm",0.709141672760939,0.211951069306899,0.0532779716368468,0.0186047884044681,0.00672667412282624,0.000282302047600047,1.55217204212965e-05,1,1.40273271484583,1
"hmp",0.533149450559844,0.294462495502012,0.103167193833188,0.0458326182400353,0.0218792431081256,0.00140033945603479,0.000108659300760094,1,1.73346536340573,1
"hmq",0.76379265192559,0.179169592258077,0.039907214836595,0.01278133092988,0.00419087397568163,0.000150993223554496,7.34285062187201e-06,1,1.31489053384514,1
"hmr",0.970497711951456,0.0265201635996331,0.00247508076869796,0.000432711039982769,7.34154755500649e-05,8.98490687739617e-07,1.86739929075586e-08,1,1.03306672465657,1
"hms",0.811268953979108,0.148165738105794,0.0292914349483645,0.0086197821240841,0.00257091347984917,7.97375143180012e-05,3.43984848250045e-06,1,1.24331093495666,1
"hmt",0.999940713613502,5.80516831265587e-05,1.15760984931157e-06,7.27405494727051e-08,4.34459213050076e-09,8.33877411565709e-12,4.19664303308309e-14,1,1.00006060254479,1
"hmv",0.0354835039087382,0.137073901209253,0.169351558466311,0.19769685781506,0.319658761996646,0.105518168507445,0.0352172480965464,5,4.08639697069014,1
"hmw",0.426257766481881,0.324117597813033,0.136967934349276,0.0698694933393498,0.0392867414760869,0.00319743343154266,0.000303033108831063,1,1.98261427824468,1
"hmy",0.509416185896766,0.302555724848442,0.110520014100722,0.0506261471616646,0.0250533608062774,0.00169139854969524,0.000137168636432317,1,1.78496764232706,1
"hmz",0.459380596153122,0.316868623979494,0.126338021248496,0.0617292445070778,0.0329715502344301,0.00249025871220154,0.000221705165178165,1,1.90040012548752,1
"hna",0.935704307662345,0.0556689589655884,0.00686593214905507,0.00145318575460252,0.000302262218936478,5.21178306311931e-06,1.41466409142588e-07,1,1.07499633711702,1
"hnd",0.942557452916159,0.050062082277104,0.00591571583146133,0.00121566548214813,0.000244972497864704,4.00663907917931e-06,1.04356183583398e-07,1,1.06654105971043,1
"hne",0.997531126962799,0.00234884823728965,0.000107227807694454,1.15955203621176e-05,1.19525888309102e-06,6.14740947035841e-09,6.55621112954918e-11,1,1.00260290257972,1
"hnh",0.552795347471069,0.287168224196848,0.0971710941697614,0.0420831765650733,0.0194991097266812,0.00119375269546673,8.92951751004789e-05,1,1.69226091566625,1
"hni",0.772626972734272,0.173576586111488,0.0378581894836368,0.0119451829778362,0.00385148744469133,0.000135146751148008,6.43449692705467e-06,1,1.30124880452834,1
"hnj",0.812630571896938,0.147242321641852,0.0290017759647786,0.00851231608680514,0.00253150222053855,7.81530903065653e-05,3.35909878101948e-06,1,1.2413197507582,1
"hnn",0.80113181169837,0.154980582852515,0.0314746406637,0.00944046931929943,0.00287613833897538,9.22680388072417e-05,4.08908833315902e-06,1,1.25824170021775,1
"hno",0.955828630441726,0.0390242610837518,0.00418807834254065,0.000805538373185533,0.000151242539435215,2.19704981518909e-06,5.21695452393445e-08,1,1.05043330131248,1
"hns",0.984106358939061,0.0145816132553597,0.00111609709604565,0.000170562076685199,2.5123117776471e-05,2.41355722740977e-07,4.15934964248521e-09,1,1.01742721788332,1
"hnu",0.700513953077442,0.216835347665418,0.0554927672744253,0.0196295012675254,0.00720193168870731,0.000309184689257336,1.73143372245166e-05,1,1.41716692224131,3
"hoa",0.71024529962821,0.211320483248313,0.0529966318757733,0.0184758296481072,0.00666745262334822,0.000278999063070051,1.53039131789434e-05,1,1.400897865232,2
"hob",0.468620686455651,0.314519844988247,0.123390560683913,0.0595732652197059,0.031371778789054,0.00232079050819289,0.000203073355236949,1,1.87833026984379,1
"hoc",0.98003023887009,0.0181967531705479,0.00149561154306344,0.000239843477753077,3.71564408730984e-05,3.8932306800632e-07,7.17460446608698e-09,1,1.02205812211639,1
"hod",0.00274514296642821,0.0249893908725249,0.0563153651192476,0.10765365679058,0.350483302876018,0.256806152440001,0.2010069889352,5,5.35258699879804,7
"hoe",0.840079986058879,0.128219443502875,0.0233498767917586,0.00648437970446181,0.00181354547675472,5.07510631067021e-05,2.01740216410062e-06,1,1.20189237783531,1
"hoh",0.0468786165186646,0.160851751511016,0.18297807026962,0.199945095228498,0.295593193297801,0.0874960265996428,0.0262572465747579,5,3.90403956337371,4
"hoi",0.00951290087198959,0.0594653619664185,0.102944252893127,0.158083768755195,0.374596304448703,0.193314079148724,0.102083331915843,5,4.81706077905175,5
"hoj",0.985895979899187,0.0129823219067321,0.000958133005619088,0.000142863907953483,2.05096513288261e-05,1.88490120067719e-07,3.13905990090291e-09,1,1.01541017953211,1
"hol",0.865231801854428,0.110102254786369,0.0185010165273604,0.00485550253688138,0.00127594478338922,3.22940439929642e-05,1.18546757876814e-06,1,1.16694315761073,1
"hoo",0.804932893832622,0.152437628493301,0.0306505280526096,0.00912847242605408,0.00275922681484275,8.74149237630739e-05,3.83545680804342e-06,1,1.25262109649572,1
"hop",0.268735724521268,0.328012850417183,0.186082008045982,0.118381359786856,0.0870644619172216,0.0103654917565007,0.00135810355498833,2,2.46355487365104,2
"hor",0.00210697062096886,0.0206375018937703,0.0489541571743599,0.0976968713976512,0.338991083519045,0.265921131528535,0.22569228386567,5,5.45136012534832,7
"hot",0.958390665098657,0.036864486969961,0.00387301002690865,0.000734155974549289,0.000135716623802296,1.92061958048662e-06,4.46865408010311e-08,1,1.04736571265978,1
"hov",0.51443092476288,0.300912865424781,0.108957160934444,0.0495887103673835,0.0243539404543778,0.00162577504273642,0.000130623013397169,1,1.7739216935074,1
"how",0.636609456561566,0.250441266346461,0.0727034356289519,0.0281647270400213,0.0114667376650992,0.000577556339039775,3.68204188607724e-05,1,1.52931797359319,1
"hoy",0.513945290427188,0.301073557695142,0.10910830242219,0.0496885949993623,0.0244209813023232,0.00163202918666039,0.000131243967134487,1,1.77498748248301,1
"hoz",0.846356015534585,0.123760611714044,0.0221094282375531,0.00605751239979524,0.00166905354236835,4.56001201954992e-05,1.778451458323e-06,1,1.19306689086774,1
"hpo",0.493048454371086,0.307660251484664,0.115652413682219,0.0541059910215135,0.0274497111569645,0.00192245210492381,0.000160726178628723,1,1.82165851413789,6
"hra",0.94317442469046,0.0495542874027568,0.00583203400681476,0.00119512989180093,0.000240115007844266,3.90761955937347e-06,1.01380764228054e-07,1,1.06578435150555,1
"hre",0.817227866235546,0.144110459682728,0.028030150621015,0.00815429717893446,0.00240115953222841,7.29695920667073e-05,3.09715748125772e-06,1,1.2346217214957,1
"hrk",0.207749224025745,0.311123848178565,0.201575289861502,0.141887356502925,0.118365599277115,0.0167478151728511,0.00255086698129769,2,2.71244317227084,4
"hrm",0.507573360861012,0.303150238102348,0.111095508102558,0.0510107432104971,0.0253143974629223,0.00171610248102327,0.000139649779639206,1,1.7890494848736,1
"hro",0.669002008086493,0.233981453341057,0.0638072914629692,0.0236262955111692,0.00913265263778029,0.000424903118633524,2.53958418978684e-05,1,1.47128242399618,1
"hrt",0.21291760714614,0.313091941253478,0.200433686907967,0.139796492271027,0.11528775555817,0.0160597564480631,0.00241276041515559,2,2.68927515884642,1
"hru",0.919539298356857,0.0686601242815421,0.00924868345111196,0.00208057223234381,0.000462171929185851,8.88701759094168e-06,2.62731368438907e-07,1,1.09529390707371,2
"hrx",0.800616603820321,0.155324117912443,0.031586844962038,0.0094831533017764,0.00289221508011783,9.2940482578574e-05,4.12444072550588e-06,1,1.25900557711957,3
"hrz",0.591791967793113,0.271173126503086,0.0855461309565482,0.0352014161381408,0.015367218153219,0.000860342210440845,5.97982454524359e-05,1,1.6139990099684,3
"hsb",0.233036886589631,0.319747426805345,0.195642574614661,0.131825039776684,0.104121221409163,0.0136754485535522,0.00195140225096502,2,2.60307823727492,1
"hss",0.0746667689507897,0.206186582344517,0.201814147755171,0.195736216058907,0.24677852664226,0.0599240331949922,0.0148937250533633,5,3.57312014889576,3
"hti",0.0074621177533969,0.050440003602751,0.0922496542425203,0.148222108901108,0.374728929526709,0.208012856130881,0.118884329842634,5,4.93189161660816,7
"hto",0.594472145578851,0.270002370443937,0.0847618427480171,0.0347549502981761,0.0151098663713427,0.000840689297135877,5.81352625397269e-05,1,1.60878263038079,1
"hts",0.329467682200358,0.33336178837834,0.16789856002528,0.0976402474500573,0.064315004822774,0.00656342234533824,0.000753294777852132,2,2.25667655046397,2
"htu",0.544724157492506,0.290228679016498,0.0996239423767956,0.0436000773998272,0.0204511549048768,0.00127515539377876,9.68334157175343e-05,1,1.70903819305228,2
"hub",0.813333966118638,0.146764549784693,0.028852478184675,0.00845705653137041,0.00251128793604205,7.73434853605925e-05,3.31795922070555e-06,1,1.24029245267445,1
"huc",0.115744339772194,0.253086430926274,0.211170548920862,0.180711182179248,0.19340661864091,0.0380834557801913,0.00779742378032044,2,3.22838937145226,5
"hue",0.591831863884527,0.271155764989145,0.0855344418591484,0.0351947457346342,0.01536336349802,0.000860046849182616,5.97731853418937e-05,1,1.61392121326139,3
"huf",0.871784214926152,0.10527313778727,0.0172928643842705,0.00446687245769861,0.00115351043051803,2.83812221174573e-05,1.01879197389465e-06,1,1.15802154451341,1
"hug",0.0955065340455276,0.232289609012776,0.208394654373611,0.188736137080285,0.217458871906046,0.0470925441172576,0.0105216494644973,2,3.38371543399831,2
"huh",0.0577630154213231,0.180391373470233,0.192226940544216,0.199408248667012,0.274922326120278,0.0746607756963237,0.0206273200806135,5,3.75982710400611,4
