"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs","latent1","latent2"
"aun",0.748772826743718,0.18849238155463,0.043464691770709,0.0142691301437099,0.00481078544465019,0.000181064948383769,9.11939419967478e-06,1,1.3384323384129,1,0.338432338412895,0
"aup",0.777638580745686,0.17036781940342,0.036710394320425,0.011483539061644,0.00366698171658431,0.00012672451079121,5.96024144916552e-06,1,1.29357653609819,1,0.29357653609819,0
"auq",0.252960264824498,0.324882573722121,0.190447019305822,0.124208763112776,0.0942071266440895,0.0117032810712855,0.00159097131940811,2,2.52329364152133,3,-0.476706358478673,-1
"aur",0.595113709563923,0.269720791201198,0.0845743989295604,0.0346485726613173,0.0150487428723232,0.000836041459560621,5.77433121171644e-05,1,1.60753694570407,1,0.60753694570407,0
"auu",0.468052515967305,0.314668242191644,0.123571510003875,0.0597044236773988,0.0314682382715195,0.00233089549402543,0.000204174394232259,1,1.87967701015319,1,0.879677010153189,0
"auw",0.376225374741756,0.33130066283388,0.153074237822676,0.0834507265019054,0.0508243050914168,0.00464020887724115,0.00048448413112423,1,2.11720648752357,4,-1.88279351247643,-3
"aux",2.06162957783607e-07,1.30458178185047e-05,0.000110539312111794,0.000670355359864991,0.01381725734904,0.0591436372563382,0.926244958741869,7,6.9107021586507,7,-0.0892978413492997,0
"auy",0.993702924493874,0.00590257556254459,0.000345090489693334,4.40012292375336e-05,5.37051418969536e-06,3.72118021951806e-08,4.98659114001043e-10,1,1.00674643133737,1,0.00674643133736819,0
"ava",0.885947617008506,0.0946776006420529,0.0147634085623423,0.00367715407100888,0.000912461018469757,2.10410866131605e-05,7.17611007061691e-07,1,1.13899523515275,1,0.138995235152751,0
"avb",0.730822994114316,0.199323791775578,0.0478344626707521,0.0161582268571755,0.00562615594467375,0.000222689198725812,1.16794387791108e-05,1,1.36715554409361,1,0.367155544093607,0
"avd",0.0069718026520461,0.0481463673918353,0.0893897128878654,0.145423999830158,0.374283997116379,0.211960274773771,0.123823845347946,5,4.96307822708008,3,1.96307822708008,2
"ave",0.0209245850615092,0.0993859733545098,0.141886324271827,0.186130757084754,0.353367794810171,0.141225690867231,0.0570788745499977,5,4.40362377402925,7,-2.59637622597075,-2
"avi",0.963245762187903,0.0327444185905653,0.00329374048373199,0.000606044404996786,0.000108545615255418,1.45621476155267e-06,3.25027855740956e-08,1,1.04159169132456,1,0.0415916913245626,0
"avn",0.98353993392365,0.0150862088353396,0.00116724116249078,0.000179682922921698,2.66690421599769e-05,2.5959419081012e-07,4.51924742073118e-09,1,1.01806774118416,1,0.0180677411841648,0
"avs",4.78372933093235e-06,0.000177044653247721,0.00104785994884514,0.00461150541786656,0.0554511125746999,0.147123534118709,0.791584159557301,7,6.72303435904069,7,-0.276965640959314,0
"avt",0.989565534125033,0.00967731455708343,0.000653019974617419,9.16687799380478e-05,1.23591289058478e-05,1.01874285451942e-07,1.56013701957392e-09,1,1.01130831609401,1,0.0113083160940053,0
"avv",0.0609347392389093,0.185613254470692,0.194408569455641,0.198929804635905,0.269295757267053,0.0714894281666603,0.0193284467651398,5,3.72182065778204,5,-1.27817934221796,0
"awa",0.998579403550924,0.00136056512157767,5.4174400549889e-05,5.35158346759435e-06,5.03126420081657e-07,2.19639295639951e-09,2.06674677372121e-11,1,1.00148699228473,1,0.00148699228473004,0
"awb",0.917700444235782,0.0701178647902999,0.00953158788601094,0.00215781599180642,0.000482621480754841,9.38567161057335e-06,2.79943735193022e-07,1,1.09763358248122,1,0.0976335824812242,0
"awc",0.954563844778058,0.0400869024413071,0.00434591943780138,0.000841724269763922,0.000159211126552483,2.34179776437138e-06,5.6148752647367e-08,1,1.05195280451375,1,0.0519528045137494,0
"awe",0.267039257760012,0.327713823023099,0.186560591074248,0.118999315453862,0.087804827307112,0.0105009482975484,0.00138123708411764,2,2.46984442475408,2,0.469844424754079,0
"awh",0.421918053482853,0.324926249601554,0.138365543897049,0.0709849854225745,0.0401864883031763,0.00330303854491776,0.000315640747875379,1,1.99376728408792,2,-0.00623271591207786,-1
"awi",0.98572566271828,0.0131348621739463,0.000972922295446099,0.000145425469783356,2.09308996608204e-05,1.93214155452814e-07,3.22872839575439e-09,1,1.01560169221598,1,0.0156016922159794,0
"awk",3.14461710803515e-07,1.85851429542538e-05,0.000150489138511074,0.000876130171009189,0.0168449777305836,0.0678716464470146,0.914237856908216,7,6.89511323853971,6,0.89511323853971,1
"awm",0.230255631723258,0.318918851912183,0.196334783596281,0.132910581500125,0.105591906233913,0.0139795277948407,0.00200871723939922,2,2.61463773095137,2,0.614637730951369,0
"awn",0.972059544401067,0.0251679921143068,0.00230663807948728,0.000398308614838028,6.67020877127555e-05,7.98392467582509e-07,1.63101209205152e-08,1,1.03124709229171,1,0.0312470922917099,0
"awo",0.358379005490856,0.332655980256874,0.158778716394577,0.0886900975699654,0.0556270348910379,0.00529618479485616,0.00057298060183375,1,2.16871065290536,1,1.16871065290536,0
"awr",0.484110657347402,0.3102774632656,0.118473687849764,0.0560678096880324,0.0288349196366153,0.00206031852152455,0.000175143691062085,1,1.84212040132968,3,-1.15787959867032,-2
"aws",0.672973151518407,0.23188140327585,0.0627405281951107,0.023100286325096,0.00887172057993069,0.000408680098050174,2.42300075553592e-05,1,1.46433898149666,2,-0.535661018503335,-1
"awt",0.352012854023914,0.332973828305445,0.160802115524452,0.0906112536302643,0.0574395006702503,0.0055520274082359,0.000608420437438806,1,2.18758048259195,2,0.187580482591955,-1
"awu",0.913439232566558,0.0734805953363714,0.0101960406226979,0.00234137523103639,0.000531824212718801,1.06092052771789e-05,3.22825340792754e-07,1,1.10307908210418,1,0.103079082104182,0
"awv",0.538000522878687,0.292710519976574,0.101678589518701,0.0448886693058663,0.0212715262373977,0.00134662121191431,0.000103550870859892,1,1.7231742231659,1,0.723174223165896,0
"aww",0.213707893456969,0.313383230318309,0.200255647737354,0.139478286558867,0.114825044539593,0.0159574795664117,0.00239241782249611,2,2.68577146839502,1,1.68577146839502,1
"awx",0.854813707423591,0.117686899581038,0.0204695405369063,0.0055037655312874,0.00148534854227045,3.92477018590354e-05,1.49068304811095e-06,1,1.18128385402538,1,0.181283854025378,0
"awy",0.614689530388372,0.260884821883552,0.0789109531083914,0.031493469509363,0.0132701618935217,0.000704214298702599,4.68489180973641e-05,1,1.57006994920461,2,-0.429930050795392,-1
"axg",0.00295855536620425,0.0263697391748928,0.0585542561109026,0.110556358911707,0.353424212381775,0.253918306987797,0.194218571066722,5,5.32374713899823,6,-0.676252861001768,-1
"axk",0.961038720692291,0.0346218321997225,0.00355411091924984,0.000663107829241394,0.000120532737971746,1.6578922765742e-06,3.77292465048029e-08,1,1.0442100243147,1,0.0442100243146952,0
"axx",0.119539100723285,0.256571172464534,0.211396369615866,0.179136144668259,0.189298749443739,0.0366638729260218,0.00739459015829402,2,3.20165424905587,3,0.201654249055874,-1
"ayb",0.998294897698581,0.00162968742867098,6.78416512331914e-05,6.90160291849651e-06,6.68510360957164e-07,3.07806902188901e-09,3.01659808243926e-11,1,1.00178876515268,1,0.00178876515267756,0
"ayc",0.670034085612562,0.233437365109878,0.0635295316137271,0.0234889606628387,0.00906433034504939,0.000420638269739815,2.50883862048523e-05,1,1.46947435337197,1,0.469474353371974,0
"ayd",1.57071759530116e-09,2.05380429090833e-07,2.80424540880684e-06,2.62237790036674e-05,0.001148475030719,0.00928751843744479,0.989534771556277,7,6.98832460685602,7,-0.0116753931439808,0
"aye",0.896384951112336,0.0867297330634791,0.0129742019008405,0.00313928348962345,0.0007547601022172,1.65290751599212e-05,5.41256343522534e-07,1,1.12520092065676,1,0.12520092065676,0
"ayg",0.954195745676241,0.0403957332571319,0.00439213816429673,0.000852372460135475,0.000161568127557521,2.38497135951476e-06,5.73432774597649e-08,1,1.05239566839282,1,0.0523956683928244,0
"ayi",0.872124840481536,0.105020847818406,0.0172307040333599,0.00444707238768349,0.00114733755436047,2.81870982218324e-05,1.01062643265148e-06,1,1.15755982251532,1,0.157559822515323,0
"ayk",0.0955487681714752,0.232337261908118,0.208403638920845,0.1887203083878,0.21740453942257,0.0470707651858813,0.0105147180033098,2,3.38336575655276,1,2.38336575655276,1
"ayo",0.287711514524406,0.330771286602393,0.180599282145377,0.111612811841004,0.0792055034205794,0.0089732180727975,0.0011263833934434,2,2.39525469082312,1,1.39525469082312,1
"ayq",0.64487392713177,0.246356595483372,0.0704015085635771,0.0269643029273758,0.0108351591654869,0.000534952636002561,3.35540924161215e-05,1,1.51426924578911,1,0.514269245789111,0
"ayr",0.944955174601983,0.04808579999412,0.00559227985681754,0.00113665132642371,0.000226370800658682,3.63030644756623e-06,9.31135495374491e-08,1,1.0636045071032,2,-0.936395492896804,-1
"ayt",0.613031870647243,0.261651197266774,0.0793862475858914,0.0317538934582524,0.0134144378313118,0.00071465750462929,4.7695705898132e-05,1,1.5732025858971,2,-0.426797414102903,-1
"ayu",0.333474614358688,0.33337933154378,0.166646580664786,0.0963650298476665,0.063038528021506,0.00637078379934164,0.000725131764232834,1,2.24412640408448,4,-1.75587359591552,-3
"ayz",0.734569529529006,0.197091081913772,0.0469119715085476,0.0157538308049807,0.00544902843115302,0.00021345562956876,1.1102182972178e-05,1,1.3611065223161,1,0.361106522316098,0
"aza",0.568924201919304,0.280792035865756,0.0923160988835074,0.0391481927737917,0.0176992061763955,0.00104446344873577,7.58009325088072e-05,1,1.65934275949846,1,0.65934275949846,0
"azb",0.959743247315239,0.0357203102409495,0.0037092499629513,0.000697516357213046,0.000127851534776235,1.78355195801227e-06,4.10369134229427e-08,1,1.04575192935887,1,0.0457519293588668,0
"azg",0.493174396362817,0.307622503418262,0.115612749001553,0.0540786609128948,0.0274305883314848,0.00192057072157237,0.000160531251416129,1,1.82137237860235,2,-0.17862762139765,-1
"azj",0.974118518155293,0.023378742937574,0.00208913950359357,0.00035459570025631,5.8313487916517e-05,6.76718486358752e-07,1.34968799470059e-08,1,1.02885752757091,1,0.0288575275709073,0
"azm",0.37794074051086,0.331135321870149,0.152523957921609,0.0829583407846093,0.0503833065898704,0.00458158507421202,0.000476747248690068,1,2.11235989528988,3,-0.887640104710123,-2
"azo",0.922931355375461,0.0659605168971893,0.00873299614378531,0.00194121052316021,0.000425675941100212,8.01218750590138e-06,2.32931798072045e-07,1,1.09099430304696,1,0.0909943030469595,0
"azt",0.650958736617068,0.243298554946508,0.0687205862416606,0.0260992532151534,0.0103863085456002,0.000505249241408934,3.13111926004694e-05,1,1.50329683462034,2,-0.496703165379662,-1
"azz",0.856818504809998,0.116236225971091,0.0200862642804037,0.00537611850228503,0.00144362165225187,3.78368944849994e-05,1.42788948609418e-06,1,1.1785093484571,1,0.178509348457102,0
"baa",0.928745815205955,0.0613006543127493,0.00786811225901574,0.00171181205276627,0.000366775145666631,6.64360201518832e-06,1.87421831499002e-07,1,1.08367375811281,1,0.0836737581128109,0
"bab",0.461296832347837,0.316392900786098,0.125725972467942,0.0612780939494544,0.0326342886529264,0.00245420035185584,0.000217711443885604,1,1.89579355260464,1,0.895793552604644,0
"bac",0.459025524975002,0.316956115040604,0.126451474980135,0.0618130742313796,0.0330343639933356,0.00249699390906399,0.000222452870480061,1,1.90125543043655,1,0.901255430436554,0
"bae",5.72432691704264e-05,0.00131021974136801,0.00559466529264938,0.0184765966183116,0.139358374424244,0.239265082561707,0.59593781809255,7,6.39731515924241,5,1.39731515924241,2
"baf",0.728709556085913,0.200576714558161,0.0483572357718807,0.0163887176402215,0.00572772958261525,0.000228030678844693,1.20156823634199e-05,1,1.37058050484145,2,-0.629419495158548,-1
"bag",0.889152727863427,0.0922497074624167,0.0142070587702118,0.00350799817639758,0.00086226960433522,1.95784903070928e-05,6.59632904187468e-07,1,1.13473874819833,1,0.134738748198334,0
"bah",0.482946867215989,0.310609231334305,0.118841939819794,0.0563265080371633,0.029019428532141,0.00207891663174686,0.000177108428861317,1,1.84480758294585,1,0.844807582945848,0
"baj",0.30683132939813,0.332521327650844,0.174873358575346,0.105058797936197,0.0720084080926493,0.00777115980010012,0.000935618546733519,2,2.32994758126163,1,1.32994758126163,1
"bak",0.95126306276118,0.0428492746145855,0.00476481633584747,0.000939074703154907,0.000180958009506016,2.74611067618835e-06,6.74650494358886e-08,1,1.05593409877745,1,0.0559340987774468,0
"bam",0.998876698980883,0.0010784935345689,4.05925151260034e-05,3.86370474936282e-06,3.49824213596861e-07,1.42769784883257e-09,1.27615695788563e-11,1,1.00117267619098,1,0.00117267619098183,0
"ban",0.923102106391333,0.0658242577492195,0.00870725134270411,0.00193430274973849,0.000423880603785509,7.96966636151808e-06,2.31496857350244e-07,1,1.09077842841194,1,0.0907784284119368,0
"bao",0.3874191657673,0.330114125132662,0.149478830497907,0.0802725599983675,0.0480085341502132,0.00427058985794349,0.000436194595606842,1,2.08589371958779,1,1.08589371958779,0
"bap",0.899926893729222,0.0840051637673234,0.0123820462476111,0.0029652820163012,0.000704967592081829,1.51574377244001e-05,4.8920973638733e-07,1,1.12056369512682,2,-0.879436304873183,-1
"bar",0.99481846504891,0.00487419678949375,0.000270160776142281,3.32407700976978e-05,3.9108842370128e-06,2.54070764427183e-08,3.24043236687999e-10,1,1.00553001316866,1,0.00553001316866086,0
"bas",0.99511549317309,0.00459948493071005,0.000250900377647079,3.0544093192364e-05,3.55448911260048e-06,2.26515816104111e-08,2.84666734629013e-10,1,1.00520725088794,1,0.00520725088794038,0
"bau",0.895657090816585,0.0872878912785359,0.0130968449338085,0.00317557633526155,0.000765223541078774,1.68206737812815e-05,5.52420948651822e-07,1,1.12615662221085,1,0.126156622210851,0
"bav",0.951172989328455,0.042924438323549,0.00477638618955289,0.000941789891832467,0.000181570781135454,2.75769215329902e-06,6.77933224002558e-08,1,1.05604305872339,1,0.0560430587233949,0
"baw",0.879101028441896,0.099826488657999,0.0159718942328355,0.00405031066216566,0.00102501866003846,2.44056820259964e-05,8.53663039257491e-07,1,1.14814843413869,1,0.148148434138686,0
"bax",0.994795319685631,0.00489558681679803,0.000271674340687311,3.34539669087919e-05,3.93923415131781e-06,2.562858902877e-08,3.27234128683074e-10,1,1.00555518444185,1,0.00555518444185399,0
"bba",0.998792037342568,0.00115891567148385,4.43811567889529e-05,4.27281884896047e-06,3.91364860075072e-07,1.63064295399806e-09,1.48074885686356e-11,1,1.00126207014311,1,0.00126207014310875,0
"bbb",0.815267150634909,0.145448836929724,0.0284433374198265,0.00830608052060955,0.00245623832860808,7.51492840921353e-05,3.20688223076626e-06,1,1.23747369435948,1,0.237473694359484,0
"bbc",0.866460774178338,0.109199978025057,0.0182726297344715,0.0047814884705677,0.0012524429178935,3.15338894328887e-05,1.15278423939991e-06,1,1.16526406072988,2,-0.834735939270122,-1
"bbd",0.969368382014683,0.0274952397437719,0.00259867985187412,0.000458244801054719,7.84579149712972e-05,9.75161599026109e-07,2.05120459506603e-08,1,1.03438616439084,1,0.0343861643908401,0
"bbe",0.861175487641433,0.113068949047035,0.0192606025437353,0.00510347179844961,0.00135529923808675,3.48915363290736e-05,1.29819493088768e-06,1,1.17250401333343,1,0.172504013333432,0
"bbf",0.567665959859617,0.281301765580096,0.0926925384225616,0.0393725979176137,0.0178348542325025,0.00105550066472337,7.67833228857429e-05,1,1.661882256369,1,0.661882256369001,0
"bbg",0.675341849392554,0.230620357689601,0.0621067835331327,0.0227896353610505,0.00871857650233032,0.000399241157143959,2.35563641874936e-05,1,1.46021468081918,1,0.460214680819184,0
"bbh",0.26854020626752,0.327978838505642,0.186137270145868,0.118452472012954,0.0871494599922572,0.0103810052749495,0.00136074780080908,2,2.46427814798487,1,1.46427814798487,1
"bbi",0.692299040290224,0.221410695602799,0.0576266381795761,0.020632695430804,0.00767515232646221,0.00033660071165531,1.91774584787918e-05,1,1.43106073586936,2,-0.568939264130638,-1
"bbj",0.990361848391106,0.00895511548257666,0.000590502534495774,8.16172335995624e-05,1.08282649187164e-05,8.67924574432521e-08,1.30084565341804e-09,1,1.0104247270794,1,0.0104247270794031,0
"bbk",0.961434255669276,0.0342859295730948,0.00350708115014597,0.000652736384524788,0.000118339860374683,1.62060740593883e-06,3.67551774571595e-08,1,1.04373998403655,1,0.0437399840365544,0
"bbl",0.35276341442658,0.332940999686857,0.160563937543342,0.0903833095988781,0.0572229844750908,0.00552122701663305,0.000604127252618492,1,2.18534164006942,3,-0.814658359930585,-2
"bbm",0.849331517685065,0.121632333075965,0.0215283016452448,0.00585988685811134,0.00160299787165308,4.32899843362256e-05,1.6728796246035e-06,1,1.18890707562683,1,0.188907075626829,0
"bbo",0.904938763655831,0.0801257883782801,0.0115575352312985,0.00272647610762511,0.000637667693866528,1.33471565001431e-05,4.21776598980017e-07,1,1.11404022438131,1,0.114040224381313,0
"bbp",0.980526616416023,0.0177584494843213,0.00144801713912479,0.000230962255638123,3.557876126703e-05,3.69190896631899e-07,6.75272893158052e-09,1,1.02149157204541,1,0.0214915720454103,0
"bbq",0.862378760700164,0.112190715732565,0.0190343564775819,0.00502932421968472,0.00133147222666241,3.41066775305654e-05,1.26396581157096e-06,1,1.17085140743595,1,0.170851407435955,0
"bbr",0.979421414733657,0.0187336438829937,0.00155448475515974,0.000250900305645008,3.91337711505013e-05,4.14837541540258e-07,7.7138527787568e-09,1,1.02275396986567,1,0.0227539698656747,0
"bbs",0.827299865044596,0.13717296337535,0.0259362621099918,0.00739584523599568,0.00213001138034175,6.24749214721554e-05,2.57793225233449e-06,1,1.22008091102556,5,-3.77991908897444,-4
"bbt",0.676282719879175,0.230117718156201,0.0618555866474978,0.0226668826809414,0.00865825900611805,0.000395540428940522,2.32932011261511e-05,1,1.45858003686995,1,0.458580036869952,0
"bbu",0.866733104276734,0.10899982431158,0.0182221320218309,0.00476515772967634,0.00124726891854909,3.13671091569656e-05,1.14563247310961e-06,1,1.16489234655909,1,0.164892346559091,0
"bbv",0.879566817186096,0.0994778068794604,0.0158888239977301,0.00402441403842779,0.00101712791763109,2.41661216642264e-05,8.43858990351443e-07,1,1.14752310242299,1,0.147523102422992,0
"bbw",0.937061088455007,0.0545637454031027,0.00667484558337428,0.00140479783668923,0.000290431702360983,4.95751262674649e-06,1.33506839250508e-07,1,1.07331514549353,1,0.0733151454935324,0
"bby",0.84790828343749,0.122651476910234,0.0218057001598877,0.00595403342748246,0.00163439870694915,4.43845832018841e-05,1.72277475429805e-06,1,1.19089483190479,1,0.190894831904789,0
"bca",0.829701104438904,0.135503576641153,0.0254442250019487,0.00722025758563016,0.00206823131921796,6.01404228091074e-05,2.4645903373699e-06,1,1.21664121433488,1,0.216641214334882,0
"bcc",0.970934835216721,0.0261421524068781,0.00242764293151154,0.000422975557588523,7.15061091166591e-05,8.69786340729206e-07,1.79918439036086e-08,1,1.0325568462619,1,0.0325568462619001,0
"bcd",0.488980434620223,0.308866599501663,0.116934974114397,0.0549934505928498,0.0280732698772332,0.00198412765443856,0.000167143639195566,1,1.83093347912531,2,-0.169066520874695,-1
"bce",0.817608088178171,0.143850463688327,0.0279502337951909,0.00812501973204882,0.00239056620385703,7.25521856251854e-05,3.07621678019565e-06,1,1.23406947351909,1,0.234069473519091,0
"bcf",0.968495301650337,0.0282475686010797,0.00269524716847203,0.000478359205584811,8.2464418088124e-05,1.036947041122e-06,2.2009397415701e-08,1,1.03540831501872,1,0.0354083150187208,0
"bcg",0.65352944326589,0.241993781555363,0.0680140223694755,0.0257385333390037,0.0102007077625903,0.000493108804961895,3.04029027156094e-05,1,1.49868821880279,1,0.49868821880279,0
"bch",0.611085265234236,0.262546905444185,0.0799454174687695,0.0320612924522916,0.0135853270824018,0.000727085152634754,4.87071654816651e-05,1,1.57689059482427,1,0.57689059482427,0
"bci",0.999948367323795,5.05868937763498e-05,9.81618590079059e-07,6.06006255177149e-08,3.55657081563265e-09,6.61004584401326e-12,3.25295346215171e-14,1,1.00005274619236,1,5.27461923618411e-05,0
"bcj",0.205715435330723,0.310318915716546,0.202013320435103,0.142714724241009,0.119601887796537,0.0170279924197634,0.00260772406031795,2,2.72168358695665,4,-1.27831641304335,-2
"bck",0.10590567984255,0.243465410438045,0.210179374344049,0.184707655259043,0.204623948179144,0.0421319352196275,0.00898599671754141,2,3.30101857402323,4,-0.698981425976766,-2
"bcl",0.994731709654151,0.00495436066551302,0.000275843377111951,3.40421486286768e-05,4.01757605705821e-06,2.62424424413155e-08,3.36095706821027e-10,1,1.00562437739864,1,0.00562437739863775,0
"bcm",0.858783901237631,0.114809967354747,0.0197125715083705,0.00525232210194848,0.00140338153241948,3.64880109390286e-05,1.36825394481122e-06,1,1.17579625238537,1,0.175796252385375,0
"bcn",0.561963975186891,0.283585740666518,0.0944034088123883,0.0403991574864168,0.0184595539003904,0.00110678357231331,8.13803750823183e-05,1,1.67345044646417,1,0.673450446464167,0
"bco",0.925813429200191,0.063655898042393,0.00830124246017472,0.00182600074922634,0.000395906463678708,7.3135622131737e-06,2.09522122540662e-07,1,1.08735783600894,1,0.0873578360089373,0
"bcp",0.976136165107722,0.0216178014243873,0.00188124329918715,0.000313607200787658,5.06033908796999e-05,5.68519211041618e-07,1.10578252110471e-08,1,1.02652643213165,1,0.0265264321316501,0
"bcq",0.991839670534397,0.00760960998686799,0.000478399005680918,6.40385849141056e-05,8.21882059953705e-06,6.21761754304728e-08,8.91365314892312e-10,1,1.00879171526444,1,0.00879171526443923,0
"bcr",0.0854973479516177,0.220428011244887,0.205807866161647,0.192327092478613,0.230888072624428,0.0526925621666025,0.0123590473722046,5,3.47019440656797,3,0.470194406567972,2
"bcs",0.986611197468419,0.0123409586501815,0.00089660823595239,0.000132281642860721,1.8781876707008e-05,1.69346848988283e-07,2.77903033918392e-09,1,1.01460701096592,1,0.0146070109659233,0
"bct",0.953484076304391,0.0409922607438498,0.0044818519284695,0.000873108000507106,0.000166173530242952,2.4697925005146e-06,5.97000393565139e-08,1,1.05325268988602,1,0.0532526898860206,0
"bcu",0.845783128140646,0.124169320365041,0.0222218334787178,0.00609591299389112,0.00168195118190284,4.60545041117699e-05,1.79933568955626e-06,1,1.19386959956646,1,0.193869599566457,0
"bcv",0.601873437057235,0.266722898971576,0.0826064100724662,0.0335392923390565,0.0144158394699246,0.000788368861210365,5.37532285307396e-05,1,1.59448131769061,1,0.594481317690613,0
"bcw",0.903306046484789,0.0813926910125563,0.0118243930805344,0.00280331721049565,0.000659188811976574,1.39204305222851e-05,4.429691261576e-07,1,1.11616044402039,1,0.116160444020386,0
"bcy",0.986983407100971,0.0120066664231921,0.000864967622772328,0.000126887288482758,1.79091377849883e-05,1.59824751433391e-07,2.60204524593632e-09,1,1.01418971482135,1,0.0141897148213537,0
"bcz",0.935502787983501,0.0558329130669947,0.00689443619318453,0.00146042977822392,0.000304040076376522,5.25022625952332e-06,1.42675460335084e-07,1,1.0752463422776,2,-0.924753657722399,-1
"bda",0.963444928243899,0.0325746224744295,0.00327049253780476,0.000600992224158547,0.00010749369216867,1.43877174718643e-06,3.20557921318354e-08,1,1.04135594518468,1,0.0413559451846783,0
"bdb",0.713183292550456,0.209635388775598,0.0522498666104446,0.0181348552570209,0.00651150844462267,0.000270352039059785,1.47363227980257e-05,1,1.39602589967813,2,-0.603974100321872,-1
"bdc",0.523935247642064,0.297699776794738,0.106008427951531,0.0476588044604991,0.0230711483832666,0.00150758972418519,0.000119005043717202,1,1.75322961849559,2,-0.246770381504408,-1
"bdd",0.968840399278182,0.0279503546761843,0.00265697298989631,0.000470369873892595,8.08695107297197e-05,1.01226163651269e-06,2.14094783013152e-08,1,1.03500407808563,1,0.0350040780856262,0
"bde",0.934077048546247,0.0569914021510314,0.00709699754374504,0.00151210141973723,0.000316771644264247,5.52726399316583e-06,1.5143098153203e-07,1,1.07701733298064,1,0.0770173329806449,0
"bdg",0.383148796992014,0.330596604536713,0.150851629848336,0.0814753007668269,0.0490656101987235,0.00440804258350491,0.000454015073881542,1,2.09775251068957,2,0.0977525106895727,-1
"bdi",0.539829433569085,0.292041566415141,0.101118702898482,0.0445358952707119,0.0210458760320609,0.00132684309399878,0.000101682720520913,1,1.7193144739456,1,0.719314473945603,0
"bdj",0.833952597410444,0.132533256250949,0.0245799190238819,0.00691429652338471,0.00196149871329843,5.61588610833441e-05,2.27321695878135e-06,1,1.21057641232923,3,-1.78942358767077,-2
"bdk",0.276032301070052,0.329199232193914,0.184000815766022,0.115747519147497,0.0839525478604448,0.00980423438727307,0.00126334957479701,2,2.43685488199538,3,-0.563145118004625,-1
"bdm",0.917345797578083,0.0703985482780218,0.00958641725275411,0.00217285016423263,0.000486619522692577,9.48385292065534e-06,2.83351295427003e-07,1,1.09808553073937,1,0.098085530739374,0
"bdn",0.0077194448572349,0.0516208656092386,0.0936985205131815,0.149613437573075,0.374874148572959,0.20601502268891,0.116458560185402,5,4.91618128820362,5,-0.0838187117963791,0
"bdo",0.54354346823049,0.290668973611198,0.0999840104282765,0.0438247079751002,0.0205933967600374,0.00128745956486642,9.79834300314231e-05,1,1.71150990383772,1,0.711509903837722,0
"bdp",0.82530414690937,0.138555898243729,0.0263473173423793,0.00754331006953157,0.00218218905444634,6.44632728162842e-05,2.67510772711255e-06,1,1.22294758636531,1,0.222947586365312,0
"bdq",0.79698457513684,0.157738171226062,0.0323812237743956,0.0097867426060394,0.00300712479084164,9.7782026539317e-05,4.38043928197018e-06,1,1.26440453852473,1,0.264404538524726,0
"bdr",0.714941699605849,0.208622409041709,0.0518044567207917,0.0179323964021763,0.0064193563045386,0.000265276942154058,1.44049827810466e-05,1,1.39311875151543,2,-0.606881248484568,-1
"bds",0.846291693798156,0.123806517078164,0.0221220403806867,0.00606181823263297,0.00167049874211633,4.56509810586869e-05,1.78078718560126e-06,1,1.19315698713431,1,0.193156987134309,0
"bdt",0.984691461617869,0.014059587336605,0.0010638369058843,0.000161317669895356,2.35693813778193e-05,2.23281838129807e-07,3.80653020215505e-09,1,1.01676663093194,1,0.0167666309319427,0
"bdu",0.977676183417312,0.0202684721290729,0.00172620273632351,0.000283580133900063,4.50591136472722e-05,4.93072892848723e-07,9.39685118606093e-09,1,1.02475437620358,1,0.0247543762035809,0
"bdv",0.842461042169236,0.126532629622014,0.0228769298678365,0.00632082743857121,0.00175789520696601,4.87516133723664e-05,1.9240820036126e-06,1,1.19853585506015,1,0.198535855060148,0
"bdw",0.351008076535251,0.333015816314394,0.161120798143688,0.090917008621091,0.0577305512502184,0.00559353204780666,0.00061421708755105,1,2.19058360623026,2,0.190583606230257,-1
"bdx",0.0917259703463831,0.227944615404036,0.20752749574571,0.190131882528661,0.222399709590586,0.0491019871453493,0.0111683392392746,2,3.41551406400618,4,-0.584485935993823,-2
"bdy",0.000794424370883714,0.0100330855559319,0.0284174017498609,0.0658912491181056,0.286431082321346,0.284542811148294,0.323889945735578,7,5.77631969585029,3,2.77631969585029,4
"bea",0.206282771470725,0.310545209360177,0.201891783579097,0.14248366815827,0.119255565751099,0.0169492857644445,0.00259171591618801,2,2.71909876831693,4,-1.28090123168307,-2
"beb",0.905349490902895,0.0798066090703945,0.0114906719177579,0.00270729134347136,0.000632314798163613,1.32054068566756e-05,4.16560460569926e-07,1,1.11350761252603,2,-0.886492387473975,-1
"bec",0.906014201026655,0.0792896508311178,0.0113826910739157,0.00267636717990305,0.000623703588770397,1.29780840327776e-05,4.08215605318674e-07,1,1.11264628858754,1,0.112646288587536,0
"bed",0.241649076988806,0.322136222205232,0.193445311744599,0.128498066735496,0.0997055497303206,0.0127804052902089,0.00178536730533718,2,2.56795747510527,2,0.567957475105269,0
"bee",0.777502220399981,0.170455469949161,0.0367414833391582,0.0114959788440216,0.00367192629308166,0.000126948405553495,5.97276904290567e-06,1,1.29378465697389,2,-0.706215343026106,-1
