Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Tumi	Tumi	kku	NA	tumi1238	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	2270	shifting	overview	6a (Vigorous).	language	African Savannah	8.10378	10.5113
Shuwa-Zamani	ShuwaZamani	ksa	NA	shuw1238	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	1000	threatened	overview	6a (Vigorous).	language	African Savannah	14	12.25
Mala (Nigeria)	Mala_Nigeria	ruy	NA	mala1471	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	6630	shifting	overview	6a (Vigorous).	language	African Savannah	8.09838	10.5776
Ruma	Ruma	ruz	NA	ruma1250	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	5090	shifting	overview	6a (Vigorous).	language	African Savannah	8.21883	10.571
Dek	Dek	dek	NA	dekk1240	Unattested	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Unclassified	2980	threatened	comparative	6a (Vigorous).	language	African Savannah	14.4833	11.0183
Pisabo	Pisabo	pig	NA	pisa1244	Unattested	Panoan	500	shifting	comparative	6b (Threatened).	language	NE South America	-73.3411	-6.32551
Xipináwa	Xipinawa	xip	NA	xipi1238	Unattested	NA	NA	NA	overview	NA	language	NE South America	-68.8333	-8.74999
Shinabo	Shinabo	snh	NA	shin1267	Unattested	NA	NA	NA	overview	NA	language	NE South America	-62.3404	-14.3798
Wares	Wares	wai	NA	ware1254	Unattested	Tor-Kwerba, Orya-Tor, Tor	200	shifting	overview	7 (Shifting).	language	N Coast New Guinea	139.337	-2.47357
Tukumanféd	Tukumanfed	tkf	NA	tuku1240	Unattested	Tupian, Tupí-Guaraní, Kawahib, Parintintin	0	extinct	NA	10 (Extinct).	language	NE South America	-61.42	-11.518
Morerebi	Morerebi	xmo	NA	more1262	Unattested	Tupian, Tupí-Guaraní, Kawahib, Parintintin	100	threatened	NA	6b (Threatened).	language	NE South America	-61.3858	-8.66822
Aguano	Aguano	aga	NA	agua1251	Unattested	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-75.8333	-5.25
Agavotaguerra	Agavotaguerra	avo	NA	agav1236	Unattested	Unclassified	0	extinct	overview	10 (Extinct).	language	NE South America	-53.43936	-13.29849
Gail	Gail	gic	NA	gail1235	Unclassifiable	Unclassified	20000	extinct	minimal	9 (Second language only).	language	S Africa	26.895	-28.77
Haitian Vodoun Culture Language	Haitian_Vodoun_Culture_Language	hvc	NA	hait1241	Unclassifiable	Unclassified	0	extinct	NA	9 (Second language only).	language	Mesoamerica	-72.394	18.911
Ná-Meo	NaMeo	neo	NA	name1237	Unclassifiable	Unclassified	1200	not endangered	NA	6a (Vigorous). Language of recognized ethnic group: Hmong.	language	Southeast Asia	106.435	22.4189
Pijao	Pijao	pij	NA	pija1235	Unclassifiable	Unclassified	0	extinct	wordlist	10 (Extinct).	language	NE South America	-75.3333	0.49999
Polari	Polari	pld	NA	pola1249	Unclassifiable	Unclassified	0	extinct	wordlist	9 (Second language only).	language	Europe	-1.39091	51.7866
Quinqui	Quinqui	quq	NA	quin1236	Unclassifiable	Unclassified	NA	not endangered	socling	6a (Vigorous).	language	Europe	-3.68704	40.2638
Traveller Scottish	Traveller_Scottish	trl	NA	trav1235	Unclassifiable	Unclassified	460	threatened	NA	6a (Vigorous).	language	Europe	-4.38593	55.9829
Uamué	Uamue	uam	NA	uamu1236	Unclassifiable	Language isolate	0	extinct	wordlist	9 (Dormant).	language	NE South America	-38.75	-8.49999
Karirí-Xocó	KaririXoco	kzw	NA	kari1255	Unclassifiable	Language isolate	0	extinct	NA	9 (Dormant).	language	NE South America	-36.3333	-9.84999
Kaimbé	Kaimbe	xai	NA	kaim1235	Unclassifiable	Unclassified	0	extinct	wordlist	9 (Dormant).	language	NE South America	-39.0262926	-10.4795944
Kambiwá	Kambiwa	xbw	NA	kamb1239	Unclassifiable	Unclassified	0	extinct	wordlist	9 (Dormant).	language	NE South America	-36.5993292	-8.6093993
Kapinawá	Kapinawa	xpn	NA	kapi1248	Unclassifiable	Unclassified	0	extinct	overview	9 (Dormant).	language	NE South America	-38.3333	-8.49999
Bazigar	Bazigar	bfr	NA	bazi1237	Unclassifiable	Dravidian, Unclassified	58200	shifting	overview	7 (Shifting).	language	Indic	77.2213	25.2977
Carabayo	Carabayo	cby	NA	cara1245	Unclassifiable	Unclassified	150	extinct	wordlist	6b (Threatened).	language	NE South America	-69.9099	-1.7922
Uru-Pa-In	UruPaIn	urp	NA	urup1235	Unclassifiable	Tupian, Tupí-Guaraní, Kawahib	200	not endangered	NA	6b (Threatened).	language	NE South America	-62.7226	-11.2946
