Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Kajakse	Kajakse	ckq	NA	kaja1254	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	10000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	20.879	12.2492
Masmaje	Masmaje	mes	NA	masm1239	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	25700	not endangered	wordlist	6a (Vigorous).	language	African Savannah	19.2769	13.076
Mubi	Mubi	mub	NA	mubi1246	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	35300	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	19.5902	12.6893
Toram	Toram	trj	NA	tora1267	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	8460	shifting	wordlist	8a (Moribund).	language	African Savannah	19.5254	11.2027
Zirenkel	Zirenkel	zrn	NA	zire1244	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	2240	shifting	wordlist	6b (Threatened).	language	African Savannah	18.5374	12.2275
Mukulu	Mukulu	moz	NA	muku1242	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.2	12000	not endangered	grammar_sketch	5 (Developing).	language	African Savannah	18.1822	11.8644
Barain	Barain	bva	NA	bare1279	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.3	4100	shifting	long_grammar	6a (Vigorous).	language	African Savannah	18.0764	11.1168
Saba	Saba	saa	NA	saba1276	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.3	1340	shifting	grammar_sketch	6b (Threatened).	language	African Savannah	18.4906	11.3072
Sokoro	Sokoro	sok	NA	soko1263	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.3	5000	shifting	grammar_sketch	6a (Vigorous).	language	African Savannah	17.6423	11.4634
Tamki	Tamki	tax	NA	tamk1242	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.3	500	shifting	wordlist	7 (Shifting).	language	African Savannah	18.2295	11.4926
Herde	Herde	hed	NA	herd1236	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	40000	not endangered	dictionary	6a (Vigorous).	language	African Savannah	14.9267	9.14343
Peve	Peve	lme	NA	peve1243	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	35720	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	14.441	9.16111
Masana	Masana	mcn	NA	masa1322	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	295000	not endangered	grammar	5 (Developing).	language	African Savannah	15.4748	10.0606
Marba	Marba	mpg	NA	marb1239	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	218000	not endangered	dictionary	5 (Developing).	language	African Savannah	15.8444	9.50664
Musey	Musey	mse	NA	muse1242	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	358000	not endangered	grammar_sketch	5 (Developing).	language	African Savannah	15.4115	9.81612
Ngete	Ngete	nnn	NA	nget1241	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	10000	not endangered	overview	6a (Vigorous).	language	African Savannah	15.29053	9.31902
Mesme	Mesme	zim	NA	mesm1239	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	20100	not endangered	grammar_sketch	5 (Developing).	language	African Savannah	15.7018	9.28888
Zumaya	Zumaya	zuy	NA	zuma1239	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	0	nearly extinct	wordlist	10 (Extinct).	language	African Savannah	14.44451	10.55798
Gwandara	Gwandara	gwn	NA	gwan1268	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.1	27300	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	7.49931	9.20464
Hausa	Hausa	hau	NA	haus1257	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.1	27374100	not endangered	long_grammar	2 (Provincial). De facto provincial language in northern region. Spoken as L2 in the north.	language	African Savannah	8.7804	11.1513
Bole	Bole	bol	NA	nucl1695	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	100000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	11.2322	11.4839
Beele	Beele	bxq	NA	beel1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	120	shifting	grammar_sketch	6b (Threatened).	language	African Savannah	10.4204	10.1609
Deno	Deno	dbb	NA	deno1239	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	6000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	10.43937	10.63147
Geruma	Geruma	gea	NA	geru1240	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	9030	shifting	grammar_sketch	6a (Vigorous).	language	African Savannah	9.78484	10.4775
Gera	Gera	gew	NA	gera1246	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	200000	threatened	grammar_sketch	6a (Vigorous).	language	African Savannah	10.12	10.4331
Galambu	Galambu	glo	NA	gala1264	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	25000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	10.2542	10.1258
Giiwo	Giiwo	kks	NA	giiw1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	14000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	10.46037	10.35754
Kubi	Kubi	kof	NA	kubi1239	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	0	extinct	wordlist	9 (Dormant).	language	African Savannah	10.2746	10.6274
Kholok	Kholok	ktc	NA	khol1240	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	2500	threatened	specific_feature	6a (Vigorous).	language	African Savannah	10.9671	9.33645
Maaka	Maaka	mew	NA	maak1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	10000	threatened	specific_feature	6a (Vigorous).	language	African Savannah	11.9035	11.5007
Ngamo	Ngamo	nbh	NA	ngam1282	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	60000	threatened	grammar_sketch	6a (Vigorous).	language	African Savannah	11.2108	12.0048
Nyam	Nyam	nmi	NA	nyam1285	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	100	threatened	grammar	6b (Threatened).	language	African Savannah	10.83652	9.18024
Karekare	Karekare	kai	NA	kare1348	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Karekare	150000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	10.8732	12.5176
Bure	Bure	bvh	NA	bure1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper	20	nearly extinct	grammar_sketch	8b (Nearly extinct).	language	African Savannah	10.4554	10.4603
Dera (Nigeria)	Dera_Nigeria	kna	NA	dera1248	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Dera	20000	not endangered	grammar	5 (Developing).	language	African Savannah	12.0256	10.072
Kutto	Kutto	kpa	NA	kutt1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	3000	shifting	specific_feature	6a (Vigorous).	language	African Savannah	11.4953	10.7074
Kwaami	Kwaami	ksq	NA	kwaa1269	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	10000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	11.0192	10.4141
Kushi	Kushi	kuh	NA	kush1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	11000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	10.9396	9.40731
Pero	Pero	pip	NA	pero1241	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	25000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	11.044	9.62092
Piya-Kwonci	PiyaKwonci	piy	NA	piya1245	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	5000	not endangered	specific_feature	5 (Developing).	language	African Savannah	10.8379	9.31975
Tangale	Tangale	tan	NA	nucl1696	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.2, Tangale, Tangale Proper	200000	threatened	grammar_sketch	6b (Threatened).	language	African Savannah	11.3228	9.75444
Ngas	Ngas	anc	NA	ngas1240	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	400000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	9.46146	9.32042
Cakfem-Mushere-Jibyal	CakfemMushereJibyal	cky	NA	cakf1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	5000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	9.16071	9.00924
Jorto	Jorto	jrt	NA	jort1240	Bookkeeping	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	17300	not endangered	comparative	6a (Vigorous).	language	African Savannah	9.42486	8.93055
Pan	Pan	kwl	NA	kofy1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	110000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	9.15279	8.79947
Miship	Miship	mjs	NA	mish1244	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	6000	not endangered	grammar	6a (Vigorous).	language	African Savannah	9.33752	9.20477
Mwaghavul	Mwaghavul	sur	NA	mwag1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	150000	not endangered	grammar	3 (Wider communication).	language	African Savannah	8.96522	9.47205
Goemai	Goemai	ank	NA	goem1240	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	200000	threatened	long_grammar	6b (Threatened).	language	African Savannah	9.72453	8.74455
Koenoem	Koenoem	kcs	NA	koen1239	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	3000	shifting	grammar_sketch	6a (Vigorous).	language	African Savannah	9.46622	9.01129
Montol	Montol	mtl	NA	mont1280	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	21900	not endangered	wordlist	6a (Vigorous).	language	African Savannah	9.65014	9.01778
Pyapun	Pyapun	pcw	NA	pyap1239	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	17300	threatened	comparative	6a (Vigorous).	language	African Savannah	9.43733	9.09539
Tal	Tal	tal	NA	tall1250	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	10000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	9.50774	9.15354
Yiwom	Yiwom	gek	NA	yiwo1237	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Yiwom	14100	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	9.78757	8.97395
Fyer	Fyer	fie	NA	fyer1241	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Fyer	26100	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	9.29503	9.49936
Tambas	Tambas	tdk	NA	tamb1267	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Fyer	3000	threatened	wordlist	6a (Vigorous).	language	African Savannah	9.32836	9.36039
Ron	Ron	cla	NA	ronn1241	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Ron Proper	176000	not endangered	grammar	6a (Vigorous).	language	African Savannah	9.02	9.3
Duhwa	Duhwa	kbz	NA	duhw1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Ron Proper	800	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.77995	9.32586
Kulere	Kulere	kul	NA	kule1247	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Ron Proper	15600	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	8.85	9.18
Mundat	Mundat	mmf	NA	mund1334	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Ron Proper	1000	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.76875	9.15151
Sha	Sha	scw	NA	shaa1247	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.4, Ron Proper	3000	shifting	grammar_sketch	6a (Vigorous).	language	African Savannah	8.77569	9.23281
Daza	Daza	dzd	NA	daza1244	Unattested	NA	NA	NA	overview	NA	language	African Savannah	10.48652	10.11845
Bade	Bade	bde	NA	bade1248	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.1, Bade Proper	250000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	10.6557	12.789
Ngizim	Ngizim	ngi	NA	ngiz1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.1, Bade Proper	80000	threatened	long_grammar	6a (Vigorous).	language	African Savannah	11.0178	12.1051
Teshenawa	Teshenawa	twc	NA	tesh1239	Afro-Asiatic	NA	NA	extinct	wordlist	NA	language	African Savannah	8.35594	9.64189
Duwai	Duwai	dbp	NA	duwa1244	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.1, Duwai	11400	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	11.3367	12.803
Auyokawa	Auyokawa	auo	NA	auyo1240	Afro-Asiatic	NA	NA	extinct	wordlist	NA	language	African Savannah	11.322	9.85747
Ajawa	Ajawa	ajw	NA	ajaw1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	0	extinct	socling	10 (Extinct).	language	African Savannah	9.89205	10.21
Mburku	Mburku	bbt	NA	mbur1239	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	12000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	9.81365	10.9276
Diri	Diri	dwa	NA	diri1259	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	7200	not endangered	wordlist	6a (Vigorous).	language	African Savannah	9.32363	11.1701
Zumbun	Zumbun	jmb	NA	zumb1240	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	2000	threatened	wordlist	6a (Vigorous).	language	African Savannah	9.9683	10.827
Kariya	Kariya	kil	NA	kari1316	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	2000	shifting	wordlist	6a (Vigorous).	language	African Savannah	9.63992	11.0119
Miya	Miya	mkf	NA	miya1266	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	30000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	9.71505	10.923400000000001
Pa'a	Pa?a	pqa	NA	paaa1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	8000	shifting	grammar	6a (Vigorous).	language	African Savannah	9.30091	11.0175
Siri	Siri	sir	NA	siri1278	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	3800	shifting	wordlist	8a (Moribund).	language	African Savannah	9.66743	10.764
Ciwogai	Ciwogai	tgd	NA	ciwo1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	2000	threatened	wordlist	6a (Vigorous).	language	African Savannah	9.88558	10.8881
Warji	Warji	wji	NA	warj1253	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.2	77700	threatened	specific_feature	6a (Vigorous).	language	African Savannah	9.56925	11.1718
Boghom	Boghom	bux	NA	bogh1241	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Boghom	50000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	10.11454	9.49679
Kir-Balar	KirBalar	kkr	NA	kirb1236	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Boghom	3050	threatened	wordlist	6a (Vigorous).	language	African Savannah	9.77003	10.1456
Mangas	Mangas	zns	NA	mang1416	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Boghom	100	shifting	wordlist	6b (Threatened).	language	African Savannah	9.76103	10.0839
Jimi (Nigeria)	Jimi_Nigeria	jmi	NA	jimi1255	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Eastern	1000	moribund	wordlist	7 (Shifting).	language	African Savannah	9.8118	10.7299
Guruntum-Mbaaru	GuruntumMbaaru	grd	NA	guru1271	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Guruntum	15000	threatened	grammar	8a (Moribund).	language	African Savannah	10.162	9.87332
Ju	Ju	juu	NA	juuu1243	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Guruntum	900	shifting	wordlist	6a (Vigorous).	language	African Savannah	9.81175	10.1845
Tala	Tala	tak	NA	tala1295	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Guruntum	1000	shifting	wordlist	6a (Vigorous).	language	African Savannah	9.85457	10.233
Zangwal	Zangwal	zah	NA	zang1255	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Guruntum	100	shifting	wordlist	6b (Threatened).	language	African Savannah	9.74694	10.2284
Geji	Geji	gji	NA	geji1246	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	6000	shifting	specific_feature	6a (Vigorous).	language	African Savannah	9.64965	10.3478
Polci	Polci	plj	NA	polc1243	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	22000	threatened	grammar_sketch	6a (Vigorous).	language	African Savannah	9.53362	10.0258
Saya	Saya	say	NA	saya1246	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	300000	threatened	grammar_sketch	6a (Vigorous).	language	African Savannah	9.71748	9.69441
Zari	Zari	zaz	NA	zari1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	0	shifting	wordlist	9 (Dormant).	language	African Savannah	9.40332	9.71269
Zeem	Zeem	zua	NA	zeem1242	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	400	shifting	wordlist	7 (Shifting).	language	African Savannah	9.28934	9.95001
Dass	Dass	dot	NA	dass1243	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3	8830	shifting	grammar_sketch	6a (Vigorous).	language	African Savannah	9.51838	9.9325
Luri	Luri	ldd	NA	luri1256	Afro-Asiatic	Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper	0	nearly extinct	wordlist	10 (Extinct).	language	African Savannah	9.59745	10.059
Xamtanga	Xamtanga	xan	NA	xamt1239	Afro-Asiatic	Afro-Asiatic, Cushitic, Central, Eastern	224000	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	38.8352	12.4479
Bilin	Bilin	byn	NA	bili1260	Afro-Asiatic	Afro-Asiatic, Cushitic, Central, Northern	120000	threatened	grammar	5 (Developing).	language	Greater Abyssinia	38.3917	15.7833
Awngi	Awngi	awn	NA	awng1244	Afro-Asiatic	Afro-Asiatic, Cushitic, Central, Southern	553400	not endangered	grammar_sketch	4 (Educational).	language	Greater Abyssinia	36.6916	10.9819
Qimant	Qimant	ahg	NA	qima1242	Afro-Asiatic	Afro-Asiatic, Cushitic, Central, Western	4830	shifting	long_grammar	8b (Nearly extinct).	language	Greater Abyssinia	37.0542	12.8119
Bussa	Bussa	dox	NA	buss1239	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Konso-Gidole	20620	shifting	grammar_sketch	6b (Threatened).	language	Greater Abyssinia	37.2017	5.74987
Ale-Gawwada	AleGawwada	gwd	NA	gaww1239	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Dullay	69970	not endangered	grammar_sketch	6a (Vigorous).	language	Greater Abyssinia	37.2737	5.37869
Tsamai	Tsamai	tsb	NA	tsam1247	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Dullay	19200	shifting	long_grammar	6a (Vigorous).	language	Greater Abyssinia	36.9139	5.3097
Alaba-K'abeena	AlabaK?abeena	alw	NA	alab1254	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	316700	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	38.1732	7.39014
Burji	Burji	bji	NA	burj1242	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	70100	threatened	long_grammar	4 (Educational).	language	Greater Abyssinia	38.4646	4.44624
Gedeo	Gedeo	drs	NA	gede1246	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	1023000	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	38.2395	6.18469
Hadiyya	Hadiyya	hdy	NA	hadi1240	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	1401000	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	37.7577	7.57377
Kambaata	Kambaata	ktb	NA	kamb1316	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	792300	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	37.9088	7.37582
Libido	Libido	liq	NA	libi1250	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	73610	not endangered	specific_feature	4 (Educational).	language	Greater Abyssinia	38.4997	8.09761
Sidamo	Sidamo	sid	NA	sida1246	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Highland	3081000	not endangered	long_grammar	4 (Educational).	language	Greater Abyssinia	38.3729	6.74176
Dirasha	Dirasha	gdl	NA	dira1242	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Konso-Gidole	56900	not endangered	grammar_sketch	5 (Developing).	language	Greater Abyssinia	37.4026	5.60452
Konso	Konso	kxc	NA	kons1243	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Konso-Gidole	242000	not endangered	long_grammar	5 (Developing).	language	Greater Abyssinia	37.53	5.39111
Waata	Waata	ssn	NA	waat1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Oromo	12600	threatened	grammar_sketch	6a (Vigorous).	language	S Africa	37.8568	0.55656
Aweer	Aweer	bob	NA	awee1242	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Rendille-Boni	7600	shifting	grammar_sketch	6a (Vigorous).	language	S Africa	41.234	-1.40124
Rendille	Rendille	rel	NA	rend1243	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Rendille-Boni	60000	not endangered	grammar	6a (Vigorous).	language	S Africa	37.3608	2.27065
Afar	Afar	aar	NA	afar1241	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Saho-Afar	1968000	not endangered	long_grammar	2 (Provincial). Statutory provincial working language in Afar Region (1994, Constitution, Art 47).	language	Greater Abyssinia	41.8083	12.2281
Saho	Saho	ssy	NA	saho1246	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Saho-Afar	285800	not endangered	grammar	5 (Developing).	language	Greater Abyssinia	39.75	14.75
Dabarre	Dabarre	dbr	NA	daba1260	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	20000	threatened	grammar_sketch	6a (Vigorous).	language	Greater Abyssinia	43.3304	1.2179
Garre	Garre	gex	NA	garr1259	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	50000	threatened	grammar	6a (Vigorous).	language	Greater Abyssinia	44.6862	2.29633
Jiiddu	Jiiddu	jii	NA	jiid1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	20000	threatened	grammar_sketch	6a (Vigorous).	language	Greater Abyssinia	44.1294	1.84353
Somali	Somali	som	NA	soma1255	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	16396400	not endangered	long_grammar	1 (National). Statutory national language (2004, Transitional Federal Charter, Article 7(1)).	language	Greater Abyssinia	45.152856	4.778704
Tunni	Tunni	tqq	NA	tunn1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	20000	threatened	long_grammar	6a (Vigorous).	language	Greater Abyssinia	43.6847	1.06167
Maay	Maay	ymm	NA	maay1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Somali	1750000	not endangered	grammar_sketch	5 (Developing).	language	Greater Abyssinia	43.6182	3.22288
Arbore	Arbore	arv	NA	arbo1245	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Western Omo-Tana	10320	shifting	long_grammar	6a (Vigorous).	language	Greater Abyssinia	36.7986	4.92183
Baiso	Baiso	bsw	NA	bais1246	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Western Omo-Tana	5480	shifting	grammar_sketch	6a (Vigorous).	language	Greater Abyssinia	37.7681	6.44892
Daasanach	Daasanach	dsh	NA	daas1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Western Omo-Tana	60500	threatened	long_grammar	5 (Developing).	language	Greater Abyssinia	35.9888	4.58879
El Molo	El_Molo	elo	NA	elmo1238	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Western Omo-Tana	8	extinct	grammar_sketch	8b (Nearly extinct).	language	S Africa	36.7619	2.79312
Yaaku	Yaaku	muu	NA	yaak1241	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Yaaku	10	moribund	grammar_sketch	8a (Moribund).	language	S Africa	37.1008	0.46863
Boon	Boon	bnl	NA	boon1242	Afro-Asiatic	Afro-Asiatic, Cushitic, East	59	moribund	comparative	8b (Nearly extinct).	language	Greater Abyssinia	43.1208	0.41988
