ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO,iso639_3_macro,glottocode,Family_name_glottolog,Population_numeric_ethnologue,AES,Language_status_ethnologue,iso_macro,EGIDS,LMP_POP1,LEI,UNESCO,count
CAT-FRA,cat-FRA,cat-fr,cat-EU,Catalan,Catalan,CATALAN,Catalan,cat,NA,stan1289,Indo-European,4105420,threatened,"2 (Provincial). Statutory provincial language in Catalonia Autonomous Community (1979, Autonomy Act, No. 4, 1979, Article 3(2,5)). Statutory provincial language in Valencia Autonomous Community (1982, Autonomy Act, No. 9, 1982, Article 7), Valencian in local laws. Statutory provincial language in Aragon Autonomous Community (1982, Autonomy Act, No. 8, 1982, Article 7), LAPAO (Eastern Aragonese) in local laws. Statutory provincial language in Balearic Islands (1983, Statute of Autonomy of the Balearic Islands, No. 2 (1983), Article 3(3)).",cat-NA,2,3900000,Vulnerable,Definitely endangered,4
CAT-AND,cat-AND,cat-ad,cat-AN,Catalan,Catalan,CATALAN,Catalan,cat,NA,stan1289,Indo-European,4105420,threatened,"2 (Provincial). Statutory provincial language in Catalonia Autonomous Community (1979, Autonomy Act, No. 4, 1979, Article 3(2,5)). Statutory provincial language in Valencia Autonomous Community (1982, Autonomy Act, No. 9, 1982, Article 7), Valencian in local laws. Statutory provincial language in Aragon Autonomous Community (1982, Autonomy Act, No. 8, 1982, Article 7), LAPAO (Eastern Aragonese) in local laws. Statutory provincial language in Balearic Islands (1983, Statute of Autonomy of the Balearic Islands, No. 2 (1983), Article 3(3)).",cat-NA,2,3900000,Vulnerable,Definitely endangered,4
CAT-ITA,cat-ITA,cat-it,cat-IT,Catalan,Catalan,CATALAN,Catalan,cat,NA,stan1289,Indo-European,4105420,threatened,"2 (Provincial). Statutory provincial language in Catalonia Autonomous Community (1979, Autonomy Act, No. 4, 1979, Article 3(2,5)). Statutory provincial language in Valencia Autonomous Community (1982, Autonomy Act, No. 9, 1982, Article 7), Valencian in local laws. Statutory provincial language in Aragon Autonomous Community (1982, Autonomy Act, No. 8, 1982, Article 7), LAPAO (Eastern Aragonese) in local laws. Statutory provincial language in Balearic Islands (1983, Statute of Autonomy of the Balearic Islands, No. 2 (1983), Article 3(3)).",cat-NA,2,3900000,Vulnerable,Definitely endangered,4
CAX-BOL,cax-BOL,cax-bo,cax-BL,Chiquitano,Chiquitano,CHIQUITANO,Chiquitano,cax,NA,chiq1248,Chiquitano,5860,shifting,7 (Shifting).,cax-NA,7,5860,Threatened,Definitely endangered,4
CAX-BOL,cax-BOL,cax-bo,cax-BL,Chiquitano,Chiquitano,CHIQUITANO,Chiquitano,cax,NA,chiq1248,Chiquitano,5860,shifting,7 (Shifting).,cax-NA,7,5860,Threatened,Critically endangered,4
CAX-BRA,cax-BRA,cax-br,cax-BR,Chiquitano,Chiquitano,CHIQUITANO,Chiquitano,cax,NA,chiq1248,Chiquitano,5860,shifting,7 (Shifting).,cax-NA,7,5860,Threatened,Definitely endangered,4
CAX-BRA,cax-BRA,cax-br,cax-BR,Chiquitano,Chiquitano,CHIQUITANO,Chiquitano,cax,NA,chiq1248,Chiquitano,5860,shifting,7 (Shifting).,cax-NA,7,5860,Threatened,Critically endangered,4
CAY-USA,cay-USA,cay-us,cay-US,Cayuga,Cayuga,CAYUGA,Cayuga,cay,NA,cayu1261,Iroquoian,246,moribund,8a (Moribund).,cay-NA,8a,250,Severely Endangered,Critically endangered,4
CAY-USA,cay-USA,cay-us,cay-US,Cayuga,Cayuga,CAYUGA,Cayuga,cay,NA,cayu1261,Iroquoian,246,moribund,8a (Moribund).,cay-NA,8a,250,Severely Endangered,Extinct,4
CAY-CAN,cay-CAN,cay-ca,cay-CA,Cayuga,Cayuga,CAYUGA,Cayuga,cay,NA,cayu1261,Iroquoian,246,moribund,8a (Moribund).,cay-NA,8a,250,Severely Endangered,Critically endangered,4
CAY-CAN,cay-CAN,cay-ca,cay-CA,Cayuga,Cayuga,CAYUGA,Cayuga,cay,NA,cayu1261,Iroquoian,246,moribund,8a (Moribund).,cay-NA,8a,250,Severely Endangered,Extinct,4
CBC-COL,cbc-COL,cbc-co,cbc-CO,Carapana,Carapana,CARAPANA,Carapana,cbc,NA,cara1272,Tucanoan,642,shifting,5 (Developing).,cbc-NA,5,642,Endangered,Severely endangered,4
CBC-COL,cbc-COL,cbc-co,cbc-CO,Carapana,Carapana,CARAPANA,Carapana,cbc,NA,cara1272,Tucanoan,642,shifting,5 (Developing).,cbc-NA,5,642,Endangered,Definitely endangered,4
CBC-BRA,cbc-BRA,cbc-br,cbc-BR,Karapanã,Karapanã,KARAPANA,Karapanã,cbc,NA,cara1272,Tucanoan,642,shifting,5 (Developing).,cbc-NA,5,642,Endangered,Severely endangered,4
CBC-BRA,cbc-BRA,cbc-br,cbc-BR,Karapanã,Karapanã,KARAPANA,Karapanã,cbc,NA,cara1272,Tucanoan,642,shifting,5 (Developing).,cbc-NA,5,642,Endangered,Definitely endangered,4
CBS-BRA,cbs-BRA,cbs-br,cbs-BR,Cashinahua,Cashinahua,CASHINAHUA,Cashinahua,cbs,NA,cash1254,Pano-Tacanan,1150,shifting,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cbs-NA,5,1150,Threatened,Vulnerable,4
CBS-BRA,cbs-BRA,cbs-br,cbs-BR,Cashinahua,Cashinahua,CASHINAHUA,Cashinahua,cbs,NA,cash1254,Pano-Tacanan,1150,shifting,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cbs-NA,5,1150,Threatened,Definitely endangered,4
CBS-PER,cbs-PER,cbs-pe,cbs-PE,Kashinawa,Kashinawa,KASHINAWA,Kashinawa,cbs,NA,cash1254,Pano-Tacanan,1150,shifting,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cbs-NA,5,1150,Threatened,Vulnerable,4
CBS-PER,cbs-PER,cbs-pe,cbs-PE,Kashinawa,Kashinawa,KASHINAWA,Kashinawa,cbs,NA,cash1254,Pano-Tacanan,1150,shifting,"5 (Developing). Recognized language (1993, Constitution, Article 48).",cbs-NA,5,1150,Threatened,Definitely endangered,4
CFM-MMR,cfm-MMR,cfm-mm,cfm-BM,Falam Chin,"Chin, Falam","CHIN, FALAM","Chin, Falam",cfm,NA,fala1243,Sino-Tibetan,107300,threatened,5 (Developing).,cfm-NA,5,107300,Severely Endangered,NA,4
CFM-MMR,cfm-MMR,cfm-mm,cfm-BM,Falam Chin,"Chin, Falam","CHIN, FALAM","Chin, Falam",cfm,NA,fala1243,Sino-Tibetan,107300,threatened,5 (Developing).,cfm-NA,5,107300,Vulnerable,NA,4
CFM-IND,cfm-IND,cfm-in,cfm-IN,Falam Chin,"Chin, Falam","CHIN, FALAM","Chin, Falam",cfm,NA,fala1243,Sino-Tibetan,107300,threatened,5 (Developing).,cfm-NA,5,107300,Severely Endangered,NA,4
CFM-IND,cfm-IND,cfm-in,cfm-IN,Falam Chin,"Chin, Falam","CHIN, FALAM","Chin, Falam",cfm,NA,fala1243,Sino-Tibetan,107300,threatened,5 (Developing).,cfm-NA,5,107300,Vulnerable,NA,4
CKH-BGD,ckh-BGD,ckh-bd,ckh-BG,Chak,Chak,CHAK,Chak,ckh,NA,chak1270,Sino-Tibetan,4000,threatened,6a (Vigorous).,ckh-NA,6a,4000,NA,Severely endangered,4
CKH-BGD,ckh-BGD,ckh-bd,ckh-BG,Chak,Chak,CHAK,Chak,ckh,NA,chak1270,Sino-Tibetan,4000,threatened,6a (Vigorous).,ckh-NA,6a,4000,NA,Vulnerable,4
CKH-MMR,ckh-MMR,ckh-mm,ckh-BM,Chak,Chak,CHAK,Chak,ckh,NA,chak1270,Sino-Tibetan,4000,threatened,6a (Vigorous).,ckh-NA,6a,4000,NA,Severely endangered,4
CKH-MMR,ckh-MMR,ckh-mm,ckh-BM,Chak,Chak,CHAK,Chak,ckh,NA,chak1270,Sino-Tibetan,4000,threatened,6a (Vigorous).,ckh-NA,6a,4000,NA,Vulnerable,4
COC-MEX,coc-MEX,coc-mx,coc-MX,Cocopa,Cocopa,COCOPA,Cocopa,coc,NA,coco1261,Cochimi-Yuman,600,shifting,7 (Shifting).,coc-NA,7,350,Endangered,Severely endangered,4
COC-MEX,coc-MEX,coc-mx,coc-MX,Cocopa,Cocopa,COCOPA,Cocopa,coc,NA,coco1261,Cochimi-Yuman,600,shifting,7 (Shifting).,coc-NA,7,350,Endangered,Definitely endangered,4
COC-USA,coc-USA,coc-us,coc-US,Cocopa,Cocopa,COCOPA,Cocopa,coc,NA,coco1261,Cochimi-Yuman,600,shifting,7 (Shifting).,coc-NA,7,350,Endangered,Severely endangered,4
COC-USA,coc-USA,coc-us,coc-US,Cocopa,Cocopa,COCOPA,Cocopa,coc,NA,coco1261,Cochimi-Yuman,600,shifting,7 (Shifting).,coc-NA,7,350,Endangered,Definitely endangered,4
CON-ECU,con-ECU,con-ec,con-EC,Cofán,Cofán,COFAN,Cofán,con,NA,cofa1242,Cofán,2580,shifting,5 (Developing).,con-NA,5,2400,Threatened,Severely endangered,4
CON-ECU,con-ECU,con-ec,con-EC,Cofán,Cofán,COFAN,Cofán,con,NA,cofa1242,Cofán,2580,shifting,5 (Developing).,con-NA,5,2400,Threatened,Definitely endangered,4
CON-COL,con-COL,con-co,con-CO,Cofán,Cofán,COFAN,Cofán,con,NA,cofa1242,Cofán,2580,shifting,5 (Developing).,con-NA,5,2400,Threatened,Severely endangered,4
CON-COL,con-COL,con-co,con-CO,Cofán,Cofán,COFAN,Cofán,con,NA,cofa1242,Cofán,2580,shifting,5 (Developing).,con-NA,5,2400,Threatened,Definitely endangered,4
CRH-UZB,crh-UZB,crh-uz,crh-UZ,Crimean Tatar,Crimean Tatar,CRIMEAN TATAR,Crimean Tatar,crh,NA,crim1257,Turkic,573540,moribund,"5 (Developing). Recognized language (2009, No. 1167-VI, Autonomous Republic Crimea Republic Constitution (amended), Articles 11-13), protected language.",crh-NA,5,175370,NA,Severely endangered,4
CRH-BGR,crh-BGR,crh-bg,crh-BU,Crimean Tatar,Crimean Tatar,CRIMEAN TATAR,Crimean Tatar,crh,NA,crim1257,Turkic,573540,moribund,"5 (Developing). Recognized language (2009, No. 1167-VI, Autonomous Republic Crimea Republic Constitution (amended), Articles 11-13), protected language.",crh-NA,5,175370,NA,Severely endangered,4
CRH-ROU,crh-ROU,crh-ro,crh-RO,Crimean Tatar,Crimean Tatar,CRIMEAN TATAR,Crimean Tatar,crh,NA,crim1257,Turkic,573540,moribund,"5 (Developing). Recognized language (2009, No. 1167-VI, Autonomous Republic Crimea Republic Constitution (amended), Articles 11-13), protected language.",crh-NA,5,175370,NA,Severely endangered,4
CRH-TUR,crh-TUR,crh-tr,crh-TU,Crimean Tatar,Crimean Tatar,CRIMEAN TATAR,Crimean Tatar,crh,NA,crim1257,Turkic,573540,moribund,"5 (Developing). Recognized language (2009, No. 1167-VI, Autonomous Republic Crimea Republic Constitution (amended), Articles 11-13), protected language.",crh-NA,5,175370,NA,Severely endangered,4
CUB-COL,cub-COL,cub-co,cub-CO,Cubeo,Cubeo,CUBEO,Cubeo,cub,NA,cube1242,Tucanoan,6260,shifting,3 (Wider communication). Cubeo is lingua franca for northwest Vaupés area and Tucano [tuo] is the lingua franca for the southeast section.,cub-NA,3,6250,Threatened,Definitely endangered,4
CUB-COL,cub-COL,cub-co,cub-CO,Cubeo,Cubeo,CUBEO,Cubeo,cub,NA,cube1242,Tucanoan,6260,shifting,3 (Wider communication). Cubeo is lingua franca for northwest Vaupés area and Tucano [tuo] is the lingua franca for the southeast section.,cub-NA,3,6250,Threatened,Vulnerable,4
CUB-BRA,cub-BRA,cub-br,cub-BR,Cubeo,Cubeo,CUBEO,Cubeo,cub,NA,cube1242,Tucanoan,6260,shifting,3 (Wider communication). Cubeo is lingua franca for northwest Vaupés area and Tucano [tuo] is the lingua franca for the southeast section.,cub-NA,3,6250,Threatened,Definitely endangered,4
CUB-BRA,cub-BRA,cub-br,cub-BR,Cubeo,Cubeo,CUBEO,Cubeo,cub,NA,cube1242,Tucanoan,6260,shifting,3 (Wider communication). Cubeo is lingua franca for northwest Vaupés area and Tucano [tuo] is the lingua franca for the southeast section.,cub-NA,3,6250,Threatened,Vulnerable,4
CUL-BRA,cul-BRA,cul-br,cul-BR,Kulina,Kulina,KULINA,Kulina,cul,NA,culi1244,Arawan,3900,shifting,6b (Threatened).,cul-NA,6b,3900,Threatened,Vulnerable,4
CUL-BRA,cul-BRA,cul-br,cul-BR,Kulina,Kulina,KULINA,Kulina,cul,NA,culi1244,Arawan,3900,shifting,6b (Threatened).,cul-NA,6b,3900,Threatened,Definitely endangered,4
CUL-PER,cul-PER,cul-pe,cul-PE,Culina,Culina,CULINA,Culina,cul,NA,culi1244,Arawan,3900,shifting,6b (Threatened).,cul-NA,6b,3900,Threatened,Vulnerable,4
CUL-PER,cul-PER,cul-pe,cul-PE,Culina,Culina,CULINA,Culina,cul,NA,culi1244,Arawan,3900,shifting,6b (Threatened).,cul-NA,6b,3900,Threatened,Definitely endangered,4
DAK-USA,dak-USA,dak-us,dak-US,Dakota,Dakota,DAKOTA,Dakota,dak,NA,dako1258,Siouan,290,shifting,8a (Moribund).,dak-NA,8a,20460,Endangered,Definitely endangered,4
DAK-USA,dak-USA,dak-us,dak-US,Dakota,Dakota,DAKOTA,Dakota,dak,NA,dako1258,Siouan,290,shifting,8a (Moribund).,dak-NA,8a,20460,Endangered,Vulnerable,4
DAK-CAN,dak-CAN,dak-ca,dak-CA,Dakota,Dakota,DAKOTA,Dakota,dak,NA,dako1258,Siouan,290,shifting,8a (Moribund).,dak-NA,8a,20460,Endangered,Definitely endangered,4
DAK-CAN,dak-CAN,dak-ca,dak-CA,Dakota,Dakota,DAKOTA,Dakota,dak,NA,dako1258,Siouan,290,shifting,8a (Moribund).,dak-NA,8a,20460,Endangered,Vulnerable,4
DJD-AUS,djd-AUS,djd-au,djd-AS,Djamindjung,Djamindjung,DJAMINDJUNG,Djamindjung,djd,NA,djam1255,Mirndi,120,shifting,8a (Moribund).,djd-NA,8a,120,Severely Endangered,Severely endangered,4
DJD-AUS,djd-AUS,djd-au,djd-AS,Djamindjung,Djamindjung,DJAMINDJUNG,Djamindjung,djd,NA,djam1255,Mirndi,120,shifting,8a (Moribund).,djd-NA,8a,120,Severely Endangered,Critically endangered,4
DJD-AUS,djd-AUS,djd-au,djd-AS,Djamindjung,Djamindjung,DJAMINDJUNG,Djamindjung,djd,NA,djam1255,Mirndi,120,shifting,8a (Moribund).,djd-NA,8a,120,Endangered,Severely endangered,4
DJD-AUS,djd-AUS,djd-au,djd-AS,Djamindjung,Djamindjung,DJAMINDJUNG,Djamindjung,djd,NA,djam1255,Mirndi,120,shifting,8a (Moribund).,djd-NA,8a,120,Endangered,Critically endangered,4
DJE-NER,dje-NER,dje-ne,dje-NG,Zarma,Zarma,ZARMA,Zarma,dje,NA,zarm1239,Songhay,3370100,not endangered,"4 (Educational). Recognized language (1999, Constitution, Article 3).",dje-NA,4,2438900,NA,NA,4
DJE-NGA,dje-NGA,dje-ng,dje-NI,Zarma,Zarma,ZARMA,Zarma,dje,NA,zarm1239,Songhay,3370100,not endangered,"4 (Educational). Recognized language (1999, Constitution, Article 3).",dje-NA,4,2438900,NA,NA,4
DJE-MLI,dje-MLI,dje-ml,dje-ML,Zarmaci,Zarmaci,ZARMACI,Zarmaci,dje,NA,zarm1239,Songhay,3370100,not endangered,"4 (Educational). Recognized language (1999, Constitution, Article 3).",dje-NA,4,2438900,NA,NA,4
DJE-BFA,dje-BFA,dje-bf,dje-UV,Zarma,Zarma,ZARMA,Zarma,dje,NA,zarm1239,Songhay,3370100,not endangered,"4 (Educational). Recognized language (1999, Constitution, Article 3).",dje-NA,4,2438900,NA,NA,4
ESS-USA,ess-USA,ess-us,ess-US,Central Siberian Yupik,"Yupik, Central Siberian","YUPIK, CENTRAL SIBERIAN","Yupik, Central Siberian",ess,NA,cent2128,Eskimo-Aleut,1200,shifting,"5 (Developing). Recognized language (2014, Official Languages of Alaska Law as amended, Alaska Statute 44.12.310).",ess-NA,5,1910,Threatened,Severely endangered,4
ESS-USA,ess-USA,ess-us,ess-US,Central Siberian Yupik,"Yupik, Central Siberian","YUPIK, CENTRAL SIBERIAN","Yupik, Central Siberian",ess,NA,cent2128,Eskimo-Aleut,1200,shifting,"5 (Developing). Recognized language (2014, Official Languages of Alaska Law as amended, Alaska Statute 44.12.310).",ess-NA,5,1910,Threatened,Definitely endangered,4
ESS-RUS,ess-RUS,ess-ru,ess-RS,Central Siberian Yupik,"Yupik, Central Siberian","YUPIK, CENTRAL SIBERIAN","Yupik, Central Siberian",ess,NA,cent2128,Eskimo-Aleut,1200,shifting,"5 (Developing). Recognized language (2014, Official Languages of Alaska Law as amended, Alaska Statute 44.12.310).",ess-NA,5,1910,Threatened,Severely endangered,4
ESS-RUS,ess-RUS,ess-ru,ess-RS,Central Siberian Yupik,"Yupik, Central Siberian","YUPIK, CENTRAL SIBERIAN","Yupik, Central Siberian",ess,NA,cent2128,Eskimo-Aleut,1200,shifting,"5 (Developing). Recognized language (2014, Official Languages of Alaska Law as amended, Alaska Statute 44.12.310).",ess-NA,5,1910,Threatened,Definitely endangered,4
FAN-GAB,fan-GAB,fan-ga,fan-GB,Fang,Fang,FANG,Fang,fan,NA,fang1246,Atlantic-Congo,1071900,not endangered,"3 (Wider communication). De facto language of national identity. Used as LWC in continental Equatorial Guinea (the area previously known as Rio Muni). Used in church, market, business, media, and music. It became a LWC by virtue of its dominant status as mother tongue of 85% of the country’s population.",fan-NA,3,1306100,NA,NA,4
FAN-GNQ,fan-GNQ,fan-gq,fan-EK,Fang,Fang,FANG,Fang,fan,NA,fang1246,Atlantic-Congo,1071900,not endangered,"3 (Wider communication). De facto language of national identity. Used as LWC in continental Equatorial Guinea (the area previously known as Rio Muni). Used in church, market, business, media, and music. It became a LWC by virtue of its dominant status as mother tongue of 85% of the country’s population.",fan-NA,3,1306100,NA,NA,4
FAN-CMR,fan-CMR,fan-cm,fan-CM,Fang,Fang,FANG,Fang,fan,NA,fang1246,Atlantic-Congo,1071900,not endangered,"3 (Wider communication). De facto language of national identity. Used as LWC in continental Equatorial Guinea (the area previously known as Rio Muni). Used in church, market, business, media, and music. It became a LWC by virtue of its dominant status as mother tongue of 85% of the country’s population.",fan-NA,3,1306100,NA,NA,4
FAN-COG,fan-COG,fan-cg,fan-CF,Fang,Fang,FANG,Fang,fan,NA,fang1246,Atlantic-Congo,1071900,not endangered,"3 (Wider communication). De facto language of national identity. Used as LWC in continental Equatorial Guinea (the area previously known as Rio Muni). Used in church, market, business, media, and music. It became a LWC by virtue of its dominant status as mother tongue of 85% of the country’s population.",fan-NA,3,1306100,NA,NA,4
FUF-GIN,fuf-GIN,fuf-gn,fuf-GV,Pular,Pular,PULAR,Pular,fuf,NA,pula1262,Atlantic-Congo,2988200,not endangered,2 (Provincial). De facto language of national identity.,fuf-NA,2,2779200,NA,NA,4
FUF-GNB,fuf-GNB,fuf-gw,fuf-PU,Pular,Pular,PULAR,Pular,fuf,NA,pula1262,Atlantic-Congo,2988200,not endangered,2 (Provincial). De facto language of national identity.,fuf-NA,2,2779200,NA,NA,4
FUF-MLI,fuf-MLI,fuf-ml,fuf-ML,Pular,Pular,PULAR,Pular,fuf,NA,pula1262,Atlantic-Congo,2988200,not endangered,2 (Provincial). De facto language of national identity.,fuf-NA,2,2779200,NA,NA,4
FUF-SLE,fuf-SLE,fuf-sl,fuf-SL,Pular,Pular,PULAR,Pular,fuf,NA,pula1262,Atlantic-Congo,2988200,not endangered,2 (Provincial). De facto language of national identity.,fuf-NA,2,2779200,NA,NA,4
GAE-VEN,gae-VEN,gae-ve,gae-VE,Guarequena,Guarequena,GUAREQUENA,Guarequena,gae,NA,guar1293,Arawakan,650,shifting,"8a (Moribund). Recognized language (2008, Indigenous Languages Law, Article 4).",gae-NA,8a,650,Endangered,Critically endangered,4
GAE-VEN,gae-VEN,gae-ve,gae-VE,Guarequena,Guarequena,GUAREQUENA,Guarequena,gae,NA,guar1293,Arawakan,650,shifting,"8a (Moribund). Recognized language (2008, Indigenous Languages Law, Article 4).",gae-NA,8a,650,Endangered,Severely endangered,4
GAE-BRA,gae-BRA,gae-br,gae-BR,Guarequena,Guarequena,GUAREQUENA,Guarequena,gae,NA,guar1293,Arawakan,650,shifting,"8a (Moribund). Recognized language (2008, Indigenous Languages Law, Article 4).",gae-NA,8a,650,Endangered,Critically endangered,4
GAE-BRA,gae-BRA,gae-br,gae-BR,Guarequena,Guarequena,GUAREQUENA,Guarequena,gae,NA,guar1293,Arawakan,650,shifting,"8a (Moribund). Recognized language (2008, Indigenous Languages Law, Article 4).",gae-NA,8a,650,Endangered,Severely endangered,4
GLD-RUS,gld-RUS,gld-ru,gld-RS,Nanai,Nanai,NANAI,Nanai,gld,NA,nana1257,Tungusic,1390,shifting,7 (Shifting).,gld-NA,7,1390,Severely Endangered,Critically endangered,4
GLD-RUS,gld-RUS,gld-ru,gld-RS,Nanai,Nanai,NANAI,Nanai,gld,NA,nana1257,Tungusic,1390,shifting,7 (Shifting).,gld-NA,7,1390,Severely Endangered,Severely endangered,4
GLD-CHN,gld-CHN,gld-cn,gld-CH,Nanai,Nanai,NANAI,Nanai,gld,NA,nana1257,Tungusic,1390,shifting,7 (Shifting).,gld-NA,7,1390,Severely Endangered,Critically endangered,4
GLD-CHN,gld-CHN,gld-cn,gld-CH,Nanai,Nanai,NANAI,Nanai,gld,NA,nana1257,Tungusic,1390,shifting,7 (Shifting).,gld-NA,7,1390,Severely Endangered,Severely endangered,4
GUX-BFA,gux-BFA,gux-bf,gux-UV,Gourmanchéma,Gourmanchéma,GOURMANCHEMA,Gourmanchéma,gux,NA,gour1243,Atlantic-Congo,1042500,not endangered,5 (Developing).,gux-NA,5,813000,NA,NA,4
GUX-NER,gux-NER,gux-ne,gux-NG,Gourmanchéma,Gourmanchéma,GOURMANCHEMA,Gourmanchéma,gux,NA,gour1243,Atlantic-Congo,1042500,not endangered,5 (Developing).,gux-NA,5,813000,NA,NA,4
GUX-TGO,gux-TGO,gux-tg,gux-TO,Gourmanchéma,Gourmanchéma,GOURMANCHEMA,Gourmanchéma,gux,NA,gour1243,Atlantic-Congo,1042500,not endangered,5 (Developing).,gux-NA,5,813000,NA,NA,4
GUX-BEN,gux-BEN,gux-bj,gux-BN,Gourmanchéma,Gourmanchéma,GOURMANCHEMA,Gourmanchéma,gux,NA,gour1243,Atlantic-Congo,1042500,not endangered,5 (Developing).,gux-NA,5,813000,NA,NA,4
GVC-COL,gvc-COL,gvc-co,gvc-CO,Guanano,Guanano,GUANANO,Guanano,gvc,NA,guan1269,Tucanoan,750,shifting,6b (Threatened).,gvc-NA,6b,750,Threatened,Vulnerable,4
GVC-COL,gvc-COL,gvc-co,gvc-CO,Guanano,Guanano,GUANANO,Guanano,gvc,NA,guan1269,Tucanoan,750,shifting,6b (Threatened).,gvc-NA,6b,750,Threatened,Definitely endangered,4
GVC-BRA,gvc-BRA,gvc-br,gvc-BR,Guanano,Guanano,GUANANO,Guanano,gvc,NA,guan1269,Tucanoan,750,shifting,6b (Threatened).,gvc-NA,6b,750,Threatened,Vulnerable,4
GVC-BRA,gvc-BRA,gvc-br,gvc-BR,Guanano,Guanano,GUANANO,Guanano,gvc,NA,guan1269,Tucanoan,750,shifting,6b (Threatened).,gvc-NA,6b,750,Threatened,Definitely endangered,4
GYA-CMR,gya-CMR,gya-cm,gya-CM,Northwest Gbaya,"Gbaya, Northwest","GBAYA, NORTHWEST","Gbaya, Northwest",gya,gba,nort2775,Atlantic-Congo,267000,not endangered,5 (Developing).,gya-GBA,5,267000,NA,NA,4
GYA-CAF,gya-CAF,gya-cf,gya-CT,Northwest Gbaya,"Gbaya, Northwest","GBAYA, NORTHWEST","Gbaya, Northwest",gya,gba,nort2775,Atlantic-Congo,267000,not endangered,5 (Developing).,gya-GBA,5,267000,NA,NA,4
GYA-COG,gya-COG,gya-cg,gya-CF,Gbaya,Gbaya,GBAYA,Gbaya,gya,gba,nort2775,Atlantic-Congo,267000,not endangered,5 (Developing).,gya-GBA,5,267000,NA,NA,4
GYA-NGA,gya-NGA,gya-ng,gya-NI,Northwest Gbaya,"Gbaya, Northwest","GBAYA, NORTHWEST","Gbaya, Northwest",gya,gba,nort2775,Atlantic-Congo,267000,not endangered,5 (Developing).,gya-GBA,5,267000,NA,NA,4
GYM-PAN,gym-PAN,gym-pa,gym-PM,Ngäbere,Ngäbere,NGABERE,Ngäbere,gym,NA,ngab1239,Chibchan,171840,not endangered,5 (Developing).,gym-NA,5,174100,At risk,Definitely endangered,4
GYM-PAN,gym-PAN,gym-pa,gym-PM,Ngäbere,Ngäbere,NGABERE,Ngäbere,gym,NA,ngab1239,Chibchan,171840,not endangered,5 (Developing).,gym-NA,5,174100,At risk,Vulnerable,4
GYM-CRI,gym-CRI,gym-cr,gym-CS,Ngäbere,Ngäbere,NGABERE,Ngäbere,gym,NA,ngab1239,Chibchan,171840,not endangered,5 (Developing).,gym-NA,5,174100,At risk,Definitely endangered,4
GYM-CRI,gym-CRI,gym-cr,gym-CS,Ngäbere,Ngäbere,NGABERE,Ngäbere,gym,NA,ngab1239,Chibchan,171840,not endangered,5 (Developing).,gym-NA,5,174100,At risk,Vulnerable,4
HUU-COL,huu-COL,huu-co,huu-CO,Murui Huitoto,"Huitoto, Murui","HUITOTO, MURUI","Huitoto, Murui",huu,NA,muru1274,Huitotoan,7800,shifting,"6b (Threatened). Recognized language (1993, Constitution, Article 48).",huu-NA,6b,7800,Threatened,Extinct,4
HUU-COL,huu-COL,huu-co,huu-CO,Murui Huitoto,"Huitoto, Murui","HUITOTO, MURUI","Huitoto, Murui",huu,NA,muru1274,Huitotoan,7800,shifting,"6b (Threatened). Recognized language (1993, Constitution, Article 48).",huu-NA,6b,7800,Threatened,Definitely endangered,4
HUU-PER,huu-PER,huu-pe,huu-PE,Murui Huitoto,"Huitoto, Murui","HUITOTO, MURUI","Huitoto, Murui",huu,NA,muru1274,Huitotoan,7800,shifting,"6b (Threatened). Recognized language (1993, Constitution, Article 48).",huu-NA,6b,7800,Threatened,Extinct,4
HUU-PER,huu-PER,huu-pe,huu-PE,Murui Huitoto,"Huitoto, Murui","HUITOTO, MURUI","Huitoto, Murui",huu,NA,muru1274,Huitotoan,7800,shifting,"6b (Threatened). Recognized language (1993, Constitution, Article 48).",huu-NA,6b,7800,Threatened,Definitely endangered,4
IUM-CHN,ium-CHN,ium-cn,ium-CH,Iu Mien,Iu Mien,IU MIEN,Iu Mien,ium,NA,iumi1238,Hmong-Mien,818700,not endangered,5 (Developing). Language of recognized nationality: Yao.,ium-NA,5,793300,NA,NA,4
IUM-VNM,ium-VNM,ium-vn,ium-VM,Iu Mien,Iu Mien,IU MIEN,Iu Mien,ium,NA,iumi1238,Hmong-Mien,818700,not endangered,5 (Developing). Language of recognized nationality: Yao.,ium-NA,5,793300,NA,NA,4
IUM-LAO,ium-LAO,ium-la,ium-LA,Iu Mien,Iu Mien,IU MIEN,Iu Mien,ium,NA,iumi1238,Hmong-Mien,818700,not endangered,5 (Developing). Language of recognized nationality: Yao.,ium-NA,5,793300,NA,NA,4
IUM-THA,ium-THA,ium-th,ium-TH,Iu Mien,Iu Mien,IU MIEN,Iu Mien,ium,NA,iumi1238,Hmong-Mien,818700,not endangered,5 (Developing). Language of recognized nationality: Yao.,ium-NA,5,793300,NA,NA,4
JUP-BRA,jup-BRA,jup-br,jup-BR,Hupdë,Hupdë,HUPDE,Hupdë,jup,NA,hupd1244,Nadahup,1240,shifting,5 (Developing).,jup-NA,5,1240,Threatened,Vulnerable,4
