ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
YRN-CHN,yrn-CHN,yrn-cn,yrn-CH,Yerong,Yerong,YERONG,Yerong,yrn
SSK-IND,ssk-IND,ssk-in,ssk-IN,Sunam,Sunam,SUNAM,Sunam,ssk
TAX-TCD,tax-TCD,tax-td,tax-CD,Tamki,Tamki,TAMKI,Tamki,tax
NER-IDN,ner-IDN,ner-id,ner-ID,Yahadian,Yahadian,YAHADIAN,Yahadian,ner
SDP-IND,sdp-IND,sdp-in,sdp-IN,Sherdukpen,Sherdukpen,SHERDUKPEN,Sherdukpen,sdp
LAN-NGA,lan-NGA,lan-ng,lan-NI,Laru,Laru,LARU,Laru,lan
CSY-MMR,csy-MMR,csy-mm,csy-BM,Siyin Chin,"Chin, Siyin","CHIN, SIYIN","Chin, Siyin",csy
KHF-LAO,khf-LAO,khf-la,khf-LA,Khuen,Khuen,KHUEN,Khuen,khf
KSR-PNG,ksr-PNG,ksr-pg,ksr-PP,Borong,Borong,BORONG,Borong,ksr
MXQ-MEX,mxq-MEX,mxq-mx,mxq-MX,Juquila Mixe,"Mixe, Juquila","MIXE, JUQUILA","Mixe, Juquila",mxq
SAF-GHA,saf-GHA,saf-gh,saf-GH,Safaliba,Safaliba,SAFALIBA,Safaliba,saf
FLI-NGA,fli-NGA,fli-ng,fli-NI,Fali,Fali,FALI,Fali,fli
MIP-MEX,mip-MEX,mip-mx,mip-MX,Apasco-Apoala Mixtec,"Mixtec, Apasco-Apoala","MIXTEC, APASCO-APOALA","Mixtec, Apasco-Apoala",mip
WRX-IDN,wrx-IDN,wrx-id,wrx-ID,Wae Rana,Wae Rana,WAE RANA,Wae Rana,wrx
PUX-PNG,pux-PNG,pux-pg,pux-PP,Puare,Puare,PUARE,Puare,pux
NZA-NGA,nza-NGA,nza-ng,nza-NI,Tigon Mbembe,"Mbembe, Tigon","MBEMBE, TIGON","Mbembe, Tigon",nza
CNO-LAO,cno-LAO,cno-la,cno-LA,Con,Con,CON,Con,cno
ELL-ITA,ell-ITA,ell-it,ell-IT,Greek,Greek,GREEK,Greek,ell
CES-AUT,ces-AUT,ces-at,ces-AU,Czech,Czech,CZECH,Czech,ces
BEC-CMR,bec-CMR,bec-cm,bec-CM,Iceve-Maci,Iceve-Maci,ICEVE-MACI,Iceve-Maci,bec
CJA-VNM,cja-VNM,cja-vn,cja-VM,Western Cham,"Cham, Western","CHAM, WESTERN","Cham, Western",cja
BFW-IND,bfw-IND,bfw-in,bfw-IN,Bondo,Bondo,BONDO,Bondo,bfw
KDZ-CMR,kdz-CMR,kdz-cm,kdz-CM,Kwaja,Kwaja,KWAJA,Kwaja,kdz
NFU-CMR,nfu-CMR,nfu-cm,nfu-CM,Mfumte,Mfumte,MFUMTE,Mfumte,nfu
NCP-CMR,ncp-CMR,ncp-cm,ncp-CM,Ndaktup,Ndaktup,NDAKTUP,Ndaktup,ncp
MPX-PNG,mpx-PNG,mpx-pg,mpx-PP,Misima-Panaeati,Misima-Panaeati,MISIMA-PANAEATI,Misima-Panaeati,mpx
MVU-TCD,mvu-TCD,mvu-td,mvu-CD,Marfa,Marfa,MARFA,Marfa,mvu
BJC-PNG,bjc-PNG,bjc-pg,bjc-PP,Bariji,Bariji,BARIJI,Bariji,bjc
PWG-PNG,pwg-PNG,pwg-pg,pwg-PP,Gapapaiwa,Gapapaiwa,GAPAPAIWA,Gapapaiwa,pwg
MQO-IDN,mqo-IDN,mqo-id,mqo-ID,Modole,Modole,MODOLE,Modole,mqo
BFM-CMR,bfm-CMR,bfm-cm,bfm-CM,Mmen,Mmen,MMEN,Mmen,bfm
WOR-IDN,wor-IDN,wor-id,wor-ID,Woria,Woria,WORIA,Woria,wor
TDF-LAO,tdf-LAO,tdf-la,tdf-LA,Talieng,Talieng,TALIENG,Talieng,tdf
WBB-IDN,wbb-IDN,wbb-id,wbb-ID,Wabo,Wabo,WABO,Wabo,wbb
PLA-PNG,pla-PNG,pla-pg,pla-PP,Miani,Miani,MIANI,Miani,pla
KDP-NGA,kdp-NGA,kdp-ng,kdp-NI,Kaningkom-Nindem,Kaningkom-Nindem,KANINGKOM-NINDEM,Kaningkom-Nindem,kdp
LHA-VNM,lha-VNM,lha-vn,lha-VM,Laha,Laha,LAHA,Laha,lha
NGY-CMR,ngy-CMR,ngy-cm,ngy-CM,Tibea,Tibea,TIBEA,Tibea,ngy
BNM-GNQ,bnm-GNQ,bnm-gq,bnm-EK,Batanga,Batanga,BATANGA,Batanga,bnm
KBO-COD,kbo-COD,kbo-cd,kbo-CG,Kaliko,Kaliko,KALIKO,Kaliko,kbo
PID-COL,pid-COL,pid-co,pid-CO,Piaroa,Piaroa,PIAROA,Piaroa,pid
LLD-ITA,lld-ITA,lld-it,lld-IT,Ladin,Ladin,LADIN,Ladin,lld
YBX-PNG,ybx-PNG,ybx-pg,ybx-PP,Yawiyo,Yawiyo,YAWIYO,Yawiyo,ybx
KWI-ECU,kwi-ECU,kwi-ec,kwi-EC,Awa-Cuaiquer,Awa-Cuaiquer,AWA-CUAIQUER,Awa-Cuaiquer,kwi
ONR-PNG,onr-PNG,onr-pg,onr-PP,Northern One,"One, Northern","ONE, NORTHERN","One, Northern",onr
NEM-NCL,nem-NCL,nem-nc,nem-NC,Nemi,Nemi,NEMI,Nemi,nem
NJA-NGA,nja-NGA,nja-ng,nja-NI,Nzanyi,Nzanyi,NZANYI,Nzanyi,nja
WAA-USA,waa-USA,waa-us,waa-US,Walla Walla,Walla Walla,WALLA WALLA,Walla Walla,waa
KMR-TKM,kmr-TKM,kmr-tm,kmr-TX,Northern Kurdish,"Kurdish, Northern","KURDISH, NORTHERN","Kurdish, Northern",kmr
FRA-GBR,fra-GBR,fra-gb,fra-UK,French,French,FRENCH,French,fra
UBL-PHL,ubl-PHL,ubl-ph,ubl-RP,Buhi’non Bikol,"Bikol, Buhi’non","BIKOL, BUHI’NON","Bikol, Buhi’non",ubl
DEE-LBR,dee-LBR,dee-lr,dee-LI,Dewoin,Dewoin,DEWOIN,Dewoin,dee
TPZ-PNG,tpz-PNG,tpz-pg,tpz-PP,Tinputz,Tinputz,TINPUTZ,Tinputz,tpz
KSC-PHL,ksc-PHL,ksc-ph,ksc-RP,Southern Kalinga,"Kalinga, Southern","KALINGA, SOUTHERN","Kalinga, Southern",ksc
SHL-IND,shl-IND,shl-in,shl-IN,Shendu,Shendu,SHENDU,Shendu,shl
NAL-PNG,nal-PNG,nal-pg,nal-PP,Nalik,Nalik,NALIK,Nalik,nal
SAJ-IDN,saj-IDN,saj-id,saj-ID,Sahu,Sahu,SAHU,Sahu,saj
UDG-IND,udg-IND,udg-in,udg-IN,Muduga,Muduga,MUDUGA,Muduga,udg
RAK-PNG,rak-PNG,rak-pg,rak-PP,Tulu-Bohuai,Tulu-Bohuai,TULU-BOHUAI,Tulu-Bohuai,rak
SOY-TGO,soy-TGO,soy-tg,soy-TO,Miyobe,Miyobe,MIYOBE,Miyobe,soy
GIP-PNG,gip-PNG,gip-pg,gip-PP,Gimi,Gimi,GIMI,Gimi,gip
LWL-THA,lwl-THA,lwl-th,lwl-TH,Eastern Lawa,"Lawa, Eastern","LAWA, EASTERN","Lawa, Eastern",lwl
ABV-OMN,abv-OMN,abv-om,abv-MU,Baharna Spoken Arabic,"Arabic, Baharna Spoken","ARABIC, BAHARNA SPOKEN","Arabic, Baharna Spoken",abv
CBV-COL,cbv-COL,cbv-co,cbv-CO,Cacua,Cacua,CACUA,Cacua,cbv
NNL-IND,nnl-IND,nnl-in,nnl-IN,Northern Rengma Naga,"Naga, Northern Rengma","NAGA, NORTHERN RENGMA","Naga, Northern Rengma",nnl
YLE-PNG,yle-PNG,yle-pg,yle-PP,Yele,Yele,YELE,Yele,yle
WIH-AUS,wih-AUS,wih-au,wih-AS,Wik-Me’anha,Wik-Me’anha,WIK-ME’ANHA,Wik-Me’anha,wih
ZMA-AUS,zma-AUS,zma-au,zma-AS,Manda,Manda,MANDA,Manda,zma
NLI-AFG,nli-AFG,nli-af,nli-AF,Grangali,Grangali,GRANGALI,Grangali,nli
BVG-CMR,bvg-CMR,bvg-cm,bvg-CM,Bonkeng,Bonkeng,BONKENG,Bonkeng,bvg
LCF-IDN,lcf-IDN,lcf-id,lcf-ID,Lubu,Lubu,LUBU,Lubu,lcf
LUK-BTN,luk-BTN,luk-bt,luk-BT,Lunanakha,Lunanakha,LUNANAKHA,Lunanakha,luk
NNH-CMR,nnh-CMR,nnh-cm,nnh-CM,Ngiemboon,Ngiemboon,NGIEMBOON,Ngiemboon,nnh
KZA-BFA,kza-BFA,kza-bf,kza-UV,Western Karaboro,"Karaboro, Western","KARABORO, WESTERN","Karaboro, Western",kza
JWI-GHA,jwi-GHA,jwi-gh,jwi-GH,Jwira-Pepesa,Jwira-Pepesa,JWIRA-PEPESA,Jwira-Pepesa,jwi
AQG-NGA,aqg-NGA,aqg-ng,aqg-NI,Arigidi,Arigidi,ARIGIDI,Arigidi,aqg
NHU-CMR,nhu-CMR,nhu-cm,nhu-CM,Noone,Noone,NOONE,Noone,nhu
MMB-IDN,mmb-IDN,mmb-id,mmb-ID,Momina,Momina,MOMINA,Momina,mmb
BKO-CMR,bko-CMR,bko-cm,bko-CM,Kwa’,Kwa’,KWA’,Kwa’,bko
MIY-MEX,miy-MEX,miy-mx,miy-MX,Ayutla Mixtec,"Mixtec, Ayutla","MIXTEC, AYUTLA","Mixtec, Ayutla",miy
LSM-KEN,lsm-KEN,lsm-ke,lsm-KE,Olusamia,Olusamia,OLUSAMIA,Olusamia,lsm
NGN-CMR,ngn-CMR,ngn-cm,ngn-CM,Ngwo,Ngwo,NGWO,Ngwo,ngn
MKE-IND,mke-IND,mke-in,mke-IN,Mawchi,Mawchi,MAWCHI,Mawchi,mke
MUO-CMR,muo-CMR,muo-cm,muo-CM,Nyong,Nyong,NYONG,Nyong,muo
KVM-CMR,kvm-CMR,kvm-cm,kvm-CM,Kendem,Kendem,KENDEM,Kendem,kvm
AKD-NGA,akd-NGA,akd-ng,akd-NI,Ukpet-Ehom,Ukpet-Ehom,UKPET-EHOM,Ukpet-Ehom,akd
DBD-NGA,dbd-NGA,dbd-ng,dbd-NI,Dadiya,Dadiya,DADIYA,Dadiya,dbd
SMY-IRN,smy-IRN,smy-ir,smy-IR,Semnani,Semnani,SEMNANI,Semnani,smy
JIA-CMR,jia-CMR,jia-cm,jia-CM,Jina,Jina,JINA,Jina,jia
TLJ-COD,tlj-COD,tlj-cd,tlj-CG,Talinga-Bwisi,Talinga-Bwisi,TALINGA-BWISI,Talinga-Bwisi,tlj
ENG-CYM,eng-CYM,eng-ky,eng-CJ,English,English,ENGLISH,English,eng
YUW-PNG,yuw-PNG,yuw-pg,yuw-PP,Yau,Yau,YAU,Yau,yuw
ZPI-MEX,zpi-MEX,zpi-mx,zpi-MX,Santa María Quiegolani Zapotec,"Zapotec, Santa María Quiegolani","ZAPOTEC, SANTA MARIA QUIEGOLANI","Zapotec, Santa María Quiegolani",zpi
LAC-MEX,lac-MEX,lac-mx,lac-MX,Lacandon,Lacandon,LACANDON,Lacandon,lac
JMA-PNG,jma-PNG,jma-pg,jma-PP,Dima,Dima,DIMA,Dima,jma
PAP-BES,pap-BES,pap-bq,pap-NL,Papiamentu,Papiamentu,PAPIAMENTU,Papiamentu,pap
RAG-KEN,rag-KEN,rag-ke,rag-KE,Lulogooli,Lulogooli,LULOGOOLI,Lulogooli,rag
HAH-PNG,hah-PNG,hah-pg,hah-PP,Hahon,Hahon,HAHON,Hahon,hah
AGU-GTM,agu-GTM,agu-gt,agu-GT,Awakateko,Awakateko,AWAKATEKO,Awakateko,agu
AWB-PNG,awb-PNG,awb-pg,awb-PP,Awa,Awa,AWA,Awa,awb
BKV-NGA,bkv-NGA,bkv-ng,bkv-NI,Bekwarra,Bekwarra,BEKWARRA,Bekwarra,bkv
BQJ-SEN,bqj-SEN,bqj-sn,bqj-SG,Bandial,Bandial,BANDIAL,Bandial,bqj
AUK-PNG,auk-PNG,auk-pg,auk-PP,Heyo,Heyo,HEYO,Heyo,auk
KVF-TCD,kvf-TCD,kvf-td,kvf-CD,Kabalai,Kabalai,KABALAI,Kabalai,kvf
SOY-BEN,soy-BEN,soy-bj,soy-BN,Miyobe,Miyobe,MIYOBE,Miyobe,soy
MCS-CMR,mcs-CMR,mcs-cm,mcs-CM,Mambai,Mambai,MAMBAI,Mambai,mcs
MCI-PNG,mci-PNG,mci-pg,mci-PP,Mesem,Mesem,MESEM,Mesem,mci
LMK-IND,lmk-IND,lmk-in,lmk-IN,Lamkang,Lamkang,LAMKANG,Lamkang,lmk
LGU-SLB,lgu-SLB,lgu-sb,lgu-BP,Longgu,Longgu,LONGGU,Longgu,lgu
NME-IND,nme-IND,nme-in,nme-IN,Mzieme Naga,"Naga, Mzieme","NAGA, MZIEME","Naga, Mzieme",nme
ISK-AFG,isk-AFG,isk-af,isk-AF,Ishkashimi,Ishkashimi,ISHKASHIMI,Ishkashimi,isk
KZM-IDN,kzm-IDN,kzm-id,kzm-ID,Kais,Kais,KAIS,Kais,kzm
ZUA-NGA,zua-NGA,zua-ng,zua-NI,Zeem,Zeem,ZEEM,Zeem,zua
MUK-NPL,muk-NPL,muk-np,muk-NP,Mugom,Mugom,MUGOM,Mugom,muk
GOC-PNG,goc-PNG,goc-pg,goc-PP,Gorakor,Gorakor,GORAKOR,Gorakor,goc
KBT-PNG,kbt-PNG,kbt-pg,kbt-PP,Abadi,Abadi,ABADI,Abadi,kbt
KVZ-IDN,kvz-IDN,kvz-id,kvz-ID,Tsaukambo,Tsaukambo,TSAUKAMBO,Tsaukambo,kvz
EKE-NGA,eke-NGA,eke-ng,eke-NI,Ekit,Ekit,EKIT,Ekit,eke
LTZ-DEU,ltz-DEU,ltz-de,ltz-GM,Luxembourgish,Luxembourgish,LUXEMBOURGISH,Luxembourgish,ltz
AIG-KNA,aig-KNA,aig-kn,aig-SC,Saint Kitts Creole English,Saint Kitts Creole English,SAINT KITTS CREOLE ENGLISH,Saint Kitts Creole English,aig
KLS-PAK,kls-PAK,kls-pk,kls-PK,Kalasha,Kalasha,KALASHA,Kalasha,kls
LAQ-VNM,laq-VNM,laq-vn,laq-VM,Qabiao,Qabiao,QABIAO,Qabiao,laq
LPN-MMR,lpn-MMR,lpn-mm,lpn-BM,Long Phuri Naga,"Naga, Long Phuri","NAGA, LONG PHURI","Naga, Long Phuri",lpn
KQB-PNG,kqb-PNG,kqb-pg,kqb-PP,Kovai,Kovai,KOVAI,Kovai,kqb
ISI-NGA,isi-NGA,isi-ng,isi-NI,Nkem-Nkum,Nkem-Nkum,NKEM-NKUM,Nkem-Nkum,isi
UWA-AUS,uwa-AUS,uwa-au,uwa-AS,Kuku-Uwanh,Kuku-Uwanh,KUKU-UWANH,Kuku-Uwanh,uwa
NMX-PNG,nmx-PNG,nmx-pg,nmx-PP,Nama,Nama,NAMA,Nama,nmx
ORO-PNG,oro-PNG,oro-pg,oro-PP,Orokolo,Orokolo,OROKOLO,Orokolo,oro
LRI-KEN,lri-KEN,lri-ke,lri-KE,Olumarachi,Olumarachi,OLUMARACHI,Olumarachi,lri
TBF-PNG,tbf-PNG,tbf-pg,tbf-PP,Mandara,Mandara,MANDARA,Mandara,tbf
TQU-SLB,tqu-SLB,tqu-sb,tqu-BP,Touo,Touo,TOUO,Touo,tqu
OKB-NGA,okb-NGA,okb-ng,okb-NI,Okobo,Okobo,OKOBO,Okobo,okb
ITR-PNG,itr-PNG,itr-pg,itr-PP,Iteri,Iteri,ITERI,Iteri,itr
COH-KEN,coh-KEN,coh-ke,coh-KE,Chichonyi-Chidzihana-Chikauma,Chichonyi-Chidzihana-Chikauma,CHICHONYI-CHIDZIHANA-CHIKAUMA,Chichonyi-Chidzihana-Chikauma,coh
ONS-PNG,ons-PNG,ons-pg,ons-PP,Ono,Ono,ONO,Ono,ons
SMK-PHL,smk-PHL,smk-ph,smk-RP,Bolinao,Bolinao,BOLINAO,Bolinao,smk
BES-TCD,bes-TCD,bes-td,bes-CD,Besme,Besme,BESME,Besme,bes
DHG-AUS,dhg-AUS,dhg-au,dhg-AS,Djangu,Djangu,DJANGU,Djangu,dhg
EOT-CIV,eot-CIV,eot-ci,eot-IV,Beti,Beti,BETI,Beti,eot
PKT-VNM,pkt-VNM,pkt-vn,pkt-VM,Maleng,Maleng,MALENG,Maleng,pkt
BLT-CHN,blt-CHN,blt-cn,blt-CH,Tai Dam,Tai Dam,TAI DAM,Tai Dam,blt
NJA-CMR,nja-CMR,nja-cm,nja-CM,Nzanyi,Nzanyi,NZANYI,Nzanyi,nja
BNU-IDN,bnu-IDN,bnu-id,bnu-ID,Bentong,Bentong,BENTONG,Bentong,bnu
OUB-LBR,oub-LBR,oub-lr,oub-LI,Glio-Oubi,Glio-Oubi,GLIO-OUBI,Glio-Oubi,oub
BUY-SLE,buy-SLE,buy-sl,buy-SL,Bullom So,Bullom So,BULLOM SO,Bullom So,buy
KXI-MYS,kxi-MYS,kxi-my,kxi-MY,Keningau Murut,Keningau Murut,KENINGAU MURUT,Keningau Murut,kxi
WLI-IDN,wli-IDN,wli-id,wli-ID,Waioli,Waioli,WAIOLI,Waioli,wli
NIU-NIU,niu-NIU,niu-nu,niu-NE,Niue,Niue,NIUE,Niue,niu
MQS-IDN,mqs-IDN,mqs-id,mqs-ID,West Makian,"Makian, West","MAKIAN, WEST","Makian, West",mqs
ULA-NGA,ula-NGA,ula-ng,ula-NI,Fungwa,Fungwa,FUNGWA,Fungwa,ula
TKN-JPN,tkn-JPN,tkn-jp,tkn-JA,Toku-No-Shima,Toku-No-Shima,TOKU-NO-SHIMA,Toku-No-Shima,tkn
KXF-MMR,kxf-MMR,kxf-mm,kxf-BM,Manumanaw,Manumanaw,MANUMANAW,Manumanaw,kxf
RMN-HUN,rmn-HUN,rmn-hu,rmn-HU,Balkan Romani,"Romani, Balkan","ROMANI, BALKAN","Romani, Balkan",rmn
RIA-BGD,ria-BGD,ria-bd,ria-BG,Riang,Riang,RIANG,Riang,ria
VKP-IND,vkp-IND,vkp-in,vkp-IN,Korlai Creole Portuguese,Korlai Creole Portuguese,KORLAI CREOLE PORTUGUESE,Korlai Creole Portuguese,vkp
FUJ-SDN,fuj-SDN,fuj-sd,fuj-SU,Ko,Ko,KO,Ko,fuj
LLP-VUT,llp-VUT,llp-vu,llp-NH,North Efate,"Efate, North","EFATE, NORTH","Efate, North",llp
ZOQ-MEX,zoq-MEX,zoq-mx,zoq-MX,Tabasco Zoque,"Zoque, Tabasco","ZOQUE, TABASCO","Zoque, Tabasco",zoq
KWK-CAN,kwk-CAN,kwk-ca,kwk-CA,Kwakiutl,Kwakiutl,KWAKIUTL,Kwakiutl,kwk
CKY-NGA,cky-NGA,cky-ng,cky-NI,Cakfem-Mushere,Cakfem-Mushere,CAKFEM-MUSHERE,Cakfem-Mushere,cky
NAC-PNG,nac-PNG,nac-pg,nac-PP,Narak,Narak,NARAK,Narak,nac
ORZ-IDN,orz-IDN,orz-id,orz-ID,Ormu,Ormu,ORMU,Ormu,orz
MYG-CMR,myg-CMR,myg-cm,myg-CM,Manta,Manta,MANTA,Manta,myg
AKV-RUS,akv-RUS,akv-ru,akv-RS,Akhvakh,Akhvakh,AKHVAKH,Akhvakh,akv
ZUL-LSO,zul-LSO,zul-ls,zul-LT,Zulu,Zulu,ZULU,Zulu,zul
KME-CMR,kme-CMR,kme-cm,kme-CM,Bakole,Bakole,BAKOLE,Bakole,kme
YAI-TJK,yai-TJK,yai-tj,yai-TI,Yagnobi,Yagnobi,YAGNOBI,Yagnobi,yai
WSI-VUT,wsi-VUT,wsi-vu,wsi-NH,Wusi,Wusi,WUSI,Wusi,wsi
ITB-PHL,itb-PHL,itb-ph,itb-RP,Binongan Itneg,"Itneg, Binongan","ITNEG, BINONGAN","Itneg, Binongan",itb
KRX-SEN,krx-SEN,krx-sn,krx-SG,Karon,Karon,KARON,Karon,krx
MJH-TZA,mjh-TZA,mjh-tz,mjh-TZ,Mwera,Mwera,MWERA,Mwera,mjh
OWI-PNG,owi-PNG,owi-pg,owi-PP,Owiniga,Owiniga,OWINIGA,Owiniga,owi
XMJ-TCD,xmj-TCD,xmj-td,xmj-CD,Majera,Majera,MAJERA,Majera,xmj
KDQ-BGD,kdq-BGD,kdq-bd,kdq-BG,Koch,Koch,KOCH,Koch,kdq
WIK-AUS,wik-AUS,wik-au,wik-AS,Wikalkan,Wikalkan,WIKALKAN,Wikalkan,wik
BBF-PNG,bbf-PNG,bbf-pg,bbf-PP,Baibai,Baibai,BAIBAI,Baibai,bbf
CLM-USA,clm-USA,clm-us,clm-US,Clallam,Clallam,CLALLAM,Clallam,clm
ZPL-MEX,zpl-MEX,zpl-mx,zpl-MX,Lachixío Zapotec,"Zapotec, Lachixío","ZAPOTEC, LACHIXIO","Zapotec, Lachixío",zpl
YUM-USA,yum-USA,yum-us,yum-US,Quechan,Quechan,QUECHAN,Quechan,yum
PGS-NGA,pgs-NGA,pgs-ng,pgs-NI,Pangseng,Pangseng,PANGSENG,Pangseng,pgs
KHC-IDN,khc-IDN,khc-id,khc-ID,Tukang Besi North,Tukang Besi North,TUKANG BESI NORTH,Tukang Besi North,khc
LMA-GIN,lma-GIN,lma-gn,lma-GV,East Limba,"Limba, East","LIMBA, EAST","Limba, East",lma
PNA-MYS,pna-MYS,pna-my,pna-MY,Bah-Biau Penan,"Penan, Bah-Biau","PENAN, BAH-BIAU","Penan, Bah-Biau",pna
COD-COL,cod-COL,cod-co,cod-CO,Cocama-Cocamilla,Cocama-Cocamilla,COCAMA-COCAMILLA,Cocama-Cocamilla,cod
MIX-MEX,mix-MEX,mix-mx,mix-MX,Mixtepec Mixtec,"Mixtec, Mixtepec","MIXTEC, MIXTEPEC","Mixtec, Mixtepec",mix
SLV-HUN,slv-HUN,slv-hu,slv-HU,Slovene,Slovene,SLOVENE,Slovene,slv
PNQ-BFA,pnq-BFA,pnq-bf,pnq-UV,Pana,Pana,PANA,Pana,pnq
ZUM-OMN,zum-OMN,zum-om,zum-MU,Kumzari,Kumzari,KUMZARI,Kumzari,zum
WRV-PNG,wrv-PNG,wrv-pg,wrv-PP,Waruna,Waruna,WARUNA,Waruna,wrv
YML-PNG,yml-PNG,yml-pg,yml-PP,Iamalele,Iamalele,IAMALELE,Iamalele,yml
TGE-NPL,tge-NPL,tge-np,tge-NP,Eastern Gorkha Tamang,"Tamang, Eastern Gorkha","TAMANG, EASTERN GORKHA","Tamang, Eastern Gorkha",tge
ONP-IND,onp-IND,onp-in,onp-IN,Sartang,Sartang,SARTANG,Sartang,onp
AAH-PNG,aah-PNG,aah-pg,aah-PP,Abu’ Arapesh,"Arapesh, Abu’","ARAPESH, ABU’","Arapesh, Abu’",aah
UTR-NGA,utr-NGA,utr-ng,utr-NI,Etulo,Etulo,ETULO,Etulo,utr
MRO-MMR,mro-MMR,mro-mm,mro-BM,Mru,Mru,MRU,Mru,mro
URW-PNG,urw-PNG,urw-pg,urw-PP,Sop,Sop,SOP,Sop,urw
OFU-NGA,ofu-NGA,ofu-ng,ofu-NI,Efutop,Efutop,EFUTOP,Efutop,ofu
SSZ-PNG,ssz-PNG,ssz-pg,ssz-PP,Sengseng,Sengseng,SENGSENG,Sengseng,ssz
PME-NCL,pme-NCL,pme-nc,pme-NC,Pwaamei,Pwaamei,PWAAMEI,Pwaamei,pme
BZY-NGA,bzy-NGA,bzy-ng,bzy-NI,Obanliku,Obanliku,OBANLIKU,Obanliku,bzy
ZOM-IND,zom-IND,zom-in,zom-IN,Zou,Zou,ZOU,Zou,zom
SAC-USA,sac-USA,sac-us,sac-US,Meskwaki,Meskwaki,MESKWAKI,Meskwaki,sac
SKX-IDN,skx-IDN,skx-id,skx-ID,Seko Padang,Seko Padang,SEKO PADANG,Seko Padang,skx
RTC-MMR,rtc-MMR,rtc-mm,rtc-BM,Rungtu Chin,"Chin, Rungtu","CHIN, RUNGTU","Chin, Rungtu",rtc
MIG-MEX,mig-MEX,mig-mx,mig-MX,San Miguel el Grande Mixtec,"Mixtec, San Miguel el Grande","MIXTEC, SAN MIGUEL EL GRANDE","Mixtec, San Miguel el Grande",mig
WOG-PNG,wog-PNG,wog-pg,wog-PP,Wogamusin,Wogamusin,WOGAMUSIN,Wogamusin,wog
MEH-MEX,meh-MEX,meh-mx,meh-MX,Southwestern Tlaxiaco Mixtec,"Mixtec, Southwestern Tlaxiaco","MIXTEC, SOUTHWESTERN TLAXIACO","Mixtec, Southwestern Tlaxiaco",meh
SCB-VNM,scb-VNM,scb-vn,scb-VM,Chut,Chut,CHUT,Chut,scb
TEE-MEX,tee-MEX,tee-mx,tee-MX,Huehuetla Tepehua,"Tepehua, Huehuetla","TEPEHUA, HUEHUETLA","Tepehua, Huehuetla",tee
SNK-GMB,snk-GMB,snk-gm,snk-GA,Serahule,Serahule,SERAHULE,Serahule,snk
HEI-CAN,hei-CAN,hei-ca,hei-CA,Heiltsuk,Heiltsuk,HEILTSUK,Heiltsuk,hei
MCX-COG,mcx-COG,mcx-cg,mcx-CF,Mpyemo,Mpyemo,MPYEMO,Mpyemo,mcx
AAL-NGA,aal-NGA,aal-ng,aal-NI,Afade,Afade,AFADE,Afade,aal
ZPD-MEX,zpd-MEX,zpd-mx,zpd-MX,Southeastern Ixtlán Zapotec,"Zapotec, Southeastern Ixtlán","ZAPOTEC, SOUTHEASTERN IXTLAN","Zapotec, Southeastern Ixtlán",zpd
GIT-CAN,git-CAN,git-ca,git-CA,Gitxsan,Gitxsan,GITXSAN,Gitxsan,git
UBI-TCD,ubi-TCD,ubi-td,ubi-CD,Ubi,Ubi,UBI,Ubi,ubi
KQV-MYS,kqv-MYS,kqv-my,kqv-MY,Okolod,Okolod,OKOLOD,Okolod,kqv
TFI-BEN,tfi-BEN,tfi-bj,tfi-BN,Tofin Gbe,"Gbe, Tofin","GBE, TOFIN","Gbe, Tofin",tfi
FIA-EGY,fia-EGY,fia-eg,fia-EG,Nobiin,Nobiin,NOBIIN,Nobiin,fia
LDK-NGA,ldk-NGA,ldk-ng,ldk-NI,Leelau,Leelau,LEELAU,Leelau,ldk
BBL-GEO,bbl-GEO,bbl-ge,bbl-GG,Bats,Bats,BATS,Bats,bbl
GQA-NGA,gqa-NGA,gqa-ng,gqa-NI,Ga’anda,Ga’anda,GA’ANDA,Ga’anda,gqa
HVK-NCL,hvk-NCL,hvk-nc,hvk-NC,Haveke,Haveke,HAVEKE,Haveke,hvk
DOX-ETH,dox-ETH,dox-et,dox-ET,Bussa,Bussa,BUSSA,Bussa,dox
CRH-UZB,crh-UZB,crh-uz,crh-UZ,Crimean Tatar,Crimean Tatar,CRIMEAN TATAR,Crimean Tatar,crh
EBK-PHL,ebk-PHL,ebk-ph,ebk-RP,Eastern Bontok,"Bontok, Eastern","BONTOK, EASTERN","Bontok, Eastern",ebk
MZA-MEX,mza-MEX,mza-mx,mza-MX,Santa María Zacatepec Mixtec,"Mixtec, Santa María Zacatepec","MIXTEC, SANTA MARIA ZACATEPEC","Mixtec, Santa María Zacatepec",mza
MVZ-ETH,mvz-ETH,mvz-et,mvz-ET,Mesqan,Mesqan,MESQAN,Mesqan,mvz
WRA-PNG,wra-PNG,wra-pg,wra-PP,Warapu,Warapu,WARAPU,Warapu,wra
MXY-MEX,mxy-MEX,mxy-mx,mxy-MX,Southeastern Nochixtlán Mixtec,"Mixtec, Southeastern Nochixtlán","MIXTEC, SOUTHEASTERN NOCHIXTLAN","Mixtec, Southeastern Nochixtlán",mxy
DMU-IDN,dmu-IDN,dmu-id,dmu-ID,Tebi,Tebi,TEBI,Tebi,dmu
