ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
POS-MEX,pos-MEX,pos-mx,pos-MX,Sayula Popoluca,"Popoluca, Sayula","POPOLUCA, SAYULA","Popoluca, Sayula",pos
ENG-BMU,eng-BMU,eng-bm,eng-BD,English,English,ENGLISH,English,eng
MLX-VUT,mlx-VUT,mlx-vu,mlx-NH,Naha’ai,Naha’ai,NAHA’AI,Naha’ai,mlx
BLC-CAN,blc-CAN,blc-ca,blc-CA,Bella Coola,Bella Coola,BELLA COOLA,Bella Coola,blc
YLL-PNG,yll-PNG,yll-pg,yll-PP,Yil,Yil,YIL,Yil,yll
YDG-PAK,ydg-PAK,ydg-pk,ydg-PK,Yidgha,Yidgha,YIDGHA,Yidgha,ydg
ABH-AFG,abh-AFG,abh-af,abh-AF,Tajiki Spoken Arabic,"Arabic, Tajiki Spoken","ARABIC, TAJIKI SPOKEN","Arabic, Tajiki Spoken",abh
BDL-IDN,bdl-IDN,bdl-id,bdl-ID,Indonesian Bajau,"Bajau, Indonesian","BAJAU, INDONESIAN","Bajau, Indonesian",bdl
UES-IDN,ues-IDN,ues-id,ues-ID,Kioko,Kioko,KIOKO,Kioko,ues
NNI-IDN,nni-IDN,nni-id,nni-ID,North Nuaulu,"Nuaulu, North","NUAULU, NORTH","Nuaulu, North",nni
TEI-PNG,tei-PNG,tei-pg,tei-PP,Torricelli,Torricelli,TORRICELLI,Torricelli,tei
YKM-PNG,ykm-PNG,ykm-pg,ykm-PP,Kap,Kap,KAP,Kap,ykm
LDQ-NGA,ldq-NGA,ldq-ng,ldq-NI,Lufu,Lufu,LUFU,Lufu,ldq
WBW-IDN,wbw-IDN,wbw-id,wbw-ID,Woi,Woi,WOI,Woi,wbw
SNW-GHA,snw-GHA,snw-gh,snw-GH,Selee,Selee,SELEE,Selee,snw
PBE-MEX,pbe-MEX,pbe-mx,pbe-MX,Mezontla Popoloca,"Popoloca, Mezontla","POPOLOCA, MEZONTLA","Popoloca, Mezontla",pbe
MII-MEX,mii-MEX,mii-mx,mii-MX,Chigmecatitlán Mixtec,"Mixtec, Chigmecatitlán","MIXTEC, CHIGMECATITLAN","Mixtec, Chigmecatitlán",mii
MLZ-PHL,mlz-PHL,mlz-ph,mlz-RP,Malaynon,Malaynon,MALAYNON,Malaynon,mlz
TNL-VUT,tnl-VUT,tnl-vu,tnl-NH,Lenakel,Lenakel,LENAKEL,Lenakel,tnl
ASD-PNG,asd-PNG,asd-pg,asd-PP,Asas,Asas,ASAS,Asas,asd
TLO-SDN,tlo-SDN,tlo-sd,tlo-SU,Talodi,Talodi,TALODI,Talodi,tlo
YUC-USA,yuc-USA,yuc-us,yuc-US,Yuchi,Yuchi,YUCHI,Yuchi,yuc
SSM-MYS,ssm-MYS,ssm-my,ssm-MY,Semnam,Semnam,SEMNAM,Semnam,ssm
MBK-PNG,mbk-PNG,mbk-pg,mbk-PP,Malol,Malol,MALOL,Malol,mbk
AYT-PHL,ayt-PHL,ayt-ph,ayt-RP,Magbukun Ayta,"Ayta, Magbukun","AYTA, MAGBUKUN","Ayta, Magbukun",ayt
LGK-VUT,lgk-VUT,lgk-vu,lgk-NH,Neverver,Neverver,NEVERVER,Neverver,lgk
WKU-IND,wku-IND,wku-in,wku-IN,Kunduvadi,Kunduvadi,KUNDUVADI,Kunduvadi,wku
ADN-IDN,adn-IDN,adn-id,adn-ID,Adang,Adang,ADANG,Adang,adn
NZZ-MLI,nzz-MLI,nzz-ml,nzz-ML,Nanga Dama Dogon,"Dogon, Nanga Dama","DOGON, NANGA DAMA","Dogon, Nanga Dama",nzz
AAF-IND,aaf-IND,aaf-in,aaf-IN,Aranadan,Aranadan,ARANADAN,Aranadan,aaf
AIC-PNG,aic-PNG,aic-pg,aic-PP,Ainbai,Ainbai,AINBAI,Ainbai,aic
MEU-PNG,meu-PNG,meu-pg,meu-PP,Motu,Motu,MOTU,Motu,meu
PDI-VNM,pdi-VNM,pdi-vn,pdi-VM,Pa Di,Pa Di,PA DI,Pa Di,pdi
BQO-CMR,bqo-CMR,bqo-cm,bqo-CM,Balo,Balo,BALO,Balo,bqo
KKM-NGA,kkm-NGA,kkm-ng,kkm-NI,Kiong,Kiong,KIONG,Kiong,kkm
WMO-PNG,wmo-PNG,wmo-pg,wmo-PP,Wom,Wom,WOM,Wom,wmo
SJA-PAN,sja-PAN,sja-pa,sja-PM,Epena,Epena,EPENA,Epena,sja
PBN-NGA,pbn-NGA,pbn-ng,pbn-NI,Kpasham,Kpasham,KPASHAM,Kpasham,pbn
INO-PNG,ino-PNG,ino-pg,ino-PP,Inoke-Yate,Inoke-Yate,INOKE-YATE,Inoke-Yate,ino
KFN-CMR,kfn-CMR,kfn-cm,kfn-CM,Kuk,Kuk,KUK,Kuk,kfn
CLO-MEX,clo-MEX,clo-mx,clo-MX,Lowland Oaxaca Chontal,"Chontal, Lowland Oaxaca","CHONTAL, LOWLAND OAXACA","Chontal, Lowland Oaxaca",clo
LGH-VNM,lgh-VNM,lgh-vn,lgh-VM,Laghuu,Laghuu,LAGHUU,Laghuu,lgh
IJE-NGA,ije-NGA,ije-ng,ije-NI,Biseni,Biseni,BISENI,Biseni,ije
LGL-SLB,lgl-SLB,lgl-sb,lgl-BP,Wala,Wala,WALA,Wala,lgl
KGU-PNG,kgu-PNG,kgu-pg,kgu-PP,Kobol,Kobol,KOBOL,Kobol,kgu
NHV-MEX,nhv-MEX,nhv-mx,nhv-MX,Temascaltepec Nahuatl,"Nahuatl, Temascaltepec","NAHUATL, TEMASCALTEPEC","Nahuatl, Temascaltepec",nhv
BRY-PNG,bry-PNG,bry-pg,bry-PP,Burui,Burui,BURUI,Burui,bry
GDO-RUS,gdo-RUS,gdo-ru,gdo-RS,Ghodoberi,Ghodoberi,GHODOBERI,Ghodoberi,gdo
MTX-MEX,mtx-MEX,mtx-mx,mtx-MX,Tidaá Mixtec,"Mixtec, Tidaá","MIXTEC, TIDAA","Mixtec, Tidaá",mtx
BBT-NGA,bbt-NGA,bbt-ng,bbt-NI,Mburku,Mburku,MBURKU,Mburku,bbt
JIE-NGA,jie-NGA,jie-ng,jie-NI,Jilbe,Jilbe,JILBE,Jilbe,jie
AWO-NGA,awo-NGA,awo-ng,awo-NI,Awak,Awak,AWAK,Awak,awo
UDA-NGA,uda-NGA,uda-ng,uda-NI,Uda,Uda,UDA,Uda,uda
DML-PAK,dml-PAK,dml-pk,dml-PK,Dameli,Dameli,DAMELI,Dameli,dml
GEK-NGA,gek-NGA,gek-ng,gek-NI,Yiwom,Yiwom,YIWOM,Yiwom,gek
TRU-SYR,tru-SYR,tru-sy,tru-SY,Turoyo,Turoyo,TUROYO,Turoyo,tru
GPN-PNG,gpn-PNG,gpn-pg,gpn-PP,Taiap,Taiap,TAIAP,Taiap,gpn
WNP-PNG,wnp-PNG,wnp-pg,wnp-PP,Wanap,Wanap,WANAP,Wanap,wnp
ACF-TTO,acf-TTO,acf-tt,acf-TD,Trinidadian Creole French,Trinidadian Creole French,TRINIDADIAN CREOLE FRENCH,Trinidadian Creole French,acf
TNZ-MYS,tnz-MYS,tnz-my,tnz-MY,Tonga,Tonga,TONGA,Tonga,tnz
BKG-COD,bkg-COD,bkg-cd,bkg-CG,Buraka,Buraka,BURAKA,Buraka,bkg
TDV-NGA,tdv-NGA,tdv-ng,tdv-NI,Toro,Toro,TORO,Toro,tdv
NUD-PNG,nud-PNG,nud-pg,nud-PP,Ngala,Ngala,NGALA,Ngala,nud
YLN-CHN,yln-CHN,yln-cn,yln-CH,Langnian Buyang,"Buyang, Langnian","BUYANG, LANGNIAN","Buyang, Langnian",yln
TCX-IND,tcx-IND,tcx-in,tcx-IN,Toda,Toda,TODA,Toda,tcx
MQB-CMR,mqb-CMR,mqb-cm,mqb-CM,Mbuko,Mbuko,MBUKO,Mbuko,mqb
THA-KHM,tha-KHM,tha-kh,tha-CB,Thai,Thai,THAI,Thai,tha
KCS-NGA,kcs-NGA,kcs-ng,kcs-NI,Koenoem,Koenoem,KOENOEM,Koenoem,kcs
WAV-NGA,wav-NGA,wav-ng,wav-NI,Waka,Waka,WAKA,Waka,wav
DBI-NGA,dbi-NGA,dbi-ng,dbi-NI,Doka,Doka,DOKA,Doka,dbi
GSL-SEN,gsl-SEN,gsl-sn,gsl-SG,Gusilay,Gusilay,GUSILAY,Gusilay,gsl
LIU-SDN,liu-SDN,liu-sd,liu-SU,Logorik,Logorik,LOGORIK,Logorik,liu
NOJ-PER,noj-PER,noj-pe,noj-PE,Nonuya,Nonuya,NONUYA,Nonuya,noj
PSW-VUT,psw-VUT,psw-vu,psw-NH,Port Sandwich,Port Sandwich,PORT SANDWICH,Port Sandwich,psw
LEP-NPL,lep-NPL,lep-np,lep-NP,Lapcha,Lapcha,LAPCHA,Lapcha,lep
TGD-NGA,tgd-NGA,tgd-ng,tgd-NI,Ciwogai,Ciwogai,CIWOGAI,Ciwogai,tgd
BVJ-NGA,bvj-NGA,bvj-ng,bvj-NI,Baan,Baan,BAAN,Baan,bvj
USA-PNG,usa-PNG,usa-pg,usa-PP,Usarufa,Usarufa,USARUFA,Usarufa,usa
MSU-PNG,msu-PNG,msu-pg,msu-PP,Musom,Musom,MUSOM,Musom,msu
MQH-MEX,mqh-MEX,mqh-mx,mqh-MX,Tlazoyaltepec Mixtec,"Mixtec, Tlazoyaltepec","MIXTEC, TLAZOYALTEPEC","Mixtec, Tlazoyaltepec",mqh
MVN-PNG,mvn-PNG,mvn-pg,mvn-PP,Minaveha,Minaveha,MINAVEHA,Minaveha,mvn
PWB-NGA,pwb-NGA,pwb-ng,pwb-NI,Panawa,Panawa,PANAWA,Panawa,pwb
ZCA-MEX,zca-MEX,zca-mx,zca-MX,Coatecas Altas Zapotec,"Zapotec, Coatecas Altas","ZAPOTEC, COATECAS ALTAS","Zapotec, Coatecas Altas",zca
KZG-JPN,kzg-JPN,kzg-jp,kzg-JA,Kikai,Kikai,KIKAI,Kikai,kzg
SJM-PHL,sjm-PHL,sjm-ph,sjm-RP,Mapun,Mapun,MAPUN,Mapun,sjm
TTH-VNM,tth-VNM,tth-vn,tth-VM,Upper Ta’oih,"Ta’oih, Upper","TA’OIH, UPPER","Ta’oih, Upper",tth
ITW-NGA,itw-NGA,itw-ng,itw-NI,Ito,Ito,ITO,Ito,itw
TIV-CMR,tiv-CMR,tiv-cm,tiv-CM,Tiv,Tiv,TIV,Tiv,tiv
DBE-IDN,dbe-IDN,dbe-id,dbe-ID,Dabe,Dabe,DABE,Dabe,dbe
AON-PNG,aon-PNG,aon-pg,aon-PP,Bumbita Arapesh,"Arapesh, Bumbita","ARAPESH, BUMBITA","Arapesh, Bumbita",aon
SQH-NGA,sqh-NGA,sqh-ng,sqh-NI,Shau,Shau,SHAU,Shau,sqh
ELL-ALB,ell-ALB,ell-al,ell-AL,Greek,Greek,GREEK,Greek,ell
MAT-MEX,mat-MEX,mat-mx,mat-MX,San Francisco Matlatzinca,"Matlatzinca, San Francisco","MATLATZINCA, SAN FRANCISCO","Matlatzinca, San Francisco",mat
GUT-CRI,gut-CRI,gut-cr,gut-CS,Maléku Jaíka,Maléku Jaíka,MALEKU JAIKA,Maléku Jaíka,gut
SBE-PNG,sbe-PNG,sbe-pg,sbe-PP,Saliba,Saliba,SALIBA,Saliba,sbe
MCT-CMR,mct-CMR,mct-cm,mct-CM,Mengisa,Mengisa,MENGISA,Mengisa,mct
VMQ-MEX,vmq-MEX,vmq-mx,vmq-MX,Soyaltepec Mixtec,"Mixtec, Soyaltepec","MIXTEC, SOYALTEPEC","Mixtec, Soyaltepec",vmq
MSN-VUT,msn-VUT,msn-vu,msn-NH,Vurës,Vurës,VURES,Vurës,msn
RHG-BGD,rhg-BGD,rhg-bd,rhg-BG,Rohingya,Rohingya,ROHINGYA,Rohingya,rhg
TPP-MEX,tpp-MEX,tpp-mx,tpp-MX,Pisaflores Tepehua,"Tepehua, Pisaflores","TEPEHUA, PISAFLORES","Tepehua, Pisaflores",tpp
SPG-MYS,spg-MYS,spg-my,spg-MY,Sian,Sian,SIAN,Sian,spg
NAG-IND,nag-IND,nag-in,nag-IN,Naga Pidgin,Naga Pidgin,NAGA PIDGIN,Naga Pidgin,nag
LLM-IDN,llm-IDN,llm-id,llm-ID,Lasalimu,Lasalimu,LASALIMU,Lasalimu,llm
BXS-CMR,bxs-CMR,bxs-cm,bxs-CM,Busam,Busam,BUSAM,Busam,bxs
PHH-VNM,phh-VNM,phh-vn,phh-VM,Phula,Phula,PHULA,Phula,phh
AFI-PNG,afi-PNG,afi-pg,afi-PP,Chini,Chini,CHINI,Chini,afi
KFE-IND,kfe-IND,kfe-in,kfe-IN,Kota,Kota,KOTA,Kota,kfe
YBL-CMR,ybl-CMR,ybl-cm,ybl-CM,Yukuben,Yukuben,YUKUBEN,Yukuben,ybl
ULW-NIC,ulw-NIC,ulw-ni,ulw-NU,Ulwa,Ulwa,ULWA,Ulwa,ulw
TPT-MEX,tpt-MEX,tpt-mx,tpt-MX,Tlachichilco Tepehua,"Tepehua, Tlachichilco","TEPEHUA, TLACHICHILCO","Tepehua, Tlachichilco",tpt
BFJ-CMR,bfj-CMR,bfj-cm,bfj-CM,Bafanji,Bafanji,BAFANJI,Bafanji,bfj
HUO-CHN,huo-CHN,huo-cn,huo-CH,Hu,Hu,HU,Hu,huo
MWB-PNG,mwb-PNG,mwb-pg,mwb-PP,Juwal,Juwal,JUWAL,Juwal,mwb
RNN-IDN,rnn-IDN,rnn-id,rnn-ID,Roon,Roon,ROON,Roon,rnn
WAZ-PNG,waz-PNG,waz-pg,waz-PP,Wampur,Wampur,WAMPUR,Wampur,waz
VMY-MEX,vmy-MEX,vmy-mx,vmy-MX,Ayautla Mazatec,"Mazatec, Ayautla","MAZATEC, AYAUTLA","Mazatec, Ayautla",vmy
MLL-VUT,mll-VUT,mll-vu,mll-NH,Malua Bay,Malua Bay,MALUA BAY,Malua Bay,mll
LUT-USA,lut-USA,lut-us,lut-US,Lushootseed,Lushootseed,LUSHOOTSEED,Lushootseed,lut
HOS-VNM,hos-VNM,hos-vn,hos-VM,Ho Chi Minh City Sign Language,Ho Chi Minh City Sign Language,HO CHI MINH CITY SIGN LANGUAGE,Ho Chi Minh City Sign Language,hos
IGM-PNG,igm-PNG,igm-pg,igm-PP,Kanggape,Kanggape,KANGGAPE,Kanggape,igm
BCB-SEN,bcb-SEN,bcb-sn,bcb-SG,Bainouk-Samik,Bainouk-Samik,BAINOUK-SAMIK,Bainouk-Samik,bcb
TTU-PNG,ttu-PNG,ttu-pg,ttu-PP,Torau,Torau,TORAU,Torau,ttu
WKB-IND,wkb-IND,wkb-in,wkb-IN,Kumbaran,Kumbaran,KUMBARAN,Kumbaran,wkb
HRC-PNG,hrc-PNG,hrc-pg,hrc-PP,Niwer Mil,Niwer Mil,NIWER MIL,Niwer Mil,hrc
KYB-PHL,kyb-PHL,kyb-ph,kyb-RP,Butbut Kalinga,"Kalinga, Butbut","KALINGA, BUTBUT","Kalinga, Butbut",kyb
MLI-IDN,mli-IDN,mli-id,mli-ID,Malimpung,Malimpung,MALIMPUNG,Malimpung,mli
BKW-CMR,bkw-CMR,bkw-cm,bkw-CM,Bekwel,Bekwel,BEKWEL,Bekwel,bkw
AAD-PNG,aad-PNG,aad-pg,aad-PP,Amal,Amal,AMAL,Amal,aad
MMF-NGA,mmf-NGA,mmf-ng,mmf-NI,Mundat,Mundat,MUNDAT,Mundat,mmf
MQZ-PNG,mqz-PNG,mqz-pg,mqz-PP,Pano,Pano,PANO,Pano,mqz
MTC-PNG,mtc-PNG,mtc-pg,mtc-PP,Munit,Munit,MUNIT,Munit,mtc
KHR-NPL,khr-NPL,khr-np,khr-NP,Kharia,Kharia,KHARIA,Kharia,khr
SRY-PNG,sry-PNG,sry-pg,sry-PP,Sera,Sera,SERA,Sera,sry
LHN-MYS,lhn-MYS,lhn-my,lhn-MY,Lahanan,Lahanan,LAHANAN,Lahanan,lhn
GOQ-IDN,goq-IDN,goq-id,goq-ID,Gorap,Gorap,GORAP,Gorap,goq
WOM-NGA,wom-NGA,wom-ng,wom-NI,Wom,Wom,WOM,Wom,wom
AKO-SUR,ako-SUR,ako-sr,ako-NS,Akurio,Akurio,AKURIO,Akurio,ako
WLA-PNG,wla-PNG,wla-pg,wla-PP,Walio,Walio,WALIO,Walio,wla
RAI-PNG,rai-PNG,rai-pg,rai-PP,Ramoaaina,Ramoaaina,RAMOAAINA,Ramoaaina,rai
NUX-PNG,nux-PNG,nux-pg,nux-PP,Mehek,Mehek,MEHEK,Mehek,nux
DBT-MLI,dbt-MLI,dbt-ml,dbt-ML,Ben Tey Dogon,"Dogon, Ben Tey","DOGON, BEN TEY","Dogon, Ben Tey",dbt
VEM-CMR,vem-CMR,vem-cm,vem-CM,Vemgo-Mabas,Vemgo-Mabas,VEMGO-MABAS,Vemgo-Mabas,vem
NXX-IDN,nxx-IDN,nxx-id,nxx-ID,Nafri,Nafri,NAFRI,Nafri,nxx
SIV-PNG,siv-PNG,siv-pg,siv-PP,Sumariup,Sumariup,SUMARIUP,Sumariup,siv
PPS-MEX,pps-MEX,pps-mx,pps-MX,San Luís Temalacayuca Popoloca,"Popoloca, San Luís Temalacayuca","POPOLOCA, SAN LUIS TEMALACAYUCA","Popoloca, San Luís Temalacayuca",pps
POQ-MEX,poq-MEX,poq-mx,poq-MX,Texistepec Popoluca,"Popoluca, Texistepec","POPOLUCA, TEXISTEPEC","Popoluca, Texistepec",poq
HMZ-VNM,hmz-VNM,hmz-vn,hmz-VM,Sinicized Miao,Sinicized Miao,SINICIZED MIAO,Sinicized Miao,hmz
LMQ-IDN,lmq-IDN,lmq-id,lmq-ID,Lamatuka,Lamatuka,LAMATUKA,Lamatuka,lmq
TSH-CMR,tsh-CMR,tsh-cm,tsh-CM,Tsuvan,Tsuvan,TSUVAN,Tsuvan,tsh
LKC-CHN,lkc-CHN,lkc-cn,lkc-CH,Kucong,Kucong,KUCONG,Kucong,lkc
DGH-NGA,dgh-NGA,dgh-ng,dgh-NI,Dghwede,Dghwede,DGHWEDE,Dghwede,dgh
MSW-GNB,msw-GNB,msw-gw,msw-PU,Mansoanka,Mansoanka,MANSOANKA,Mansoanka,msw
DTM-BFA,dtm-BFA,dtm-bf,dtm-UV,Tomo Kan Dogon,"Dogon, Tomo Kan","DOGON, TOMO KAN","Dogon, Tomo Kan",dtm
KHL-PNG,khl-PNG,khl-pg,khl-PP,Lusi,Lusi,LUSI,Lusi,khl
OYY-PNG,oyy-PNG,oyy-pg,oyy-PP,Oya’oya,Oya’oya,OYA’OYA,Oya’oya,oyy
BZI-CHN,bzi-CHN,bzi-cn,bzi-CH,Bisu,Bisu,BISU,Bisu,bzi
MTH-IDN,mth-IDN,mth-id,mth-ID,Munggui,Munggui,MUNGGUI,Munggui,mth
LLL-PNG,lll-PNG,lll-pg,lll-PP,Lilau,Lilau,LILAU,Lilau,lll
IXC-MEX,ixc-MEX,ixc-mx,ixc-MX,Ixcatec,Ixcatec,IXCATEC,Ixcatec,ixc
WIV-PNG,wiv-PNG,wiv-pg,wiv-PP,Vitu,Vitu,VITU,Vitu,wiv
UTU-PNG,utu-PNG,utu-pg,utu-PP,Utu,Utu,UTU,Utu,utu
XOI-PNG,xoi-PNG,xoi-pg,xoi-PP,Kominimung,Kominimung,KOMINIMUNG,Kominimung,xoi
MTY-PNG,mty-PNG,mty-pg,mty-PP,Nabi,Nabi,NABI,Nabi,mty
URM-PNG,urm-PNG,urm-pg,urm-PP,Urapmin,Urapmin,URAPMIN,Urapmin,urm
AZG-MEX,azg-MEX,azg-mx,azg-MX,San Pedro Amuzgos Amuzgo,"Amuzgo, San Pedro Amuzgos","AMUZGO, SAN PEDRO AMUZGOS","Amuzgo, San Pedro Amuzgos",azg
ALF-NGA,alf-NGA,alf-ng,alf-NI,Alege,Alege,ALEGE,Alege,alf
OUE-PNG,oue-PNG,oue-pg,oue-PP,Oune,Oune,OUNE,Oune,oue
VTO-IDN,vto-IDN,vto-id,vto-ID,Vitou,Vitou,VITOU,Vitou,vto
BJP-PNG,bjp-PNG,bjp-pg,bjp-PP,Fanamaket,Fanamaket,FANAMAKET,Fanamaket,bjp
NVH-VUT,nvh-VUT,nvh-vu,nvh-NH,Nasarian,Nasarian,NASARIAN,Nasarian,nvh
ZPT-MEX,zpt-MEX,zpt-mx,zpt-MX,San Vicente Coatlán Zapotec,"Zapotec, San Vicente Coatlán","ZAPOTEC, SAN VICENTE COATLAN","Zapotec, San Vicente Coatlán",zpt
NPA-NPL,npa-NPL,npa-np,npa-NP,Nar Phu,Nar Phu,NAR PHU,Nar Phu,npa
PMA-VUT,pma-VUT,pma-vu,pma-NH,Paama,Paama,PAAMA,Paama,pma
LUS-BGD,lus-BGD,lus-bd,lus-BG,Mizo,Mizo,MIZO,Mizo,lus
MLW-CMR,mlw-CMR,mlw-cm,mlw-CM,Moloko,Moloko,MOLOKO,Moloko,mlw
LBU-PNG,lbu-PNG,lbu-pg,lbu-PP,Labu,Labu,LABU,Labu,lbu
KTR-MYS,ktr-MYS,ktr-my,ktr-MY,Kota Marudu Tinagas,Kota Marudu Tinagas,KOTA MARUDU TINAGAS,Kota Marudu Tinagas,ktr
DII-CMR,dii-CMR,dii-cm,dii-CM,Dimbong,Dimbong,DIMBONG,Dimbong,dii
PSQ-PNG,psq-PNG,psq-pg,psq-PP,Pasi,Pasi,PASI,Pasi,psq
TLC-MEX,tlc-MEX,tlc-mx,tlc-MX,Yecuatla Totonac,"Totonac, Yecuatla","TOTONAC, YECUATLA","Totonac, Yecuatla",tlc
RMP-PNG,rmp-PNG,rmp-pg,rmp-PP,Rempi,Rempi,REMPI,Rempi,rmp
BAJ-IDN,baj-IDN,baj-id,baj-ID,Barakai,Barakai,BARAKAI,Barakai,baj
GNQ-MYS,gnq-MYS,gnq-my,gnq-MY,Gana,Gana,GANA,Gana,gnq
GSN-PNG,gsn-PNG,gsn-pg,gsn-PP,Gusan,Gusan,GUSAN,Gusan,gsn
MSV-CMR,msv-CMR,msv-cm,msv-CM,Maslam,Maslam,MASLAM,Maslam,msv
MWO-VUT,mwo-VUT,mwo-vu,mwo-NH,Central Maewo,"Maewo, Central","MAEWO, CENTRAL","Maewo, Central",mwo
ZIZ-NGA,ziz-NGA,ziz-ng,ziz-NI,Zizilivakan,Zizilivakan,ZIZILIVAKAN,Zizilivakan,ziz
PYY-MMR,pyy-MMR,pyy-mm,pyy-BM,Pyen,Pyen,PYEN,Pyen,pyy
NGX-NGA,ngx-NGA,ngx-ng,ngx-NI,Nggwahyi,Nggwahyi,NGGWAHYI,Nggwahyi,ngx
WKD-IDN,wkd-IDN,wkd-id,wkd-ID,Mo,Mo,MO,Mo,wkd
SRR-GMB,srr-GMB,srr-gm,srr-GA,Serer-Sine,Serer-Sine,SERER-SINE,Serer-Sine,srr
ZTY-MEX,zty-MEX,zty-mx,zty-MX,Yatee Zapotec,"Zapotec, Yatee","ZAPOTEC, YATEE","Zapotec, Yatee",zty
YBO-PNG,ybo-PNG,ybo-pg,ybo-PP,Yabong,Yabong,YABONG,Yabong,ybo
PIS-SLB,pis-SLB,pis-sb,pis-BP,Pijin,Pijin,PIJIN,Pijin,pis
LZL-VUT,lzl-VUT,lzl-vu,lzl-NH,Litzlitz,Litzlitz,LITZLITZ,Litzlitz,lzl
UBA-NGA,uba-NGA,uba-ng,uba-NI,Ubang,Ubang,UBANG,Ubang,uba
KLY-IDN,kly-IDN,kly-id,kly-ID,Kalao,Kalao,KALAO,Kalao,kly
ARW-VEN,arw-VEN,arw-ve,arw-VE,Arawak,Arawak,ARAWAK,Arawak,arw
PNM-MYS,pnm-MYS,pnm-my,pnm-MY,Punan Batu 1,Punan Batu 1,PUNAN BATU 1,Punan Batu 1,pnm
SRM-GUF,srm-GUF,srm-gf,srm-FG,Saramaccan,Saramaccan,SARAMACCAN,Saramaccan,srm
BPH-RUS,bph-RUS,bph-ru,bph-RS,Botlikh,Botlikh,BOTLIKH,Botlikh,bph
MFV-GMB,mfv-GMB,mfv-gm,mfv-GA,Mandjak,Mandjak,MANDJAK,Mandjak,mfv
SWF-COD,swf-COD,swf-cd,swf-CG,Sere,Sere,SERE,Sere,swf
AIG-MAF,aig-MAF,aig-mf,aig-RN,Simaatn Creole English,Simaatn Creole English,SIMAATN CREOLE ENGLISH,Simaatn Creole English,aig
YBY-PNG,yby-PNG,yby-pg,yby-PP,Yaweyuha,Yaweyuha,YAWEYUHA,Yaweyuha,yby
EMG-NPL,emg-NPL,emg-np,emg-NP,Eastern Mewahang,"Mewahang, Eastern","MEWAHANG, EASTERN","Mewahang, Eastern",emg
SNS-VUT,sns-VUT,sns-vu,sns-NH,Nahavaq,Nahavaq,NAHAVAQ,Nahavaq,sns
AZT-PHL,azt-PHL,azt-ph,azt-RP,Faire Atta,"Atta, Faire","ATTA, FAIRE","Atta, Faire",azt
XTT-MEX,xtt-MEX,xtt-mx,xtt-MX,Tacahua Mixtec,"Mixtec, Tacahua","MIXTEC, TACAHUA","Mixtec, Tacahua",xtt
LRV-VUT,lrv-VUT,lrv-vu,lrv-NH,Larevat,Larevat,LAREVAT,Larevat,lrv
BEC-NGA,bec-NGA,bec-ng,bec-NI,Iceve-Maci,Iceve-Maci,ICEVE-MACI,Iceve-Maci,bec
ADY-ISR,ady-ISR,ady-il,ady-IS,Adyghe,Adyghe,ADYGHE,Adyghe,ady
MKR-PNG,mkr-PNG,mkr-pg,mkr-PP,Malas,Malas,MALAS,Malas,mkr
NBE-MMR,nbe-MMR,nbe-mm,nbe-BM,Konyak Naga,"Naga, Konyak","NAGA, KONYAK","Naga, Konyak",nbe
PBI-CMR,pbi-CMR,pbi-cm,pbi-CM,Parkwa,Parkwa,PARKWA,Parkwa,pbi
LKS-KEN,lks-KEN,lks-ke,lks-KE,Olushisa,Olushisa,OLUSHISA,Olushisa,lks
JET-PNG,jet-PNG,jet-pg,jet-PP,Manem,Manem,MANEM,Manem,jet
GIQ-VNM,giq-VNM,giq-vn,giq-VM,Green Gelao,"Gelao, Green","GELAO, GREEN","Gelao, Green",giq
IFY-PHL,ify-PHL,ify-ph,ify-RP,Keley-i Kallahan,"Kallahan, Keley-i","KALLAHAN, KELEY-I","Kallahan, Keley-i",ify
CAC-MEX,cac-MEX,cac-mx,cac-MX,Chuj,Chuj,CHUJ,Chuj,cac
NSY-IDN,nsy-IDN,nsy-id,nsy-ID,Nasal,Nasal,NASAL,Nasal,nsy
UNE-NGA,une-NGA,une-ng,une-NI,Uneme,Uneme,UNEME,Uneme,une
TBJ-PNG,tbj-PNG,tbj-pg,tbj-PP,Tiang,Tiang,TIANG,Tiang,tbj
SQO-IRN,sqo-IRN,sqo-ir,sqo-IR,Sorkhei,Sorkhei,SORKHEI,Sorkhei,sqo
CCP-MMR,ccp-MMR,ccp-mm,ccp-BM,Chakma,Chakma,CHAKMA,Chakma,ccp
SKB-THA,skb-THA,skb-th,skb-TH,Saek,Saek,SAEK,Saek,skb
MML-CHN,mml-CHN,mml-cn,mml-CH,Man Met,Man Met,MAN MET,Man Met,mml
NOC-PNG,noc-PNG,noc-pg,noc-PP,Nuk,Nuk,NUK,Nuk,noc
NIF-PNG,nif-PNG,nif-pg,nif-PP,Nek,Nek,NEK,Nek,nif
XTU-MEX,xtu-MEX,xtu-mx,xtu-MX,Cuyamecalco Mixtec,"Mixtec, Cuyamecalco","MIXTEC, CUYAMECALCO","Mixtec, Cuyamecalco",xtu
SYW-NPL,syw-NPL,syw-np,syw-NP,Kagate,Kagate,KAGATE,Kagate,syw
