"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","y_avg","P[Y=6]","P[Y=7]","y_hat","V9","y_obs","latent1","latent2"
"gwj",0.748286059312257,0.181118746101075,0.0461207450103849,0.0169528279326127,0.00703726374549785,0.000441183192635974,4.31747055366083e-05,1,1.35483273909807,1,-0.992962736254502,0
"gwn",0.977748115237159,0.0197869532175476,0.00199719225506356,0.000386619363824336,7.93750724522591e-05,1.6752409023324e-06,6.96130505462023e-08,1,1.02526748999177,1,-0.999920624927548,0
"gwr",0.972398156651511,0.0243331665770118,0.00262143550027361,0.000530395417995599,0.000114133080578283,2.59834100901912e-06,1.14431620290567e-07,1,1.03163743444863,1,-0.999885866919422,0
"gwt",0.818167089224473,0.138261764762457,0.0299605986984289,0.00982512247203771,0.00358441509427054,0.000185466252683675,1.55434956491396e-05,1,1.24301658218982,2,-1.99641558490573,-1
"gwu",0.00109916363985551,0.0108184382828037,0.0271076455037395,0.057807548150775,0.236150794036978,0.244284709877288,0.42273170050856,7,5.94087330232832,7,-6.76384920596302,0
"gww",0.0350727940706992,0.121485797738874,0.148103328600723,0.175901708718213,0.313152416520197,0.132192890167539,0.0740910641837541,5,4.30351808311597,5,-4.6868475834798,0
"gwx",0.895728257279025,0.0845651653786061,0.0144353676827849,0.00400654699782599,0.00121411190149734,4.73779292817778e-05,3.17283097905907e-06,1,1.13056791597593,1,-0.998785888098503,0
"gxx",0.987232953775317,0.0115663277207301,0.000995403308638787,0.000173030220342207,3.17085613160684e-05,5.56337111379257e-07,2.00765448710172e-08,1,1.01420596138912,1,-0.999968291438684,0
"gya",0.989786552572597,0.0093112757507986,0.000753924252821947,0.000125791798317176,2.20821967356066e-05,3.61078136834614e-07,1.2350592881738e-08,1,1.01128670793258,1,-0.999977917803264,0
"gyb",0.856220148071321,0.112742152449364,0.0219841498113362,0.00669482978247204,0.00224827462630051,0.000102659411704287,7.7858475014958e-06,1,1.18634805206819,1,-0.997751725373699,0
"gyd",0.267832625644234,0.304723394864972,0.179365626351426,0.121527736630217,0.104386368343171,0.0179891363166024,0.00417511184937813,2,2.56057968351044,5,-4.89561363165683,-3
"gye",0.443398136666598,0.301945227419526,0.131137125778121,0.0708895296525052,0.0462066714388654,0.00550231346155405,0.000920995582830875,1,1.9947522944935,5,-4.95379332856113,-4
"gyf",0.000751715124722866,0.00810022166633809,0.0216070700594935,0.0485468604957668,0.214329059770642,0.239711969017182,0.466953103865856,7,6.05454965063623,7,-6.78567094022936,0
"gyg",0.925546699780105,0.0620907537420271,0.00932161515449403,0.00236710655653705,0.000650694370807336,2.18318555106345e-05,1.29854051877931e-06,1,1.09055503172452,1,-0.999349305629193,0
"gyi",0.760950028796853,0.173735768004352,0.0430611368196239,0.0155274238905717,0.0063063194176044,0.000382826682393866,3.64963886009262e-05,1,1.33379870272931,2,-1.9936936805824,-1
"gyl",0.937686732471085,0.0526172376544745,0.00740883899656752,0.00180008651147046,0.00047160436292204,1.46768043878254e-05,8.23199092780946e-07,1,1.0747999158502,1,-0.999528395637078,0
"gym",0.928649754167669,0.0596879277224028,0.00882261902984083,0.00221648865283386,0.000602207520398967,1.98395814428043e-05,1.16332541133524e-06,1,1.08649763968186,1,-0.999397792479601,0
"gyn",0.911062021526777,0.0731441655678529,0.0117363985855368,0.00312056478879985,0.000902053517742418,3.27264938745353e-05,2.06951941694733e-06,1,1.10976292076217,1,-0.999097946482258,0
"gyr",0.353931475795994,0.3115750738969,0.157063232521358,0.0947859391809953,0.0705972058303623,0.0100726787916123,0.0019743939827771,1,2.25465793765878,1,-0.929402794169638,0
"gyy",0.000977506738193627,0.00989719561482016,0.0252889747768522,0.0548150467331643,0.229403528553644,0.243165093574998,0.436452654008328,7,5.97707579150755,7,-6.77059647144636,0
"gza",0.687002782293232,0.214409205631774,0.061643743640445,0.0247071823670465,0.0113258217736854,0.000820824327977143,9.04399658399058e-05,1,1.46176828854347,1,-0.988674178226315,0
"gzi",0.340822558470553,0.311665822482638,0.160701151049129,0.0986245858777889,0.0749810180822829,0.0109963415422362,0.00220852249537162,1,2.2970987972268,3,-2.92501898191772,-2
"gzn",0.493483727550794,0.290562607397101,0.116311978756398,0.0592271526352828,0.0359403154971467,0.00387786208726082,0.000596356076015825,1,1.86759673169673,1,-0.964059684502853,0
"haa",0.0116113670049877,0.0595108839651949,0.0949459037078375,0.139826847637489,0.334906531435781,0.197426527730555,0.161771938518155,5,4.96627362979817,5,-4.66509346856422,0
"hac",0.742584026027152,0.18438721353376,0.0475158715801594,0.0176141849332129,0.00738275956031442,0.00046946740797571,4.64769574252122e-05,1,1.3644187485194,3,-2.99261724043969,-2
"had",0.623272961940661,0.24459188287298,0.0788734703326486,0.0343294342469923,0.0173145554300613,0.00143991188905779,0.00017778328759821,1,1.58285160717038,1,-0.982685444569939,0
"hae",0.992043131067043,0.00730044073410097,0.000553133086221957,8.82721696336963e-05,1.47916809637438e-05,2.24031581397277e-07,7.23045534556377e-09,1,1.00873185367994,1,-0.999985208319036,0
"hag",0.584087108245994,0.260771086674837,0.0899118872894328,0.0410726201575707,0.0219207308424726,0.00197567058219905,0.000260896207493366,1,1.66293937525226,1,-0.978079269157527,0
"hah",0.723369768432064,0.195144637671908,0.0522941582838153,0.0199328700952951,0.00862480556704881,0.000574660836711538,5.90991131571572e-05,1,1.39725868565612,1,-0.991375194432951,0
"haj",0.880340292720141,0.095749238725666,0.0172788198016035,0.00498485822114936,0.00157647111340564,6.56866846359128e-05,4.63273339834647e-06,1,1.15192356726951,1,-0.998423528886594,0
"hal",0.825389897699284,0.13353723888903,0.0283980732003831,0.00919040835681117,0.00330346064263098,0.000167160062573446,1.37611492873058e-05,1,1.23203682013934,2,-1.99669653935737,-1
"ham",0.718900864985459,0.19758964224186,0.0534220454661899,0.0204922009412729,0.00893141417852616,0.000601440028473732,6.23921582177944e-05,1,1.40501754580384,1,-0.991068585821474,0
"han",0.93686543412846,0.0532644142941482,0.00753482185059517,0.00183654522587962,0.000482825623854155,1.51079026070589e-05,8.50974455346432e-07,1,1.07585564152816,1,-0.999517174376146,0
"hao",0.811370450669557,0.142656901336142,0.0314506290606149,0.0104397431605245,0.00386099553140884,0.000203908105377404,1.73721363755375e-05,1,1.25344514440972,1,-0.996139004468591,0
"hap",0.56001885312231,0.269757949448284,0.0968259644925292,0.0455390370795649,0.0251516910674356,0.00237926296573665,0.000327241824139457,1,1.7144935197153,1,-0.974848308932564,0
"haq",0.988597116101426,0.0103641894471294,0.000864650620708396,0.000147192973790955,2.63885164267785e-05,4.46656530095346e-07,1.56839885523397e-08,1,1.01264295106221,1,-0.999973611483573,0
"har",0.661804885226987,0.226898335034638,0.0683368355867261,0.0283172858899828,0.0134898364130059,0.00103359207369347,0.000119229774966589,1,1.50836654854833,1,-0.986510163586994,0
"has",0.0474712425339112,0.145330897423189,0.162906759129206,0.181080009788663,0.29480155205651,0.112160994936344,0.0562485441321765,5,4.09188689274841,3,-2.70519844794349,2
"hat",0.96943863308258,0.0268234905099395,0.00298231015936423,0.000616487984308578,0.000135727573149724,3.20547932941562e-06,1.45211328073103e-07,1,1.03519738373881,1,-0.99986427242685,0
"hau",0.999967914447466,3.12890087098561e-05,7.37636333014713e-07,5.46806523393784e-08,4.20974133330532e-09,1.68944858103259e-11,2.02504679691629e-13,1,1.00003294524799,1,-0.999999995790259,0
"hav",0.961283947012012,0.0336024404981398,0.00402785957547103,0.000876408132747031,0.000203835045671341,5.25503292947427e-06,2.54703029556325e-07,1,1.04513052761283,1,-0.999796164954329,0
"haw",0.505320998919176,0.287315886320839,0.112816903380479,0.0566441799588581,0.0338016524718068,0.00356319254822657,0.000537186400614065,1,1.83912792399042,1,-0.966198347528193,0
"hay",0.983981818347523,0.0144097807536204,0.00132169340427213,0.000239825508513425,4.5980359667408e-05,8.68474274717812e-07,3.3152129375047e-08,1,1.01796110681052,1,-0.999954019640333,0
"haz",0.980283483376879,0.0176110072229322,0.00171518985116603,0.00032409771071551,6.48557581384157e-05,1.31321553986652e-06,5.2864629340732e-08,1,1.02227998635544,1,-0.999935144241862,0
"hbb",0.956588532020024,0.0374542220424527,0.00466099622713834,0.00104047106245386,0.000248743222504677,6.69954043908128e-06,3.35884987490154e-07,1,1.05092811358623,1,-0.999751256777495,0
"hbn",0.728725115206598,0.192186242064493,0.0509506507099425,0.0192725865376236,0.00826631802401689,0.000543750404302434,5.53370530242958e-05,1,1.38802134953297,3,-2.99173368197598,-2
"hbu",0.495641508009176,0.289986052014772,0.115674300264692,0.0587514479252861,0.035542812058669,0.0038187400037103,0.000585139723694561,1,1.86236478291541,2,-1.96445718794133,-1
"hca",0.370950395869666,0.310917809115266,0.152256369410553,0.0899312317624771,0.0652488076440427,0.00898752035605654,0.00170786584193905,1,2.20140427063189,1,-0.934751192355957,0
"hch",0.855784156320414,0.113043400278987,0.0220718301242641,0.0067277042759526,0.00226162560795973,0.000103429449704984,7.8539427181834e-06,1,1.18698094669205,1,-0.99773837439204,0
"hdn",0.0586909493419368,0.163864480036277,0.172592163298279,0.182693098956838,0.278606956078922,0.0981429253628667,0.0454094269248801,5,3.93472711618265,5,-4.72139304392108,0
"hdy",0.985945441122363,0.0126958895865529,0.00112225102573527,0.000198626779421951,3.70953667108154e-05,6.71315521061366e-07,2.48036946537411e-08,1,1.01568815884291,1,-0.999962904633289,0
"hea",0.94726237021877,0.0450015963484025,0.00597912792503408,0.00139592452171666,0.000350255289865098,1.01839140546067e-05,5.41782157359449e-07,1,1.0626028171863,1,-0.999649744710135,0
"heb",0.968658123585715,0.0274774921518806,0.0030792090111913,0.000639942663874349,0.000141701077265965,3.37742437239719e-06,1.54085700754258e-07,1,1.03614035411102,1,-0.999858298922734,0
"hed",0.893090763207123,0.086501544488761,0.0149134450795894,0.00416793264000426,0.00127266988651975,5.02483959790023e-05,3.39630202350616e-06,1,1.13419453190607,1,-0.99872733011348,0
"heg",0.629361901447245,0.241911332099059,0.0771859861297445,0.03333914480804,0.0166660158839304,0.00136844159865634,0.000167178033324444,1,1.57081007851162,1,-0.98333398411607,0
"heh",0.978333963350387,0.0192854381746341,0.00193119673051889,0.000371841457843414,7.590741718011e-05,1.5873713241632e-06,6.54981122671927e-08,1,1.02457531552322,1,-0.99992409258282,0
"hei",0.206687054157297,0.287048303754652,0.191347520896557,0.142398717939638,0.137554812962106,0.0275992285772364,0.00736436171251342,2,2.82934106437637,3,-2.86244518703789,-1
"hem",0.969749556777631,0.0265626453454267,0.00294390660507526,0.000607230865965702,0.000133380269469074,3.13837073151468e-06,1.41765700401031e-07,1,1.03482221467921,1,-0.999866619730531,0
"her",0.976559859023203,0.0208018623069092,0.00213253286426629,0.00041719109816174,8.66149291113283e-05,1.86135358382078e-06,7.84247642382496e-08,1,1.02667473836288,1,-0.999913385070889,0
"hgm",0.883376170285871,0.0935642578775702,0.0167076473634714,0.00478485074658141,0.00150099072607723,6.17691782602847e-05,4.313822168589e-06,1,1.14767279657288,1,-0.998499009273923,0
"hgw",0.637516245884562,0.238252990761807,0.0749388370455171,0.0320367703784887,0.0158241380753403,0.00127719738285148,0.000153820471433419,1,1.55484643803253,1,-0.98417586192466,0
"hhi",0.149146801105365,0.256858484434479,0.196497597934623,0.162390053233484,0.179218144746267,0.042572321304935,0.0133165972408463,2,3.146657608959,1,-0.820781855253733,1
"hhy",0.369422460519967,0.311000987789714,0.152691324737906,0.0903611194356931,0.0657138406881373,0.00908004631456383,0.00173022051401861,1,2.20610391298209,2,-1.93428615931186,-1
"hia",0.930983715938413,0.0578722979279432,0.00845177649465911,0.00210575589308459,0.000566969333952949,1.84163973779849e-05,1.06801456867256e-06,1,1.08345948600663,1,-0.999433030666047,0
"hib",0.00120089887654894,0.0115676402310751,0.0285561828760193,0.060145942500975,0.241233497085179,0.244946321301301,0.412349517128902,7,5.91288053110667,7,-6.75876650291482,0
"hid",0.065460716936764,0.173946195403897,0.177213193123412,0.182763553149719,0.269232651517055,0.0910193431147023,0.0403643467544511,5,3.85087664326832,3,-2.73076734848294,2
"hif",0.978913164970116,0.0187888641885962,0.00186643556216604,0.000357425207887618,7.25454927411606e-05,1.50300236056999e-06,6.15761326372422e-08,1,1.02389207737615,1,-0.999927454507259,0
"hig",0.965117503522512,0.0304302593756489,0.00352739840249394,0.000750168527727579,0.000170250693338758,4.2209727116882e-06,1.98505566761931e-07,1,1.04043886043413,1,-0.999829749306661,0
"hih",0.81870664538948,0.137910752407353,0.0298431237310939,0.00977705156251285,0.00356296872698869,0.000184053438499587,1.54047440721339e-05,1,1.24219272512196,2,-1.99643703127301,-1
"hii",0.645479208156831,0.234605464316529,0.0727589743970081,0.0307911142411559,0.015030753704473,0.00119282695181167,0.000141658232191588,1,1.53943385480411,1,-0.984969246295527,0
"hij",0.562813818710508,0.268752608361995,0.0960184956252494,0.0450074367382054,0.0247596729201633,0.00232912664961871,0.000318840994260383,1,1.70840928072142,2,-1.97524032707984,-1
"hik",0.415987473456718,0.306449810372434,0.139212449949745,0.0777868336701878,0.0527643203375283,0.00663486913880929,0.00116424307457796,1,2.06945229677411,2,-1.94723567966247,-1
"hil",0.998512586899479,0.00140663353026138,7.10172141823451e-05,8.65381455916747e-06,1.09786587376703e-06,1.04383419685661e-08,2.37302510974757e-10,1,1.00157907448132,1,-0.999998902134126,0
"hio",0.76687907045739,0.170220658787609,0.0416475821932444,0.0148805732807423,0.00598093308243841,0.000357521507353353,3.36606912226811e-05,1,1.32407084703018,3,-2.99401906691756,-2
"hix",0.252328016898228,0.301399577764026,0.182823545378816,0.126701184141682,0.111934502799225,0.0200111701943326,0.00480200282369125,2,2.62375610005741,1,-0.888065497200775,1
"hka",0.630981726759207,0.241190844017886,0.0767384251226249,0.0330782674138037,0.0164963724961867,0.00134991506268689,0.000164449127604605,1,1.56762425656836,2,-1.98350362750381,-1
"hke",0.944277232500711,0.047389800474254,0.00641690415338458,0.00151774303058727,0.000386217028245706,1.14813878575593e-05,6.21424960156602e-07,1,1.06638284147482,1,-0.999613782971754,0
"hkk",0.872509827076118,0.101336903030138,0.0187743190431491,0.00551650406023485,0.00178039289627585,7.65225822898508e-05,5.53131179459321e-06,1,1.16297242566446,1,-0.998219607103724,0
"hla",0.923935669374864,0.0633333037250681,0.00958331230170784,0.00244682226697179,0.000676607516652883,2.29121300701074e-05,1.37268466526841e-06,1,1.09266962195435,1,-0.999323392483347,0
"hlb",0.953213126957472,0.0402012787235091,0.00512908524843081,0.00116465146594313,0.000283590622113583,7.86374086614305e-06,4.03241665614118e-07,1,1.05512950426098,1,-0.999716409377886,0
"hld",0.731860564538822,0.190439824725893,0.0501682101595798,0.0188910464514984,0.00806089406204014,0.000526235578025114,5.32244841412455e-05,1,1.38264348544268,2,-1.99193910593796,-1
"hle",0.419796862904882,0.305901170691712,0.138094317255794,0.0768061035381945,0.0518091025802507,0.00646540821855135,0.00112703481061516,1,2.05883377609533,2,-1.94819089741975,-1
"hma",0.524344779173645,0.281676596510689,0.10722047909847,0.0526285255923651,0.0305721241790765,0.00310419423989639,0.000453301205858403,1,1.79453240663566,1,-0.969427875820923,0
"hmb",0.94243824847422,0.0488546274586377,0.00669022641083528,0.00159468508875449,0.000409211954406574,1.23265625778801e-05,6.74050568139073e-07,1,1.0687216604805,1,-0.999590788045593,0
"hmc",0.701513389373477,0.206896178401628,0.0578673041918282,0.0227410892858597,0.0101907816589114,0.000714621921795722,7.66351665008047e-05,1,1.43565010188649,1,-0.989809218341089,0
"hmd",0.820364295322576,0.136830420027676,0.0294829664584341,0.00963002921427991,0.00349754559521953,0.000179759168497551,1.49842133174705e-05,1,1.23966532409065,1,-0.99650245440478,0
"hme",0.53486408735619,0.278341061982548,0.104140024227906,0.0504788199560233,0.0288906779964953,0.00287310599177626,0.000412222489061698,1,1.77045914718566,1,-0.971109322003505,0
"hmf",0.0112565150750552,0.0582692424467711,0.0936058634937437,0.138620251068173,0.334610945700415,0.198944565822693,0.164692616393149,5,4.98266403291279,1,-0.665389054299585,4
"hmg",0.725127789060471,0.194176883498587,0.0518521392470187,0.01971491649144,0.00850605581394859,0.000564373536577345,5.78423519573823e-05,1,1.39421905651737,1,-0.991493944186051,0
"hmh",0.664179224878365,0.22575205618136,0.0676991512781046,0.027966392120982,0.0132750503747436,0.0010118953837942,0.000116229782650024,1,1.50390659221436,1,-0.986724949625256,0
"hmi",0.687524650789163,0.214143037470205,0.0615069094607342,0.0246350527968825,0.0112836307004149,0.000816808117229062,8.99106653710069e-05,1,1.46082004216235,1,-0.988716369299585,0
"hmj",0.598018879516766,0.255234474034163,0.085953921280203,0.038601085829339,0.0201942577101041,0.00176922746224961,0.000228154167175032,1,1.6339376672373,2,-1.9798057422899,-1
"hml",0.698292808632313,0.208583706079157,0.058700351256442,0.0231704055024082,0.0104359547030448,0.000737233636365575,7.95401902691228e-05,1,1.44140285323489,1,-0.989564045296955,0
"hmm",0.786117984692915,0.158558344544536,0.0371470494950458,0.012871104922304,0.00499627416359072,0.000283630685059766,2.561149654845e-05,1,1.29302267736049,1,-0.995003725836409,0
"hmp",0.621645178147406,0.245301025440006,0.0793259378199832,0.0345967623645481,0.0174908659193075,0.00145951666899813,0.000180713639750918,1,1.58608851703434,1,-0.982509134080693,0
"hmq",0.842188788529946,0.122333363633382,0.0248503721145062,0.00778765235074097,0.0027002099938952,0.000129412415487917,1.02009620418508e-05,1,1.20690617273989,1,-0.997299790006105,0
"hmr",0.926261664440788,0.0615382407454707,0.00920604815084469,0.00233206104082462,0.000639356554009263,2.13625597679235e-05,1.26650829501695e-06,1,1.08961835823428,1,-0.999360643445991,0
"hms",0.906858145649275,0.0763034226300203,0.012462316871385,0.00335452659848123,0.000982838770321348,3.64090433906394e-05,2.34043712665777e-06,1,1.11541907908923,1,-0.999017161229679,0
"hmt",0.969774253444371,0.0265419186254601,0.00294086105997804,0.000606497689209951,0.000133194612741749,3.13307405319652e-06,1.41494185590396e-07,1,1.03479242659939,1,-0.999866805387258,0
"hmv",0.0162931280262343,0.0746650580369529,0.110278022214697,0.152626022749493,0.335205003067418,0.179534870914213,0.131397894990992,5,4.77998090750151,1,-0.664794996932582,4
"hmw",0.528051898582096,0.280518522818753,0.106133606844099,0.0518652364393795,0.029971321446329,0.00302099453781002,0.000438419331533213,1,1.78600222028866,1,-0.970028678553671,0
"hmy",0.624011430190191,0.244269129526492,0.0786683872448862,0.0342085177172224,0.0172349800791157,0.00143108792527624,0.000176467316816309,1,1.58138562101167,1,-0.982765019920884,0
"hmz",0.497054043453926,0.289604914857754,0.115256987051958,0.0584412171501131,0.0352844639690176,0.0037804699958941,0.000577903521337464,1,1.85895016739557,1,-0.964715536030982,0
"hna",0.888278673370186,0.090013619474439,0.0157957304823015,0.00446911118282201,0.00138326829872537,5.5765462762869e-05,3.83172876372573e-06,1,1.14084730486881,1,-0.998616731701275,0
"hnd",0.977736633708056,0.0197967744362453,0.00199849052484424,0.000386910941822305,7.94437052974439e-05,1.67698853903442e-06,6.96951961698389e-08,1,1.02528106624646,1,-0.999920556294703,0
"hne",0.998104033379486,0.00178698753979778,9.53295850506519e-05,1.20468126600937e-05,1.58623906620914e-06,1.60611945965172e-08,3.82745168892029e-10,1,1.00202021470659,1,-0.999998413760934,0
"hnh",0.771048951098211,0.167726180900195,0.0406608194777467,0.0144334443385848,0.00575837267108359,0.000340460769966966,3.17707442116788e-05,1,1.31727457187088,1,-0.994241627328916,0
"hni",0.920630107378169,0.0658723628094657,0.0101257868865626,0.00261361194743148,0.000731368329222826,2.52290995350624e-05,1.53354961329732e-06,1,1.09702559253713,1,-0.999268631670777,0
"hnj",0.945377137453179,0.0465113525222487,0.0062547433204122,0.00147241253202202,0.000372770221525709,1.09926913048897e-05,5.91259307292091e-07,1,1.06498766865761,1,-0.999627229778474,0
"hnn",0.813787744765245,0.141099342186517,0.0309185242038684,0.0102192177636673,0.00376125600269761,0.000197210726973873,1.67043510315157e-05,1,1.2497253476371,1,-0.996238743997302,0
"hno",0.983628168365379,0.0147173687668195,0.00135834220259567,0.000247513772548835,4.76652661307586e-05,9.06819482060506e-07,3.48070445799209e-08,1,1.01837199849386,1,-0.999952334733869,0
"hns",0.646796786964653,0.233994831307529,0.0723997074215482,0.0305874822727549,0.0149021631971135,0.00117930270842881,0.000139726127972639,1,1.53690021606732,1,-0.985097836802887,0
"hnu",0.706887367915868,0.204054993202287,0.0564838994419238,0.0220336282163219,0.00979006763012946,0.000678064283105351,7.19793103646227e-05,1,1.42610614453333,3,-2.99020993236987,-2
"hoa",0.584875097150549,0.260464396445563,0.0896871088108133,0.0409306198085565,0.0218203490178799,0.0019634881254218,0.00025894064121712,1,1.66128295403879,2,-1.97817965098212,-1
"hob",0.31806768076401,0.310914002837281,0.166849183545544,0.105491169481978,0.08318460975567,0.0128074001490005,0.00268595346651634,1,2.37397703894108,1,-0.91681539024433,0
"hoc",0.970952635571424,0.0255516162167158,0.00279638314648611,0.000571878713241381,0.000124471354775557,2.88609065712819e-06,1.28906700425091e-07,1,1.033373107962,1,-0.999875528645224,0
"hod",0.00746885337296882,0.0439110103197921,0.0770267909986036,0.122494878749234,0.326975992965181,0.216887250666294,0.205235222927926,5,5.18920079132445,7,-6.67302400703482,-2
"hoe",0.814911083436073,0.140373420945166,0.0306720589302164,0.0101174625521945,0.00371542278644921,0.000194150720839614,1.6400629061164e-05,1,1.24800077498654,1,-0.996284577213551,0
"hoh",0.127554900052142,0.240971408766482,0.195783339713148,0.169443795303531,0.19843981675547,0.0507583895780186,0.0170483498312091,2,3.2907107880026,4,-3.80156018324453,-2
"hoi",0.027243245858654,0.103968352762756,0.135424690959652,0.169521327493782,0.32418457407897,0.148556393400627,0.0911014154455582,5,4.46951047315577,5,-4.67581542592103,0
"hoj",0.987102976512518,0.0116805764023655,0.00100806099447293,0.000175561748541164,3.22363777630619e-05,5.67436596710102e-07,2.05277428388939e-08,1,1.01435528949743,1,-0.999967763622237,0
"hol",0.848302344418308,0.118180665669476,0.0235903725679194,0.0073026690689284,0.00249761012512251,0.000117247576000068,9.09057424614002e-06,1,1.19790063983807,1,-0.997502389874877,0
"hoo",0.844972933853376,0.120447213145963,0.02427445377519,0.00756509840108688,0.00260684432351699,0.000123772741306594,9.68375956067469e-06,1,1.20279575945757,1,-0.997393155676483,0
"hop",0.341142530085575,0.311668050632814,0.160613113049728,0.0985298644264923,0.0748711468545626,0.0109728161091394,0.00220247884168823,1,2.29604741102582,2,-1.92512885314544,-1
"hor",0.00678423118945916,0.0410502789440843,0.0734561697428904,0.118722810812197,0.324279606970022,0.220493735585981,0.215213166755367,5,5.23499715720865,7,-6.67572039302998,-2
"hot",0.804490694414251,0.14705591781766,0.0329778876680255,0.0110790365850766,0.00415325230811714,0.000223829009120879,1.9382197748774e-05,1,1.26409725037351,1,-0.995846747691883,0
"hov",0.411103920978928,0.307115602296226,0.140643325517175,0.0790546492013442,0.0540105575026831,0.0068582365965898,0.00121370790705422,1,2.08318186137062,1,-0.945989442497317,0
"how",0.785356903568727,0.159027133115646,0.0373225199775672,0.012948009166725,0.00503320917643824,0.00028632633752812,2.58986573687947e-05,1,1.29423606090856,1,-0.994966790823562,0
"hoy",0.313352473818235,0.310607075534104,0.168092110253772,0.106945919422605,0.0849852792624318,0.0132193309777799,0.00279781073107177,1,2.39045369063452,1,-0.915014720737568,0
"hoz",0.766242477114879,0.170599857040192,0.0417987655659166,0.0149494002751417,0.00601536428928073,0.000360179020762685,3.39566938272196e-05,1,1.32511168142135,1,-0.993984635710719,0
"hpo",0.491471067072633,0.291094188609966,0.116906968230478,0.0596728265751825,0.0363142151841503,0.00393373661429386,0.000606997713296087,1,1.87249413488432,6,-5.96368578481585,-5
"hra",0.877891025846099,0.0975044089581945,0.0177431723512543,0.00514871173171083,0.00163881803635801,6.89612762538871e-05,4.90180012990837e-06,1,1.15536637818332,1,-0.998361181963642,0
"hre",0.932023683034924,0.0570609572244376,0.00828779621603248,0.00205712649514489,0.000551607054390946,1.78027117150314e-05,1.02726335549086e-06,1,1.08210953449821,1,-0.999448392945609,0
"hrk",0.231094707912637,0.295622458814867,0.187138503274373,0.133930309226975,0.123174840380128,0.0231998066842364,0.00583937370678456,2,2.71542503022694,4,-3.87682515961987,-2
"hrm",0.648242071746879,0.233322703588227,0.0720060893732141,0.0303649201248454,0.0147619758147957,0.0011646070933562,0.00013763225868324,1,1.53412637498725,1,-0.985238024185204,0
"hro",0.797536673596321,0.151451519836421,0.0345406345719704,0.0117427970104419,0.00446148638337052,0.000245301948929022,2.15866525461461e-05,1,1.27496315520509,1,-0.995538513616629,0
"hrt",0.29971056943255,0.30941222571048,0.171617963339428,0.111215185874591,0.0904035939739886,0.0144902163028134,0.00315024536614916,2,2.43926063962002,1,-0.909596406026011,1
"hru",0.7721690015557,0.167053015592394,0.0403968213328076,0.0143144386974058,0.00569946599260107,0.000335979495030947,3.12773340609418e-05,1,1.31545539980015,2,-1.9943005340074,-1
"hrx",0.903828293722178,0.0785671210664407,0.0129921817336091,0.0035273541844113,0.00104328268525766,3.92165866297534e-05,2.55002147309114e-06,1,1.11951806088991,3,-2.99895671731474,-2
"hrz",0.709415635142016,0.202707396662146,0.0558359667197587,0.0217046368832542,0.0096051333052638,0.000661361910442748,6.98693771183923e-05,1,1.4216397997874,3,-2.99039486669474,-2
"hsb",0.611221339724888,0.249766954069847,0.0822364673480209,0.036334696089326,0.0186498449392285,0.00159022116543583,0.000200476663253402,1,1.60699732259748,1,-0.981350155060772,0
"hss",0.264644800256168,0.304098566603894,0.180095311244791,0.122583491679824,0.105895728594176,0.0183859209724621,0.00429618064868487,2,2.57332926726407,3,-2.89410427140582,-1
"hti",0.00460504428000364,0.0311763769267994,0.0602969769586849,0.103836452317946,0.310534912070977,0.232606356322279,0.25694388112331,5,5.41011440443317,7,-6.68946508792902,-2
"hto",0.564488296902204,0.268145435307042,0.0955352816644167,0.044690590178798,0.024526978619167,0.00229951713335064,0.000313900195021311,1,1.70477667048582,1,-0.975473021380833,0
"hts",0.558976381660526,0.270130313445354,0.0971274224268411,0.0457381914573296,0.0252990719687289,0.00239819386910534,0.000330425172115345,1,1.71676954092416,2,-1.97470092803127,-1
"htu",0.499180022299457,0.289025760147685,0.114629097999217,0.0579760477551795,0.0348983947399072,0.00372350849051184,0.000567168568042953,1,1.8538262322321,2,-1.96510160526009,-1
"hub",0.753393121710296,0.178161897912799,0.0448803549000063,0.0163708045855336,0.00673652028626148,0.000416924751513004,4.03758535909571e-05,1,1.34630798149357,1,-0.993263479713739,0
"huc",0.303233115265404,0.309765236455098,0.170718084563981,0.110104275073993,0.0889740389866658,0.014150329966504,0.00305491968835481,2,2.42649155471435,5,-4.91102596101333,-3
"hue",0.593272853083292,0.257147683135299,0.0872983369672919,0.0394337709387497,0.0207710146758219,0.00183745994341256,0.000238881256133361,1,1.64375031584328,3,-2.97922898532418,-2
"huf",0.724140182219045,0.194720951371274,0.0521003357711627,0.0198372122414703,0.00857263704821087,0.000570135635356572,5.85457134808509e-05,1,1.39592576028852,1,-0.991427362951789,0
"hug",0.202856882940555,0.285498251095633,0.191920765528759,0.14373789398647,0.139968351204145,0.0283740236244862,0.00764383161995252,2,2.84815997677129,2,-1.86003164879586,0
"huh",0.280462348888529,0.306912800868203,0.176388605531038,0.117387561118149,0.0986119478892159,0.0165056558541794,0.00373107985068499,2,2.5112152452166,4,-3.90138805211078,-2
"hui",0.923825394402191,0.0634182336855482,0.00960129040133084,0.00245231659278566,0.000678399819865061,2.29872378241236e-05,1.37786045506516e-06,1,1.09281456689788,1,-0.999321600180135,0
"huj",0.76681732244698,0.170257458901616,0.0416622403808672,0.0148872427593009,0.00598426753580616,0.000357778660396879,3.36893150333362e-05,1,1.32417176727666,1,-0.994015732464194,0
