ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
nkf-IND	nkf-in	nkf-IN	Inpui Naga	Naga, Inpui	NAGA, INPUI	Naga, Inpui	nkf	inpu1234	Inpui Naga	Eurasia	24.8761	93.8096	inpu1234	IN	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	inpu1234:1	NA	Kabui, Kabui Naga, Kapwi, Koboi, Kubai	Inpui	Sino-Tibetan, Tibeto-Burman, Unclassified	India	None known. Considered by some to be the same language as Puimei Naga [npu]. Lexical similarity: 68% with Puimei Naga [npu].	Literacy rate in L2: 70% in English [eng] and in Meitei [mni] (Bengali script) (2000). Literacy high among young people in Meitei and English. Literature. NT: 2011.	India, Map 5	OLAC resources in and about Naga, Inpui	6a (Vigorous).	Home, religion. All ages. Positive attitudes. Most also use Meitei [mni]. Also use English [eng], Rongmei Naga [nbu].	Assam state; Manipur state: Imphal, Senapati, and Tamenglong Imphal districts, 16 villages; Nagaland state: Dimapur, Mahei Namchi, New Zaluke, and Peren.	Kabui recognized as Scheduled Tribe combining Inpui and Rongmei. Christian.	29,200 (2001 census).	29200	NA	Latin script [Latn].	Naga, Inpui
cbm-GTM	cbm-gt	cbm-GT	Yepocapa Southwestern Kaqchikel	Kaqchikel, Yepocapa Southwestern	KAQCHIKEL, YEPOCAPA SOUTHWESTERN	Kaqchikel, Yepocapa Southwestern	cbm	kaqc1271	Kaqchikel, Yepocapa Southwestern	North America	NA	NA	kaqc1271	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1271:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tzc-MEX	tzc-mx	tzc-MX	Chamula Tzotzil	Tzotzil, Chamula	TZOTZIL, CHAMULA	Tzotzil, Chamula	tzc	tzot1262	Tzotzil, Chamula	North America	NA	NA	tzot1262	MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	tzot1262:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pch-IND	pch-in	pch-IN	Pardhan	Pardhan	PARDHAN	Pardhan	pch	pard1245	Pardhan	Eurasia	22.1666	79.7773	pard1245	IN	unat1236	NA	threatened	Unattested	unat1236/drav1252	language	Wordlist or less	pard1245:1	NA	Pradhan, Pradhani	NA	Dravidian, South-Central, Gondi-Kui, Gondi	India	NA	NA	India, Map 6	OLAC resources in and about Pardhan	6b (Threatened).	Also use Hindi [hin], in Madhya Pradesh. Also use Marathi [mar], in Maharashtra.	Chhattisgarh state: Bilaspur, Raipur, and Surguja districts; Madhya Pradesh state: Balaghat, Betul, Chhindwara, Hoshangabad, Jabalpur, Mandla, and Seoni districts; Maharashtra state: Bhandara, Garhchiroli, Nagpur, Wardha, and Yavatmal districts; Telangana state: possibly in Adilbad district.	L1 is Gondi [gon] (Singh 1994b). Hindu.	135,000 (2007). Ethnic population: 347,000.	135000	NA	Unwritten [Qaax].	Pardhan
pry-THA	pry-th	pry-TH	Pray 3	Pray 3	PRAY 3	Pray 3	pry	pray1239	Pray 3	Eurasia	19.4306	101.021	pray1239	LA;TH	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	pray1239:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ckw-GTM	ckw-gt	ckw-GT	Western Kaqchikel	Kaqchikel, Western	KAQCHIKEL, WESTERN	Kaqchikel, Western	ckw	kaqc1279	Kaqchikel, Western	North America	NA	NA	kaqc1279	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1279:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
quu-GTM	quu-gt	quu-GT	Eastern Kiche	Kiche, Eastern	KICHE, EASTERN	K'iche', Eastern	quu	kich1265	K'iche', Eastern	North America	NA	NA	kich1265	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kich1265:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kav-BRA	kav-br	kav-BR	Katukina	Katukina	KATUKINA	Katukína	kav	nucl1668	Katukína	South America	-8.19121	-70.3822	nucl1668	BR	book1242	NA	threatened	Bookkeeping	book1242	language	Wordlist or less	nucl1668:1	NA	Catuquina, Katukina do Jutaí, Katukina do Rio Biá, Pidá-Djapá	NA	Katukinan	Brazil	Cutiadapa (Kutia-Dyapa).	NA	NA	OLAC resources in and about Katukína	9 (Dormant).	NA	Acre.	Different from Panoan Katukína [knt] in Amazonas and Acre.	No known L1 speakers. Ethnic population: 590 (2008 FUNASA).	0	NA	NA	Katukína
cti-MEX	cti-mx	cti-MX	Tila Chol	Chol, Tila	CHOL, TILA	Chol, Tila	cti	chol1285	Chol, Tila	North America	NA	NA	chol1285	MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	chol1285:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tzu-MEX	tzu-mx	tzu-MX	Huixtan Tzotzil	Tzotzil, Huixtan	TZOTZIL, HUIXTAN	Tzotzil, Huixtán	tzu	tzot1261	Tzotzil, Huixtán	North America	NA	NA	tzot1261	MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	tzot1261:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mtz-GTM	mtz-gt	mtz-GT	Tacanec	Tacanec	TACANEC	Tacanec	mtz	taca1258	Tacanec	North America	NA	NA	taca1258	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	taca1258:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
noo-CAN	noo-ca	noo-CA	Nootka	Nootka	NOOTKA	Nootka	noo	noot1239	Nootka	North America	49.6212	-126.086	noot1239	CA	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	noot1239:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cno-LAO	cno-la	cno-LA	Con	Con	CON	Con	cno	cona1234	Con	Eurasia	20.6442	100.904	cona1234	LA	book1242	NA	threatened	Bookkeeping	book1242	language	NA	cona1234:1	NA	NA	NA	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Lametic	Laos	NA	NA	Laos	OLAC resources in and about Con	6a (Vigorous).	NA	Bokeo province: Meung district; Luang Namtha province: southwest of Vieng Pou Kha.	NA	1,000 (Wurm and Hattori 1981).	1000	NA	Unwritten [Qaax].	Con
mvj-GTM	mvj-gt	mvj-GT	Todos Santos Cuchumatan Mam	Mam, Todos Santos Cuchumatan	MAM, TODOS SANTOS CUCHUMATAN	Mam, Todos Santos Cuchumatán	mvj	mamt1235	Mam, Todos Santos Cuchumatán	North America	NA	NA	mamt1235	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	mamt1235:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mvj-MEX	mvj-mx	mvj-MX	Todos Santos Mam	Mam, Todos Santos	MAM, TODOS SANTOS	Mam, Todos Santos	mvj	mamt1235	Mam, Todos Santos Cuchumatán	North America	NA	NA	mamt1235	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	mamt1235:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jai-GTM	jai-gt	jai-GT	Western Jakalteko	Jakalteko, Western	JAKALTEKO, WESTERN	Jakalteko, Western	jai	jaka1246	Jakalteko, Western	North America	NA	NA	jaka1246	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	jaka1246:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxu-IDN	nxu-id	nxu-ID	Narau	Narau	NARAU	Narau	nxu	nara1265	Narau	Papunesia	-3.43594	139.876	nara1265	ID	book1242	NA	moribund	Bookkeeping	book1242	language	Wordlist or less	nara1265:1	NA	NA	NA	Kaure, Kaure Proper	Indonesia	NA	NA	NA	OLAC resources in and about Narau	Unattested.	NA	NA	2006 survey data indicates language may not exist and could possibly be merged with Kosare [kiq]. Christian, traditional religion.	NA	NA	NA	NA	Narau
mct-CMR	mct-cm	mct-CM	Mengisa	Mengisa	MENGISA	Mengisa	mct	meng1263	Mengisa	Africa	4.5932	11.3947	meng1263	CM	book1242	NA	threatened	Bookkeeping	book1242	language	long grammar	meng1263:1	NA	Mangisa, Mengisa-Njowe, Njowe, Njowi	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Ewondo-Fang (A.71)	Cameroon	High exposure to and 97% intelligibility of Ewondo [ewo]. But Ewondo speakers have only 46% with Mengisa. The Mangisa people speak 2 languages: the Mengisa (Njowi) [mct], spoken in the Lekie division, and Leti [leo], closely related to, and perhaps a dialect of, Tuki [bag]. Eton [eto], the A70 variety reportedly most similar to Mengisa (Njowi) is 90% cognate with Mengisa, but a lower comprehension level (91%) (1990 D. Hatfield and C. Regnier). Lexical similarity: 90%–91% with Eton [eto], 81%–97% with Ewondo [ewo] (Risnes 1989).	No literacy program in place. Radio.	Southern Cameroon	OLAC resources in and about Mengisa	6b (Threatened).	Children losing L1 capability, even in the village. Much intermarriage with Eton [eto], Ewondo [ewo] and certain Mbam languages. Children highly bilingual. Home, with other Mengisa, markets. All ages. Mixed attitudes. Also use Eton [etn], Ewondo [ewo]. Used as L2 by Leti [leo].	Centre region: Lekié division, Sa’a subdivision, Sanaga river bend area between the river and Sa’a.	The Mangisa people speak 2 languages: Mengisa (Njowi) and Leti [leo]. Christian.	20,000 (1979 SIL), decreasing.	20000	NA	Latin script [Latn].	Mengisa
vlr-VUT	vlr-vu	vlr-NH	Vatrata	Vatrata	VATRATA	Vatrata	vlr	vatr1237	Vatrata	Papunesia	-13.83	167.42	vatr1237	VU	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	vatr1237:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ckc-GTM	ckc-gt	ckc-GT	Northern Kaqchikel	Kaqchikel, Northern	KAQCHIKEL, NORTHERN	Kaqchikel, Northern	ckc	kaqc1275	Kaqchikel, Northern	North America	NA	NA	kaqc1275	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1275:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bpo-IDN	bpo-id	bpo-ID	Anasi	Anasi	ANASI	Anasi	bpo	anas1239	Anasi	Papunesia	-1.73908	137.716	anas1239	ID	book1242	NA	threatened	Bookkeeping	book1242	language	Wordlist or less	anas1239:1	NA	Bapu	NA	East Geelvink Bay	Indonesia	NA	NA	Indonesia, Eastern Papua	OLAC resources in and about Anasi	6a (Vigorous).	NA	Papua province: Jayapura regency, Mamberamo Hilir sub-district on north coast, lower west bank Mamberamo river.	Christian, traditional religion.	2,000 (1993 R. Doriot).	2000	NA	NA	Anasi
gok-IND	gok-in	gok-IN	Gowli	Gowli	GOWLI	Gowli	gok	gowl1241	Gowli	Eurasia	21.7726	77.3733	gowl1241	IN	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	gowl1241:1	NA	Nand	NA	Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Unclassified	India	Nand, Ranya, Lingaayat, Khamla. Nand subdialects have 93% or higher intelligibility with Khamla dialect. Dialect used in Madhya Pradesh appears more similar to Marathi [mar] (Southern zone) than to Hindi [hin] (Central zone). Lexical similarity: 84%–92% between the Ranya and Nand dialects.	Literacy rate in L2: 5%–15%.	India, Map 6	OLAC resources in and about Gowli	6a (Vigorous).	Home. Also use Hindi [hin], Marathi [mar].	Madhya Pradesh state; Maharashtra state: Amravati district.	Speakers belong to Gowli caste. 1 and a half subgroups; Nand Gowli the highest, Musalman (the half tribe) the lowest. Surrounded by Korku [kfq]. Hindu, traditional religion.	35,000 (IMA 1997).	35000	NA	Devanagari script [Deva].	Gowli
tzt-GTM	tzt-gt	tzt-GT	Western Tzutujil	Tzutujil, Western	TZUTUJIL, WESTERN	Tz'utujil, Western	tzt	tzut1249	Tz'utujil, Western	North America	NA	NA	tzut1249	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	tzut1249:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lmm-KHM	lmm-kh	lmm-CB	Lamam	Lamam	LAMAM	Lamam	lmm	lama1290	Lamam	Eurasia	14.3658	107.336	lama1290	KH	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	lama1290:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kvs-AUS	kvs-au	kvs-AS	Kunggara	Kunggara	KUNGGARA	Kunggara	kvs	kung1262	Kunggara	Australia	-17.62553	141.1441	kung1262	AU	book1242	NA	nearly extinct	Bookkeeping	book1242	language	Wordlist or less	kung1262:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sxm-KHM	sxm-kh	sxm-CB	Samre	Samre	SAMRE	Samre	sxm	samr1245	Samre of Siem Reap	Eurasia	13.479	103.978	samr1245	KH	book1242	NA	nearly extinct	Bookkeeping	book1242	language	Wordlist or less	samr1245:1	NA	NA	NA	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Pearic, Western, Samre	Cambodia	NA	Grammar.	NA	OLAC resources in and about Samre	9 (Dormant).	Shifting to Khmer [khm].	Siem Reap province: Siem Reap town area north of Lake Sap.	NA	No known L1 speakers. Ethnic population: 200 (2000 D. Bradley).	0	NA	Unwritten [Qaax].	Samre
tzz-MEX	tzz-mx	tzz-MX	Zinacantan Tzotzil	Tzotzil, Zinacantan	TZOTZIL, ZINACANTAN	Tzotzil, Zinacantán	tzz	tzot1264	Tzotzil, Zinacantán	North America	NA	NA	tzot1264	MX	book1242	NA	NA	Bookkeeping	book1242	language	grammar sketch	tzot1264:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kyv-NPL	kyv-np	kyv-NP	Kayort	Kayort	KAYORT	Kayort	kyv	kayo1247	Kayort	Eurasia	26.6179	87.6042	kayo1247	NP	book1242	NA	threatened	Bookkeeping	book1242	language	NA	kayo1247:1	NA	Kayort	NA	Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese	Nepal	None known. Ostensibly related to Bengali [ben].	NA	NA	OLAC resources in and about Kewat	6b (Threatened).	NA	Kosi zone: Morang district.	No known published or survey-based attestation for this as a separate language variety.	22,000 (2002). Ethnic population: 154,000 (2011 census).	22000	NA	Unwritten [Qaax].	Kewat
npu-IND	npu-in	npu-IN	Puimei Naga	Naga, Puimei	NAGA, PUIMEI	Naga, Puimei	npu	puim1234	Puimei Naga	Eurasia	25.2973	93.7344	puim1234	IN	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	puim1234:1	NA	Puimei	NA	Sino-Tibetan, Tibeto-Burman, Unclassified	India	None known. Different from Poumei Naga [pmx] (Breton 1997:217). Not functionally intelligible of any related language (Khasung). Lexical similarity: 68% with Inpui Naga [nkf].	NA	India, Map 5	OLAC resources in and about Naga, Puimei	6a (Vigorous).	NA	Assam and Manipur states.	Were assigned as part of Rongmei Naga [nbu]. Christian, traditional religion.	3,000 (2001). Mostly monolingual. Ethnic population: 3,000.	3000	NA	Latin script [Latn].	Naga, Puimei
blg-MYS	blg-my	blg-MY	Balau	Balau	BALAU	Balau	blg	bala1306	Balau	Papunesia	1.33476	110.913	bala1306	MY	book1242	NA	threatened	Bookkeeping	book1242	language	NA	bala1306:1	NA	Bala’u	NA	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Ibanic	Malaysia	May be a dialect of Iban [iba].	NA	Brunei and Malaysia - Sarawak	OLAC resources in and about Balau	6b (Threatened).	NA	Sarawak: southeast of Simunjan.	View themselves as a distinct ethnic group.	5,000 (Wurm and Hattori 1981).	5000	NA	Unwritten [Qaax].	Balau
kyp-CHN	kyp-cn	kyp-CH	Kang	Kang	KANG	Kang	kyp	kang1282	Kang	Eurasia	22.4373	100.671	kang1282	CN;LA	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	kang1282:1	{u'View other languages of China': {}}	Tai Khang	NA	Tai-Kadai, Kam-Tai, Kam-Sui	Laos	NA	NA	Southwestern China	OLAC resources in and about Kang	6a (Vigorous).	NA	Houaphan and Xiangkhoang provinces.	NA	47,600 (1995 census). Total users in all countries: 81,700.	81700	NA	Unwritten [Qaax].	Kang
poa-GTM	poa-gt	poa-GT	Eastern Poqomam	Poqomam, Eastern	POQOMAM, EASTERN	Poqomam, Eastern	poa	poqo1257	Poqomam, Eastern	North America	NA	NA	poqo1257	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	poqo1257:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bbx-CMR	bbx-cm	bbx-CM	Bubia	Bubia	BUBIA	Bubia	bbx	bubi1249	Bubia	Africa	4.02178	9.22304	bubi1249	CM	book1242	NA	moribund	Bookkeeping	book1242	language	Wordlist or less	bubi1249:1	NA	Bobe, Bobea, Bota, Ewota, Wovea, Wuvia	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Bubi-Benga (A.31)	Cameroon	None known. Closely related to Bube [bvb].	NA	Southern Cameroon	OLAC resources in and about Bubia	6a (Vigorous).	Also use Duala [dua].	South West region: Fako division, Limbé subdivision, Wovea village.	NA	600 (Voegelin and Voegelin 1977).	600	10 noun classes; 21 consonant and 7 vowel phonemes; tonal.	NA	Bubia
llo-LAO	llo-la	llo-LA	Khlor	Khlor	KHLOR	Khlor	llo	khlo1239	Khlor	Eurasia	15.6415	106.606	khlo1239	LA	book1242	NA	threatened	Bookkeeping	book1242	language	Wordlist or less	khlo1239:1	NA	Klor, Lor	NA	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Ngeq-Nkriang	Laos	None known. Reportedly most similar to Kriang [ngt].	NA	Laos	OLAC resources in and about Khlor	6b (Threatened).	People tending toward Lao [lao] use (2011).	Salavan province: Laongam district; Xekong province.	Traditional religion.	6,000 (Wurm and Hattori 1981).	6000	NA	NA	Khlor
bkg-CAF	bkg-cf	bkg-CT	Buraka	Buraka	BURAKA	Buraka	bkg	bura1269	Buraka	Africa	4.42283	20.7161	bura1269	CF;CD	book1242	NA	threatened	Bookkeeping	book1242	language	NA	bura1269:1	{u'View other languages of Democratic Republic of the Congo': {}}	Bolaka, Boraka, Bouraka	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Gbanzili	Central African Republic	None known. May not be inherently intelligible with Gbanziri [gbg].	NA	Northern Democratic Republic of Congo	OLAC resources in and about Buraka	6a (Vigorous).	NA	Basse-Kotto prefecture: Mobaye subprefecture, along Ubangi river.	NA	2,500 (1996). Total users in all countries: 3,800.	3800	NA	Unwritten [Qaax].	Buraka
adu-NGA	adu-ng	adu-NI	Aduge	Aduge	ADUGE	Aduge	adu	adug1238	Aduge	Africa	7.64567	6.13085	adug1238	NG	book1242	NA	threatened	Bookkeeping	book1242	language	Wordlist or less	adug1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern	Nigeria	NA	Grammar.	Nigeria, Map 6	OLAC resources in and about Aduge	6a (Vigorous).	NA	Kogi state: Oyi LGA.	NA	1,900 (Crozier and Blench 1992).	1900	NA	NA	Aduge
irr-LAO	irr-la	irr-LA	Ir	Ir	IR	Ir	irr	irrr1240	Ir	Eurasia	15.7188	106.564	irrr1240	LA	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	irrr1240:1	NA	In, Yiir, Yir	NA	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta’oih	Laos	None known. Reportedly most similar to Ong [oog].	NA	Laos	OLAC resources in and about Ir	6a (Vigorous).	NA	Salavan province: east of Salavan town.	Traditional religion.	4,420 (2000).	4420	NA	NA	Ir
wrd-AFG	wrd-af	wrd-AF	Warduji	Warduji	WARDUJI	Warduji	wrd	ward1243	Warduji	Eurasia	36.6083	71.1475	ward1243	AF	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	ward1243:1	NA	NA	NA	Unclassified	Afghanistan	Probably a Dari [prs] dialect.	Literacy rate in L2: 5%–15%.	Afghanistan	OLAC resources in and about Warduji	6a (Vigorous).	NA	Badakhshan province: Werdoge river area west of Ishkashim.	Muslim.	5,000 (1994).	5000	NA	Unwritten [Qaax].	Warduji
sik-BRA	sik-br	sik-BR	Sikiana	Sikiana	SIKIANA	Sikiana	sik	siki1239	Sikiana	South America	3.01294	-57.9221	siki1239	BR;SR;VE	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	siki1239:1	{u'View other languages of Suriname': {}}	Chikena, Chiquena, Chiquiana, Shikiana, Sikiâna, Sikïiyana, Xikiyana, Xikujana	NA	Cariban, Kashuyana	Brazil	None known. Reportedly similar to Salumá [slj].	NA	Northeastern Brazil	OLAC resources in and about Sikiana	8a (Moribund).	Also use Waiwai [waw] (Crevels 2007).	Pará state: between Rio Cafuini and headwaters of the Turuna and Itapi, near the Suriname border.	NA	33 (1986 SIL). Total users in all countries: 48.	48	NA	NA	Sikiana
ynh-GAB	ynh-ga	ynh-GB	Yangho	Yangho	YANGHO	Yangho	ynh	yang1292	Yangho	Africa	-1.92218	13.0213	yang1292	GA	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	yang1292:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sik-VEN	sik-ve	sik-VE	Sikiana	Sikiana	SIKIANA	Sikiana	sik	siki1239	Sikiana	South America	3.01294	-57.9221	siki1239	BR;SR;VE	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	siki1239:1	{u'View other languages of Suriname': {}}	Chikena, Chiquena, Chiquiana, Shikiana, Sikiâna, Sikïiyana, Xikiyana, Xikujana	NA	Cariban, Kashuyana	Brazil	None known. Reportedly similar to Salumá [slj].	NA	Northeastern Brazil	OLAC resources in and about Sikiana	8a (Moribund).	Also use Waiwai [waw] (Crevels 2007).	Pará state: between Rio Cafuini and headwaters of the Turuna and Itapi, near the Suriname border.	NA	33 (1986 SIL). Total users in all countries: 48.	48	NA	NA	Sikiana
ctc-USA	ctc-us	ctc-US	Chetco	Chetco	CHETCO	Chetco	ctc	chet1237	Chetco	North America	42.6864	-124.376	chet1237	US	book1242	NA	extinct	Bookkeeping	book1242	language	NA	chet1237:1	NA	NA	NA	Eyak-Athabaskan, Athabaskan, Pacific Coast Athabaskan, Oregon Athabaskan, Tolowa-Chetco	United States	NA	NA	Western United States of America	OLAC resources in and about Chetco	8b (Nearly extinct).	Shifted to English [eng].	Oregon: south coast.	NA	5 (Chafe 1962), decreasing. Ethnic population: 100 (1977 SIL).	5	NA	NA	Chetco
ibi-NGA	ibi-ng	ibi-NI	Ibilo	Ibilo	IBILO	Ibilo	ibi	ibil1238	Ibilo	Africa	7.42662	6.08384	ibil1238	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	ibil1238:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sca-MMR	sca-mm	sca-BM	Sansu	Sansu	SANSU	Sansu	sca	sans1276	Sansu	Eurasia	21.6402	100.099	sans1276	MM	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	sans1276:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kso-NGA	kso-ng	kso-NI	Kofa	Kofa	KOFA	Kofa	kso	kofa1236	Kofa	Africa	9.76068	12.8757	kofa1236	NG	book1242	NA	threatened	Bookkeeping	book1242	language	NA	kofa1236:1	NA	Kota	NA	Afro-Asiatic, Chadic, Biu-Mandara, A, A.2, 1	Nigeria	None known. Reportedly a separate language from Bura-Pabir [bwr].	NA	Nigeria, Map 5	OLAC resources in and about Kofa	6a (Vigorous).	NA	Adamawa state: Song LGA, north of Belul road, north of Yola.	NA	1,100 (2003).	1100	NA	NA	Kofa
lay-MMR	lay-mm	lay-BM	Lama	Lama	LAMA	Lama	lay	lama1289	Lama (Myanmar)	Eurasia	27.6237	98.4694	lama1289	MM	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	lama1289:1	NA	Lama, Lan-Bi Bai, Nama, Northern Bai	NA	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Bai	China	NA	NA	Southwestern China	OLAC resources in and about Bai, Lama	6a (Vigorous). Language of recognized nationality: Bai.	NA	Yunnan province: Diqing Tibetan autonomous prefecture; Nujiang Lisu autonomous prefecture, Lanping Bai Pumi autonomous county, Hexi district, Lajing township; mountain area of Lancang river.	Classification difficult due to heavy borrowing (60%–70%) from Chinese. Northern Bai comprises two separate languages, Panyi [bfc] and Lama. Traditional religion, Buddhist, Daoist.	60,000 (1995).	60000	SVO.	NA	Bai, Lama
dzd-NGA	dzd-ng	dzd-NI	Daza	Daza	DAZA	Daza	dzd	daza1244	Daza	Africa	10.11845	10.48652	daza1244	NG	unat1236	NA	NA	Unattested	unat1236/afro1259	language	Wordlist or less	(bara1395:1,fika1238:1)daza1244:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
